RB_Number,Building_Name,Date_Registered,Links,Parish,Features,Status,architect_names,builder_names,reasons_for_registration,construction_start_year,construction_end_year,construction_start_date_text,construction_end_date_text,registration_date_text,deregistration_date_text,notes_extraction,cleaned_text_source,md_path,Needs_Review
221,"Bridge Inn, Bowring Road",09/05/2003,https://www.gov.im/media/632999/0500221regbldbridgeinn.pdf,Ramsey,,Registered,[],"[""Daniel Callow""]","[""special architectural and historic interest"", ""group value""]",,,,,11th April 2003,,"The building is a Victorian structure with significant architectural features and historical importance. It has undergone various alterations over time, including changes to its internal layout. The registration emphasizes its group value and contribution to the local area.",fenced_block,data/gov.im/registered-buildings/outputs/rb-221/rb-221.md,no_dates
222,"Clucas Laundry Old Engine Room, Chimneys and Sluices, Tromode",13/05/2004,https://www.gov.im/media/632783/0500222regbld-clucas-laundry-old-engine-room-add.pdf,Onchan,,Registered,"[""Ashley Pettit Architects""]",[],"[""special architectural and historic interest"", ""importance as a landmark"", ""group value of a collection of buildings"", ""age and rarity""]",1790.0,1933.0,about 1790,1933,15th November 2004,,"The document details the registration of the Two Chimneys and Switch Room at Clucas Laundry, Tromode Industrial Estate, due to their special architectural and historic interest. The registration was confirmed on 15th November 2004, and the notice was issued on 6th January 2005. The appeal process and the historical significance of the site, including its use as a flax mill and later as a laundry, are discussed. The document also includes details about the appeal against the registration, the reasons for registration, and the decision to maintain the registration of the stone chimney and switch room while allowing the deregistration of the brick chimney.",fenced_block,data/gov.im/registered-buildings/outputs/rb-222/rb-222.md,
223,18a-20 Victoria Street,04/11/2005,https://www.gov.im/media/632441/0500223regbld20victoriastreet.pdf,Douglas,,Registered,"[""Harry Wilson""]",[],"[""special architectural and historic interest"", ""uniqueness and rarity within Douglas and the Island""]",1927.0,1929.0,1927,1929,4 November 2004,,"The building is an example of the white faience style, designed by Harry Wilson in 1929, and is noted for its architectural and historic interest. It is located at a prime corner site and is a prominent feature in the local landscape. The style is rare in Douglas, making it significant for registration.",fenced_block,data/gov.im/registered-buildings/outputs/rb-223/rb-223.md,
224,22 & 24 Victoria Street,,https://www.gov.im/media/632447/0500224regbld-22-24-victoria-street-add.pdf,Douglas,,De-registered,"[""Ashley Pettit Architects""]",[],"[""special architectural and historic interest"", ""high Victorian architecture"", ""quality of their facade"", ""contribution to the group value of Victoria Street""]",1870.0,,1870’s,,4th November 2004,25th February 2005,"The building was registered due to its architectural and historic interest, particularly its Victorian architecture and contribution to the streetscape. It was later de-registered as the remaining fabric was deemed not to warrant registration.",fenced_block,data/gov.im/registered-buildings/outputs/rb-224/rb-224.md,
225,26 Victoria Street,04/11/2005,https://www.gov.im/media/632453/0500225regbld26victoriastreet.pdf,Douglas,,Registered,"[""Ashley Pettit Architects""]",[],"[""special architectural and historic interest"", ""high Victorian architecture"", ""important part of the streetscape"", ""group value of Victoria Street""]",1870.0,1879.0,1870’s,1870’s,4th November 2004,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-225/rb-225.md,
226,"Ridgeway House, Ridgeway Street",17/01/2005,https://www.gov.im/media/632459/0500226regbldridgewayhouse.pdf,Douglas,,Registered,"[""Frank Laidman Heslop""]","[""W H Okell""]","[""special architectural and historic interest"", ""significant aesthetic quality"", ""high degree of originality""]",1894.0,,14th December 1894,,17th January 2005,,"Ridgeway House, formerly The Ridgeway Hotel, was designed by Frank Laidman Heslop and approved for construction in 1894. It was converted into offices in 1996. The building is noted for its architectural interest, including its use of grey and red Ruabon brick, and its prominent location opposite the Town Hall.",fenced_block,data/gov.im/registered-buildings/outputs/rb-226/rb-226.md,
227,"Laxey Working Mens Institute, New Road",17/01/2005,https://www.gov.im/media/632537/0500227regbldlaxeyworkingmensinst.pdf,Laxey,,Registered,"[""J Cowle""]",[],"[""special architectural and historic interest"", ""dominant site within Laxey"", ""valuable contribution to the village scene"", ""important role in community life""]",1876.0,1877.0,June 1876,4th May 1877,17th January 2005,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-227/rb-227.md,
228,"St Ninian's Church, Ballaquayle Road",22/07/2005,https://www.gov.im/media/632465/0500228regbldstninianschurch.pdf,Douglas,,Registered,"[""William Douglas Caroe""]","[""Richard Costain and Sons""]","[""architectural merit"", ""landmark qualities"", ""association with Henry Bloom Noble""]",1913.0,1914.0,1913,25th March 1914,25th July 2005,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-228/rb-228.md,
230,Buck House Merton Bank,20/12/2005,https://www.gov.im/media/632471/0500230regbldbuckhouse.pdf,Douglas,,Registered,"[""John Wills""]","[""William Kelly""]","[""special architectural and historic interest"", ""distinctive rose window"", ""imposing site on Bucks Road"", ""important contribution to local landscape"", ""part of social and architectural heritage of Douglas""]",1899.0,1900.0,1899,1900,20th December 2005,,"The building, originally constructed as a Primitive Methodist Chapel, is now used for office space. It was designed by John Wills and built by William Kelly. The building is noted for its architectural and historic interest, including a distinctive rose window and its contribution to the local landscape. It was registered on 20th December 2005.",fenced_block,data/gov.im/registered-buildings/outputs/rb-230/rb-230.md,
231,37 Athol Street,,https://www.gov.im/media/632477/0500231regbld-37-athol-street-add.pdf,Douglas,,De-registered,[],"[""Messrs Caley and Gelling""]","[""Uniqueness"", ""Historical interest in the development of a legal practice"", ""Aesthetic quality""]",,,,,20th December 2005,,"The building at 37 Athol Street, Douglas, was registered due to its special architectural and historic interest. It is unique as the only purpose-built advocate’s office on the Isle of Man. The building retains much of its original character, although it has undergone some changes over the years. An application for deregistration was made on 31st January 2006, but the deregistration was declined.",fenced_block,data/gov.im/registered-buildings/outputs/rb-231/rb-231.md,no_dates
234,"Farmhill Manor, Farmhill Lane, IM2 2EF",06/06/2006,https://www.gov.im/media/632483/0500234regbldfarmhillmanor.pdf,Douglas,,Registered,"[""John Taggart"", ""Thomas Brine"", ""John Pinch""]",[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Age and Rarity""]",1725.0,1825.0,c 1725,c 1825,6th June 2006,,"The document provides a detailed history and architectural description of Farmhill Manor, highlighting its development from a farmhouse to a mansion over a century. It mentions the involvement of notable figures and families in its history and suggests possible architects for its design.",fenced_block,data/gov.im/registered-buildings/outputs/rb-234/rb-234.md,
235,"Parville', also known as Parville Place', Ballagawne Road, Ballabeg, IM9 4LF",01/09/2006,https://www.gov.im/media/631529/0500235regbldparville.pdf,Arbory,,Registered,"[""Anna Begbie""]",[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Landmark Qualities"", ""Age & Rarity""]",1580.0,1587.0,1580,1587,1 September 2006,,"The document provides a detailed history and architectural description of Parville, highlighting its significance as a landmark and its historical associations with the Parr family. The property is noted for its architectural interest, historic interest, and landmark qualities, with a possible connection to Sir Thomas Parr and Queen Catherine Parr. The estate includes the main house, lodge, walled gardens, and outbuildings, with the stables now under separate ownership.",fenced_block,data/gov.im/registered-buildings/outputs/rb-235/rb-235.md,
237,"Guard House & Fire Party, 258 Jurby Industrial Estate, IM7 3BD",26/03/2007,https://www.gov.im/media/632507/0500237regbldguardhouseandfirep.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-237/rb-237.md,no_names; no_dates
238,"Jurby Aerodrome Bomb Store, Jurby Industrial Estate",26/03/2007,https://www.gov.im/media/632513/0500238regbldjurbyaerodromebombs.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-238/rb-238.md,no_names; no_dates
239,"Jurby Terminal Building, Jurby Industrial Estate",26/03/2007,https://www.gov.im/media/632519/0500239regbldjurbyterminalbuildin.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-239/rb-239.md,no_names; no_dates
240,"Aeroplane & Seaplane Store, 266 Jurby Industrial Estate",26/03/2007,https://www.gov.im/media/632525/0500240regbldaeroplaneandseaplane.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-240/rb-240.md,no_names; no_dates
242,"Glashen Farmhouse & attached Barn, Ballasalla",22/03/2007,https://www.gov.im/media/632603/0500242regbldfarmhouseandattached.pdf,Malew,,Registered,[],[],"[""special architectural and historic interest""]",,,,,22 March 2007,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-242/rb-242.md,no_names; no_dates
244,"Former Methodist Church aka Red Cross House, Derby Road. IM2 3EN",13/09/2007,https://www.gov.im/media/632489/0500244regbldredcrosshouse.pdf,Douglas,,Registered,"[""W. Frith""]","[""W. Kelly""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Age and Rarity"", ""Landmark Qualities"", ""Group Value""]",1886.0,1890.0,1886,1890,21 August 2007,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-244/rb-244.md,
245,"Greystones Cottage, Main Road, Kirk Michael",31/07/2007,https://www.gov.im/media/632663/0500245regbld-greystones-cottage-amended-030420.pdf,Michael,,Registered,[],"[""John Cannan""]","[""Architectural Interest and Aesthetic Quality"", ""Close Historic Association"", ""Landmark Qualities"", ""Age and Rarity""]",1778.0,,around 1778,,9 August 2007,,"The document provides a detailed history and architectural description of Greystones Cottage, highlighting its significance due to its age, unique Manx slate roof, and historical association with the Cannan family.",fenced_block,data/gov.im/registered-buildings/outputs/rb-245/rb-245.md,
246,"Beaconsfield Towers, Jurby Road, Ramsey",31/07/2007,https://www.gov.im/media/633005/0500246regbld-beaconsfield-tower-amd-030420.pdf,Ramsey,,Registered,[],"[""William Creer"", ""Lieutenant John Monk""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Group Value"", ""Age and Rarity""]",1840.0,,early 1840’s,,31st July 2007,,"The document provides a detailed history of Beaconsfield Towers, highlighting its architectural and historical significance. It was originally a windmill known as Monk's Mill, built in the early 1840s, and later converted into a residential home. The building is noted for its rarity as one of the few windmills on the Isle of Man and its association with notable families like the Monks and Thellussons.",fenced_block,data/gov.im/registered-buildings/outputs/rb-246/rb-246.md,
247,Ballaradcliffe House,,https://www.gov.im/media/1386638/rb-247-notice-of-de-registration-combined_compressed.pdf,Andreas,,De-registered,[],[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Landmark Qualities""]",1852.0,,mid-nineteenth century (possibly 1852),,23 March 2007,4 December 2024,"The document provides a detailed history and architectural description of Ballaradcliffe House, highlighting its significance and reasons for its initial registration as a protected building. It also includes information about its deregistration.",fenced_block,data/gov.im/registered-buildings/outputs/rb-247/rb-247.md,no_names
248,"St Michael's Church aka Kirk Michael and All Angels Church, Main Road",08/05/2009,https://www.gov.im/media/1350855/0700248regbld-st-michaels-church-reduced.pdf,Michael,,Registered,"[""John Welch"", ""Armitage Rigby""]","[""Kelly Brothers""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Landmark Qualities"", ""Group Value""]",1834.0,1835.0,1834,11th June 1835,8th April 2009,,"St Michael's Church, also known as Kirk Michael and All Angels Parish Church, is a Victorian Gothic style church designed by John Welch. It is noted for its landmark status, heavy Gothic style, and historical significance as the burial place of five Bishops, including Bishop Wilson. The church was built on a historic site with archaeological evidence of burials dating back to before 1100 AD. The lych gate was designed by Armitage Rigby. The church was constructed by Kelly Brothers, who were responsible for much of the intricate wood carving within the church.",fenced_block,data/gov.im/registered-buildings/outputs/rb-248/rb-248.md,
249,"Orrisdale House, Orrisdale, Michael",03/12/2007,https://www.gov.im/media/632675/0500249regbldorrisdalehouse.pdf,Michael,,Registered,[],[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Age and Rarity""]",,,,,4th December 2007,,"The document provides a detailed history of Orrisdale House, its architectural features, and its association with the Crellin family. The house is noted for its architectural interest, historic significance, and its connection to notable figures in Manx history. The exact construction date is unknown, but parts of the house date back to at least the late 18th century.",fenced_block,data/gov.im/registered-buildings/outputs/rb-249/rb-249.md,no_names; no_dates
250,"The Whitehouse, Main Road, Kirk Michael, IM6 2HH",22/11/2007,https://www.gov.im/media/632681/0500250regbldwhitehouse.pdf,Michael,,Registered,[],"[""Kelly Brothers""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association"", ""Landmark Qualities""]",1700.0,1799.0,eighteenth century,eighteenth century,21st August 2007,,"The Whitehouse is a landmark building in Kirk Michael, dating from the eighteenth century with subsequent additions. It has significant historical associations with notable figures in Manx history and has undergone various architectural changes, including Victorian alterations by Joseph Mylchreest, which have since been removed to restore its Georgian style.",fenced_block,data/gov.im/registered-buildings/outputs/rb-250/rb-250.md,
251,"Church View House, Main Road, Kirk Michael",03/12/2007,https://www.gov.im/media/632687/0500251regbldchurchviewhouse.pdf,Michael,,Registered,[],[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Landmark Qualities"", ""Age and Rarity""]",,,,,4th December 2007,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-251/rb-251.md,no_names; no_dates
252,"Spooyt Vane Sunday School, Ballaleigh Road, Kirk Michael",03/12/2007,https://www.gov.im/media/632693/0500252regbldspooytvanesundaysch.pdf,Michael,,Registered,"[""John Welch""]","[""Miss Gore Currie""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association""]",1860.0,,1860,,4th December 2007,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-252/rb-252.md,
254,Government House,02/05/2018,https://www.gov.im/media/1361444/0700254regbld-pdf-for-website-amended-120220.pdf,Onchan,,Registered,"[""Gustavus Hamilton"", ""James Cowle"", ""Willink and Thicknesse""]","[""James Cowle""]","[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Close Historic Association""]",,,,,2nd May 2018,,"The document provides a detailed history of Government House, its architectural significance, and its role as the official residence of the Lieutenant Governor of the Isle of Man. It highlights the various alterations and extensions made over the years by notable architects and the historical importance of the estate.",fenced_block,data/gov.im/registered-buildings/outputs/rb-254/rb-254.md,no_dates
255,"The Old Rectory, Andreas Village",02/05/2009,https://www.gov.im/media/631511/0500255regbldandreasrectory.pdf,Andreas,,Registered,"[""James Cowle""]",[],"[""important historic and religious site"", ""archaeologically significant site"", ""benefit from further investigation and recording"", ""1886 extensions and alterations by Diocesan Architect James Cowle"", ""important building in the village context"", ""rectory in a dilapidated condition""]",1663.0,1886.0,1663,1886,2nd April 2009,,"The Old Rectory in Andreas is a historic site with a complex history of construction and alteration. It was registered due to its architectural and historic interest, including its association with the Archdeacon's residence and its archaeological significance. The building has undergone various phases of construction, with significant work in 1663, the 1690s, 1762, 1840, and 1886. The 1886 extensions were designed by James Cowle, a notable architect. The site includes a barn and has been unoccupied for years, leading to its current dilapidated state. Registration aims to protect the site and offer conservation grants for repairs.",fenced_block,data/gov.im/registered-buildings/outputs/rb-255/rb-255.md,
256,"Malew Parish Church, Great Meadow IM9 4EB",08/04/2008,https://www.gov.im/media/1352400/0500256regbld-malew-church-reduced.pdf,Malew,,Registered,[],"[""William Gill""]","[""special architectural and historic interest"", ""Georgian pews and panelling"", ""oldest modern stained glass in the Island"", ""burial place of Illiam Dhone"", ""connections with significant Manx families"", ""wooden carving of the Three Legs of Man"", ""ancient nave""]",,,,,8th April 2008,,"The document provides a detailed historical and architectural account of Malew Parish Church, highlighting its significance due to its ancient origins, architectural features, and historical associations. The church is noted for its Georgian interior, stained glass windows, and connections to notable Manx families. It is also the burial site of Illiam Dhone, a significant historical figure. The church's nave is believed to be over 1,000 years old, making it possibly the oldest parish church on the Isle of Man.",fenced_block,data/gov.im/registered-buildings/outputs/rb-256/rb-256.md,no_dates
257,"Castletown Railway Station, Victoria Road",08/04/2008,https://www.gov.im/media/632003/0500257regbldrailwaystation.pdf,Castletown,,Registered,"[""James Cowle"", ""George Kay""]","[""J W Corrin"", ""Cannel and Corrin""]","[""Architectural Interest and / or Aesthetic Quality"", ""Historic Interest"", ""Age and Rarity""]",1872.0,1874.0,October 1872,1874,8th April 2008,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-257/rb-257.md,
258,"Old School House, Cronkbourne, Douglas, IM4 4QH",03/02/2009,https://www.gov.im/media/632495/0900258regbldoldschoolhouse.pdf,Douglas,,Registered,"[""Ewan Christian""]","[""William Fine Moore""]","[""Designed by Ewan Christian"", ""Only example of a purpose-built industrial community in the Isle of Man"", ""Connections with important periods in the Island’s history"", ""Created by the Moore family of Tromode"", ""Famous Manx artist Archibald Knox was born there"", ""Canvas produced by the workers survives on the ship 'Star of India'"", ""Landmark value in the local area"", ""Central focal point within the village unit"", ""Most surviving buildings in the village are already Registered"", ""Pre-dates famous examples of industrial housing in the UK""]",1840.0,1850.0,1840's,1850,3rd March 2009,,"The Old School House in Cronkbourne Village was registered due to its architectural and historic interest, being designed by Ewan Christian and as part of the only purpose-built industrial community in the Isle of Man. The village was created by William Fine Moore for his factory workers, and the Old School House served as a community hall, school room, and chapel. The building has undergone some alterations but retains its landmark qualities and group value within the village.",fenced_block,data/gov.im/registered-buildings/outputs/rb-258/rb-258.md,
259,"Elderbank', The Crofts, IM9 1LW",08/04/2008,https://www.gov.im/media/632009/0500259regbldelderbank.pdf,Castletown,,Registered,"[""Thomas Brine""]","[""Flaxney Stowell""]","[""quality of the design and craftsmanship of the main staircase and plaster mouldings"", ""close historical association with Thomas Brine"", ""important architectural unity within the street scene""]",,,,,8th April 2008,,"The document provides a detailed history of Elderbank, including its architectural features and historical significance. It mentions the involvement of Thomas Brine, a notable architect, and Flaxney Stowell, who built the house. The registration is due to its architectural interest, historical association, and group value within the Castletown Conservation Area.",fenced_block,data/gov.im/registered-buildings/outputs/rb-259/rb-259.md,no_dates
260,"Westwood', The Crofts, IM9 1LW",08/04/2008,https://www.gov.im/media/632015/0500260regbldwestwood.pdf,Castletown,,Registered,"[""Thomas Brine""]",[],"[""quality of the design of the facade of the building"", ""close historical association with Thomas Brine"", ""important architectural unity within the street scene""]",1840.0,1844.0,January 1840,August 1844,8th April 2008,,"The building is noted for its architectural interest, particularly the facade, and its historical association with Thomas Brine. It is part of an important architectural group in the Castletown Conservation Area.",fenced_block,data/gov.im/registered-buildings/outputs/rb-260/rb-260.md,
261,"Crofton', The Crofts, IM9 1LW",08/04/2008,https://www.gov.im/media/632021/0500261regbldcrofton.pdf,Castletown,,Registered,[],[],"[""Architectural Interest and / or Aesthetic Quality"", ""Close Historical Association"", ""Group Value""]",1850.0,1861.0,1850,1861,8th April 2008,,"The architect for Crofton is not known. The property was built between 1850 and 1861. It has a close historical association with John Moore Jeffcott, a member of the House of Keys. The building is part of an important architectural unity within the Castletown Conservation Area.",fenced_block,data/gov.im/registered-buildings/outputs/rb-261/rb-261.md,no_names
262,Ballawhane Windmill,16/01/2019,https://www.gov.im/media/1364129/rb262-ballawhane-windmill.pdf,Andreas,,Registered,[],[],"[""An example of a windmill tower constructed with mixed stones including beach boulders."", ""A rare example of a windmill associated with a quarterland farm."", ""The only substantial remains of an unconverted windmill on the Island.""]",,,,,//2018,,"The windmill at Ballawhane Farm is a protected building due to its architectural and historic interest. It is a rare example of a windmill associated with a quarterland farm and is the only substantial remains of an unconverted windmill on the Isle of Man. The exact construction date is unknown, but it was present on maps from 1841 and mentioned in a newspaper in 1837.",fenced_block,data/gov.im/registered-buildings/outputs/rb-262/rb-262.md,no_names; no_dates
263,"The Banqueting Hall, Ballamoar Farm, Patrick Road, Patrick",19/01/2009,https://www.gov.im/media/632801/0500263regbldformerbanquetinghous.pdf,Patrick,,Registered,[],[],"[""special architectural and historic interest"", ""fine architectural details from the late eighteenth century"", ""rare features such as the cool room and cock-fighting arena"", ""relics of a forgotten age"", ""close historical association with Sir George Moore"", ""age and rarity""]",1750.0,1787.0,c.1750,1787,19th January 2009,,"The document provides a detailed history and architectural description of the Former Banqueting House at Ballamoar Farm, highlighting its significance due to its architectural features, historical associations, and rarity. It was registered due to its special architectural and historic interest, with connections to Sir George Moore, a prominent Manx figure.",fenced_block,data/gov.im/registered-buildings/outputs/rb-263/rb-263.md,no_names
264,"Royal British Legion Hall, Janet's Corner",03/03/2009,https://www.gov.im/media/632027/0500264regbldlegionhall.pdf,Castletown,,Registered,[],"[""John Laing & Sons""]","[""special architectural and historic interest"", ""important aspect of the Island’s social and military history"", ""closely linked with the impact of World War Two on the Island"", ""World War Two survivor with original equipment and fittings""]",1943.0,1943.0,early 1943,1943,3rd March 2009,,The building was constructed by the Admiralty as a cinema and gymnasium during WWII and is the only surviving structure on the station's domestic sites. It has remained largely in its original condition.,fenced_block,data/gov.im/registered-buildings/outputs/rb-264/rb-264.md,
266,"Peel Police Station(formerly Peel Court House) Derby Road, Peel, IM5 1HH",20/10/2014,https://www.gov.im/media/1346489/rb266-peel-police-station.pdf,Peel,,Registered,"[""Langton Dennis""]","[""Macadam and Moore""]","[""High quality design"", ""Elizabethan/Flemish style not well represented in the Isle of Man"", ""Condition good overall"", ""Use of Ruabon brick with terracotta details and sculpture is exceptional"", ""Terracotta sculpture of good quality"", ""Only building by the architect Langton Dennis on the Isle of Man"", ""Contextually important within Peel's townscape"", ""Building is of historic and local interest"", ""Adds to the collective group value of Queen Anne Revivalism and Arts & Crafts influences""]",1892.0,1893.0,23rd March 1892,1st May 1893,9th June 2014,,"The building was designed by Langton Dennis and constructed by Macadam and Moore. It was opened on 1st May 1893, despite the date stone above the front door stating 1892. The building is a significant example of Queen Anne style architecture with Arts & Crafts influences, and it is the only building by Langton Dennis on the Isle of Man. It has been registered due to its architectural and historic interest, and its contribution to the townscape of Peel.",fenced_block,data/gov.im/registered-buildings/outputs/rb-266/rb-266.md,
267,"Scarlett House, Castletown,IM9 1TB",18/09/2012,https://www.gov.im/media/1346490/rb267-scarlett-house.pdf,Malew,,Registered,"[""Patricia A Tutt""]",[],"[""special architectural and historic interest"", ""architectural interest and/or aesthetic quality"", ""historic interest"", ""landmark qualities"", ""group value"", ""age and rarity""]",1717.0,,1717,,18th September 2012,,"The document provides a detailed history of Scarlett House, its architectural significance, and its registration as a protected building due to its special architectural and historic interest. The house is noted for its architectural design, historic interest, landmark qualities, and group value. The document also includes historical context, ownership details, and the involvement of notable individuals such as William Sedden.",fenced_block,data/gov.im/registered-buildings/outputs/rb-267/rb-267.md,
268,"Glyn Moar, Glyn Moar Road, St Johns, IM4 3AQ",18/09/2012,https://www.gov.im/media/1346491/rb268-glyn-moar.pdf,German,,Registered,"[""Patricia A Tutt""]","[""Francis Matthews""]","[""special architectural and historic interest"", ""architecturally interesting and graciously proportioned mansion house"", ""distinctive features of mid-nineteenth century Manx Gothic Revival style"", ""un-restored and un-modernised"", ""tiled floor believed to be by Minton"", ""large garden with rare shrubs and large beeches""]",1845.0,,c1845,,18th September 2012,,"The building is noted for its architectural and historic interest, particularly its Gothic Revival features and Minton tiled floor. It has been largely un-restored and un-modernised, adding to its significance.",fenced_block,data/gov.im/registered-buildings/outputs/rb-268/rb-268.md,
269,Lorne House,11/11/15,https://www.gov.im/media/1349630/rb269-lorne-house-scan.pdf,Castletown,,Registered,"[""Thomas Brine""]",[],"[""Architectural Interest and/or Aesthetic Quality"", ""Historic Interest"", ""Close Historical Association""]",1727.0,1828.0,1700's,1828,17th November 2015,,"Lorne House is a Georgian mansion with significant architectural and historical interest, designed by Thomas Brine. It was the official residence of the Lieutenant Governor between 1834 and 1860. The house retains many original features and is set in extensive gardens.",fenced_block,data/gov.im/registered-buildings/outputs/rb-269/rb-269.md,
270,Peel Harbour Masters Office,17/02/2017,https://www.gov.im/media/1360605/rb270-registration.pdf,Peel,,Registered,[],[],"[""fine example of Victorian official architecture"", ""represents Peel’s civic and maritime history"", ""group value with nearby Victorian administrative buildings"", ""well detailed local sandstone construction""]",,1863.0,,1863,1st February 2017,,"The Harbour Master's Office in Peel is a two-storey red sandstone building with notable architectural features, including an oriel window. It was constructed on Crown land and complements other administrative buildings in the area. The building has historic significance due to its association with Peel's civic and maritime history and is part of a group of Victorian administrative buildings. It was originally used as an office and house for the Harbour Master and later converted into a coastguard center. The building is recommended for registration due to its architectural interest, historic interest, and group value.",fenced_block,data/gov.im/registered-buildings/outputs/rb-270/rb-270.md,no_names
275,Kentraugh House and Estate,29/09/2021,https://www.gov.im/media/1374670/275-kentraugh-house-and-estate.pdf,Rushen,,Registered,"[""John Welch"", ""Thomas Brine""]","[""John Welch"", ""Thomas Brine""]","[""Surviving early 19th century five bay estate house with colonnaded portico with fluted Doric columns, freeze with waterleaf and dart detailing."", ""Estate Officers including stables, coach house and pigeon tower retain their historic plan form and detailing."", ""East and West Gatehouses, Bone and Saw Mill, Flour Mill and Greenhouses retain elements of architectural detailing and historic fabric that have a group value and contribute to the estate’s architectural special interest."", ""Ice House with domed roof and short entrance way is one of very few examples on the island."", ""The ha-ha splitting the lawn and park immediately south of the estate house contributes to the house’s historic setting and is one of the very few examples of the man-made landscaping structure on the island."", ""The surviving estate boundary walls provide a context and in many places a clear definition to the estate, contributing to the estate’s group value and demonstrating building techniques and materials from the period of construction."", ""Estate house and complex with close historic associations with the Gawnes and Qualtroughs, two of the island’s oldest and most respected families."", ""Surviving historic estate comprised of twelve farms, three mills and various smaller dwellings, illustrating important aspects of the nation’s agricultural, industrial, social and economic history for over 500 years.""]",,,,,29th September 2021,,"The document provides a detailed history and architectural description of Kentraugh House and its associated structures, highlighting its significance due to architectural and historic interest. The estate has connections to notable Manx families and retains many original features and structures.",fenced_block,data/gov.im/registered-buildings/outputs/rb-275/rb-275.md,no_dates
278,"Railway Station, Main Road, Santon, IM4 1EH",21/10/2014,https://www.gov.im/media/1346492/rb278-santon-railway-station.pdf,Santon,,Registered,[],[],"[""Wooden structure; weather board on a wooden frame with corrugated iron roof."", ""Example of a rural station for transport of cattle and agricultural produce."", ""Only survivor of three similar structures on the Port Erin line."", ""Heritage value dating from 12 months after the line's opening."", ""Most complete of all surviving Isle of Man Railway Stations."", ""Remarkable survivor; original Port Erin line wooden structure from 1875.""]",1874.0,1875.0,1st August 1874,1875,21st October 2014,,"The document provides a detailed history and significance of the Santon Railway Station, highlighting its architectural and historical importance. It emphasizes the station's unique wooden structure and its role in the local agricultural community. The station's survival and preservation efforts are also noted.",fenced_block,data/gov.im/registered-buildings/outputs/rb-278/rb-278.md,no_names
279,"Colby Level Gate Hut, Colby",21/10/2014,https://www.gov.im/media/1346493/rb279-colby-level-gate-hut.pdf,Rushen,,Registered,[],[],"[""Pleasant stone built structure"", ""Permanent reminder of railway operation"", ""One of only two stone gatehouses in original condition""]",1874.0,1874.0,1st August 1874,1st August 1874,21st October 2014,,"The document provides a detailed history and architectural description of the Colby Level Gate Hut, highlighting its significance in the context of the Isle of Man Railway. It emphasizes the building's architectural interest, historic interest, and rarity as reasons for its registration.",fenced_block,data/gov.im/registered-buildings/outputs/rb-279/rb-279.md,no_names
280,"Ballagawne Gate House, Mount Gawne Road, Colby",21/10/2014,https://www.gov.im/media/1346494/rb280-ballagawne-gate-house.pdf,Rushen,,Registered,[],"[""Isle of Man Railway Company""]","[""Only example extended for living accommodation"", ""Heritage landmark on Steam Railway"", ""Permanent reminder of railway operation""]",1874.0,,1st August 1874,,21st October 2014,,The building was registered due to its special architectural and historic interest. It was extended by the Isle of Man Railway Company to provide living accommodation. The building is in poor condition and requires significant rebuilding work.,fenced_block,data/gov.im/registered-buildings/outputs/rb-280/rb-280.md,
