"addr:city","addr:housename","addr:place","addr:postcode","amenity","contact:facebook","name","id","lon","lat","addr:country","addr:street","healthcare","website","addr:housenumber","fee","name:gv","operator","tourism","alt_name","wikidata","wikimedia_commons","place","source","source:addr:postcode","guest_house","source:addr","source:alt_name","old_name","currency:GBP","currency:XBT","description","email","name:en","payment:lightning","payment:lightning_contactless","payment:onchain","phone","survey:date","building","addr:locality","craft","shop","contact:phone","brand","brand:wikidata","trade","internet_access","internet_access:fee","addr:substreet","cuisine","female","takeaway","atm","brand:wikipedia","charity","opening_hours","operator:type","leisure","fixme","was:leisure","wheelchair","rooms","contact:website","office","contact:instagram","children","smoking","addr:unit","building:use","emergency","museum","entrance","healthcare:speciality","level","outdoor_seating","toilets:wheelchair","wheelchair:description","delivery","was:amenity","seasonal","note","contact:email","club","sport","historic","listed_status","material","memorial","ref:registered_building","url","url:registered_building","addr:plot","veterinary:for","operator:wikidata","addr:floor","addr:suite","animal","cafe","theme","contact:twitter","was:shop","postal_code","mapillary","source:addr:housenumber","source:addr:substreet","social_facility","social_facility:for","source:addr:housename","barrier","animal_boarding","ref:charity","dispensing","man_made","landuse","entrance:colour","name:entrance","provided_for:woman","aerospace:product","company","computer:data","lunar:product","massage","motorcycle:repair","strapline","abutters","highway","surface","aeroway","access","castle_type","name:fa","name:fr","name:ru","ref:GB:imher","url:imher","wikipedia","denomination","religion","golf:course","layer","zoo","golf:par","building:levels","building:material","roof:levels","start_date","building:colour","roof:material","studio","roof:orientation","roof:shape","source:outline","business","telecom","food","real_ale","operator:short","operator:wikipedia","seamark:name","seamark:rescue_station:category","seamark:type","name:es","name:nl","ruins","not:addr:postcode","public_transport","railway","heritage:website","note:registered_building","beer_garden","brewery","golf","architect","source:name","not:brand:wikidata","car_repair","short_name","wheelchair:url","disused:brand","disused:brand:wikidata","disused:brand:wikipedia","disused:operator","indoor","mill","source:geometry","source:address","historic:tourism","name:lt","name:uk","drive_through","building:part","addr:suburb","contact:mobile","addr:lot","award:AA","award:visit_isle_of_man","utility","architect:wikidata","architect:wikipedia","source:addr:street","internet_access:operator","internet_access:ssid","addr:flats","contact:fax","government","tickets","waiting_area","operator:website","not:addr:housenumber","male","scuba_diving:filling","scuba_diving:rental","scuba_diving:repair","boat:rental","boat:type","paddleboard_rental","standup_paddleboard_rental","image","was:healthcare","clothes:repair","height","opening_hours:covid19","opening_hours:url","name:registered_building","generator:method","generator:source","generator:type","power","diocese","ref:dove","was:tourism","was:railway","unisex","animal_shelter","demolished:building","park_ride","parking","supervised","area","was:barrier","second_hand","note:addr:postcode","building:start_date","payment:contactless","payment:debit_cards","phone:out_of_hours","disused:shop","phone:helpline","dog","check_date","drink:cocktail","drink:coffee","branch","isced:level","official_name","clothes","covered","capacity","start_date:charity","recycling_type","country","caravans","glamping_pods","pets_allowed","static_caravans","tents","source:addr:name","addr:block","source:postal_code","was:building","changing_table","changing_table:fee","toilets","toilets:access","residential","personal_trainer","sauna","swimming_pool","disused:amenity","disused:name","self_service","product","was:man_made","house","construction","community_centre","shooting","boat","was:addr:housenumber","addr:housename:en","addr:housename:gv"
"Douglas","","","IM1 2EJ","","","Hot Choccy Bar","10151684348","-4.479196","54.151657","","Strand Street","","https://www.choccypiccy.im/","55","","","","","","","","","","","","","","","","yes","","","","yes","yes","yes","+447624242018","2022-11-02","","","","confectionery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","@ChoccyPiccy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 2PR","cafe","","Coffee Corner","10289485880","-4.481133","54.152571","IM","Finch Road","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","coffee_shop","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 5EW","","","Exit Strategy","10289949130","-4.498107","54.151241","","Peel Road","","https://exitstrategy.im/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","escape_game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laxey","","","IM4 7BQ","","https://www.facebook.com/thegranitecentre/","The Granite Centre","10297500669","-4.404273","54.230149","","New Road","","","37","","","The Laxey Kitchen Co.","","","","","","","","","","","","","","","","","","","","","","","","","kitchen","","","","","","","","","","","","","","","","","","","","","https://thelaxeykitchenco.im/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laxey","Alexander Buildings","","IM4 7BQ","","","Nicola Bowker & Co","10297500670","-4.404178","54.230099","","New Road","","https://www.nicolabowker.co.uk","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","accountant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laxey","","","IM4 7BQ","dentist","","Laxey Dental Surgery","10297500671","-4.404022","54.229992","","New Road","dentist","https://www.laxeydental.co.uk","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ramsey","","Gladstone Park Industrial Estate","IM8 2LA","car_wash","https://www.facebook.com/ramseyvehiclevaleting/","Ramsey Vehicle Valeting","10298618525","-4.395107","54.322938","IM","","","","","","","","","","","","","note","","","","","","","","","","","","","","","","","","","","+44 7624 461198","","","","","","","","","","","","","","","","","","","","","","https://www.instagram.com/ramsey_vehicle_valeting","","","3a","","","","","","","","","","","","","","rvv@manx.net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ramsey","","","IM8 2LG","","","Haldane Fisher Building Merchants","10298654508","-4.388423","54.323975","","Riverside Industrial Estate","","https://www.haldane-fisher.com/iom/","","","","","","","","","","Bing","","","","","","","","","","Haldane Fisher Building Merchants","","","","","","","","","hardware","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ramsey","","","IM8 2LG","","","Westminster Car Restorations","10298696213","-4.389266","54.323986","","Riverside Industrial Estate","","https://www.wcr.co.im/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","car_repair","","","","","","","","","","","","","","","","","","","","","","","","","","4A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ramsey","","","IM8 1LH","","","Drop Inn Kids","10598603548","-4.378647","54.319675","","Waterloo Road","","https://dropinn.net/place/isle-of-man-kids-shop","45","","","","","","","","","streetside","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","charity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","The Old Courthouse","","IM1 1LD","bar","","The Courthouse","10618502535","-4.48162","54.14939","IM","Athol Street","","http://www.the-courthouse.com","","","","","","","","","","Isle of Man Government aerial imagery (2001);Bing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IM1 1LD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","The Old Courthouse","","IM1 1LD","","","Deloitte","10618502536","-4.481683","54.149352","IM","Athol Street","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deloitte","Q491748","","","","","","","","","","","","","","","","","","","consulting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
