Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/00852/B,Removal of existing window to side elevation,14-Sep-20,Head of Development Management,19 Close Corneil Port Erin Isle Of Man IM9 6BN
Permitted,20/00855/B,Erection of first floor extension above garage,14-Sep-20,Head of Development Management,2 Cardle Cottages Corony Ramsey Isle Of Man IM7 1ES 
Permitted,20/00856/B,"Alterations, erection of extension and additional use of residential dwelling (class 3.3) as tourist living accommodation (class 3.6)",14-Sep-20,Head of Development Management,Heather Cottage 15 Lime Street Port St. Mary Isle Of Man IM9 5EF 
Permitted,20/00857/B,Installation of replacement windows and roof lights and installation of two glass Juliet balconies to rear elevation,09-Oct-20,Principal Planner - South (SC),Rose Villa 7 Peveril Road Peel Isle Of Man IM5 1NU
Permitted,20/00858/B,Attic conversion to dwelling involving the installation of a dormer window,09-Oct-20,Principal Planner- North (CB),24 Linden Gardens Douglas Isle Of Man IM2 6AB 
Permitted,20/00859/B,Infilling of land and extension of residential curtilage,06-Nov-20,Head of Development Management,4 Cronk Gennal Minorca Hill Laxey Isle Of Man IM4 7EB 
Permitted,20/00860/B,Creation of two residential dwellings with associated garages from existing four terraced dwellings,11-Nov-20,Head of Development Management,1 - 4 Cronk Gennal Minorca Hill Laxey Isle Of Man IM4 7EB 
Permitted,20/00862/B,Installation of replacement windows and doors,14-Sep-20,Principal Planner - South (SC),21 Mill Street Castletown Isle Of Man IM9 1AG
Permitted,20/00863/B,Installation of replacement windows and doors,14-Sep-20,Principal Planner - South (SC),5 Arbory Street Castletown Isle Of Man IM9 1LH
Permitted,20/00864/B,Erection of replacement sun room extension,14-Sep-20,Head of Development Management,Brundal House Glen Roy Laxey Isle Of Man IM4 7QD 
Permitted,20/00865/B,Installation of replacement windows and doors,14-Sep-20,Principal Planner - South (SC),87 Malew Street Castletown Isle Of Man IM9 1LX 
Permitted,20/00866/B,Installation of replacement windows,24-Sep-20,Principal Planner- North (CB),Carrick Rooms Bay View Road Port St. Mary Isle Of Man IM9 5AE 
Permitted,20/00867/B,"Alterations and erection of extension including provision of a raised patio area, removal of chimney stack and installation of a flue",26-Oct-20,Principal Planner - South (SC),Ballachrink Lodge Glen Mooar Road St Johns Isle Of Man IM4 3AG
Permitted,20/00868/B,"Alterations, erection of first floor extension, formation of bay windows and installation of replacement glass balustrade",02-Oct-20,Head of Development Management,Ca' D' Zan The Downs Union Mills Isle Of Man IM4 4NQ
Permitted,20/00869/B,Erection of three dwellings with associated garages,15-Dec-20,Principal Planner- North (CB),Cliff Villas Former Site Of Cliff Lodge Switzerland Road Douglas Isle Of Man  
Permitted,20/00870/B,Re roofing of flat roof of rear outlet and installation of rear bi-folding doors,14-Sep-20,Head of Development Management,Sekondi 12 Victoria Road Castletown Isle Of Man IM9 1EW
Refused,20/00871/B,Erection of extension to rear elevation,26-Oct-20,Principal Planner - South (SC),Fairhaven 10 Mountain View Peel Isle Of Man IM5 1QD
Permitted,20/00872/B,Installation of retaining walls and creation of a turning space and additional parking,09-Oct-20,Principal Planner- North (CB),Thie My Chree Ballajora Ramsey Isle Of Man IM7 1BL 
Permitted,20/00873/C,Change of use from an office (class 2.1) to a residential dwelling (class 3.3),03-Nov-20,Planning Committee,8 Mount Pleasant Douglas Isle Of Man IM1 2PU
Permitted,20/00874/B,Alterations to existing windows and doors,02-Oct-20,Principal Planner - South (SC),1 Ballaglonney Close Crosby Isle Of Man IM4 2DH
Certificate of Lawfulness AGREED,20/00875/LAW,Certificate of lawful development for the installation of replacement roof tiles,14-Sep-20,Head of Development Management,77 Cronk Drean Douglas Isle Of Man IM2 6AS
Refused,20/00876/B,Creation of a driveway and vehicular access,02-Oct-20,Head of Development Management,7 Laureston Grove Douglas Isle Of Man IM2 4BG
Permitted,20/00877/B,Installation of replacement windows to existing dormer window,26-Oct-20,Principal Planner- North (CB),Brookdale 8 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,20/00878/B,Installation of a satellite dish to front elevation,06-Nov-20,Principal Planner - South (SC),32 Glenfaba Road Peel Isle Of Man IM5 1BX
Permitted,20/00879/B,Erection of an extension to dwelling,06-Oct-20,Principal Planner - South (SC),11 Poplar Road Douglas Isle Of Man IM2 4AS 
Permitted,20/00880/B,Creation of a fire door to rear elevation and additional use of second floor rooms as tourist living accommodation,30-Nov-20,Planning Committee,Knock Rushen House Scarlett Castletown Isle Of Man IM9 1TA 
Permitted,20/00881/B,Replacement of two windows with a bi-folding door,06-Oct-20,Principal Planner - South (SC),6 Ballamurphie Park Glen Vine Isle Of Man IM4 4HY 
Permitted,20/00882/B,Installation of a replacement slate roof and lead work around dormer window (retrospective),08-Oct-20,Principal Planner- North (CB),38 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,20/00883/B,"Alterations and erection of link, single and double storey extensions",24-Sep-20,Head of Development Management,Thie Spooyt Dreemskerry Ramsey Isle Of Man IM7 1BF 
Permitted,20/00885/B,Installation of a replacement balcony,06-Oct-20,Principal Planner- North (CB),Seaward Bridge Street Castletown Isle Of Man IM9 1AX
Permitted,20/00886/B,Alterations and erection of sun room extension,08-Oct-20,Head of Development Management,Kilkenny Cottage Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG 
Permitted,20/00887/B,Alterations and erection of extension to provide a quadruple garage,20-Oct-20,Principal Planner - South (SC),Lleany Voar Ballaquane Road Peel Isle Of Man IM5 1PS
Permitted,20/00888/MCH,"Minor changes application to PA 19/00588/B involving change from flat roof to pitched, cladding and window alteration",04-Sep-20,Head of Development Management,Brown Roofs Ballakillowey Road Colby Isle Of Man IM9 4BN
Permitted,20/00889/B,Alterations to existing door and window and erection of extension,20-Oct-20,Principal Planner - South (SC),7 Mull View Kirk Michael Isle Of Man IM6 1AQ
Permitted,20/00890/B,"Installation of new window, french doors and balustrade",22-Sep-20,Planning Committee,Honey Hey Highfield Drive Baldrine Isle Of Man IM4 6EE
Permitted,20/00891/B,Creation of new window to rear and alterations to existing windows to form single window,06-Oct-20,Principal Planner - South (SC),Little Mount Top Road Crosby Isle Of Man IM4 4HL
Permitted,20/00892/B,Creation of vehicular access and off road parking,06-Oct-20,Head of Development Management,Dring Cottage Saint Marys Road Port Erin Isle Of Man IM9 6JJ
Permitted,20/00893/B,Erection of single storey extension,16-Oct-20,Principal Planner- North (CB),7 Vicarage Park Douglas Isle Of Man IM2 2QB 
Permitted,20/00894/A,Approval in principle for the erection of a dwelling,12-Oct-20,Planning Committee,Land North West Of Ballaragh Old Farmhouse Ballaragh Laxey Isle Of Man  
Permitted,20/00895/B,Retrospective application for rooflight arrangement,06-Oct-20,Planning Committee,8 Fort William Head Road Douglas Isle Of Man IM1 5BQ 
Permitted,20/00896/B,"Installation of replacement windows, doors and fence",30-Oct-20,Principal Planner- North (CB),3 Bridge Road Ballasalla Isle Of Man IM9 3DA
Permitted,20/00897/CON,Registered Building consent for alterations to existing internal doors Registered Building Nos. 185,09-Oct-20,Principal Planner - Enf (AM),King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Permitted,20/00898/C,Conversion of tourist accommodation to residential accommodation,23-Nov-20,Principal Planner- North (CB),7 The Esplanade Central Promenade Douglas Isle Of Man IM2 4LR 
Permitted,20/00899/B,Erection of an extension to rear elevation,07-Oct-20,Principal Planner- North (CB),2 Endfield Avenue Port St. Mary Isle Of Man IM9 5EW
Permitted,20/00900/B,Erection of a dwelling (amendment to PA 19/00137/B),09-Oct-20,Principal Planner- North (CB),10 Quayle Close (plot A75) Reayrt Mie Ballasalla Isle Of Man IM9 2BA 
Permitted,20/00901/CON,Registered Building consent for removal of six pews (RB 248),09-Oct-20,Principal Planner - Enf (AM),St Michaels Church Main Road Kirk Michael Isle Of Man IM6 1ER 
Permitted,20/00902/C,Change of use from retail to residential,18-Nov-20,Planning Committee,Central Stores Station Road St Johns Isle Of Man IM4 3AH
Permitted,20/00904/D,Installation of window vinyl signage,07-Oct-20,Principal Planner- North (CB),The Veterinary Surgery Strand Road Port Erin Isle Of Man IM9 6HE
Permitted,20/00905/C,Additional use of detached ancillary accommodation as tourist accommodation,09-Oct-20,Principal Planner- North (CB),11 Links View Onchan Isle Of Man IM3 2AW
Permitted,20/00906/B,"Removal of condition four of PA 19/01449/C, Change of use to include use classes 2, 3, 4, 5 (excluding light industrial), and 6, concerning the users of the site, number of activities which can take place and the number of days the site can be used",05-Nov-20,Planning Committee,Mountain View Innovation Centre Jurby Road Ramsey Isle Of Man IM7 2DZ 
Certificate of Lawfulness DECLINED,20/00907/LAW, Application for certificate of Lawful Use of existing detached garage as ancillary living accommodation,09-Oct-20,Principal Planner- North (CB),The Lodge Ballaquaggan Farm Douglas Road Ballasalla Isle Of Man IM9 3AD 
Refused,20/00908/C,Additional use of car park for siting of food catering van,20-Oct-20,Planning Committee,Ginger Hall Hotel Ballamanagh Road Sulby Isle Of Man IM7 2HB
Permitted,20/00909/C,Additional use of residence as brewery business and distributor to public houses,03-Nov-20,Planning Committee,Lough Ned Oak Hill Port Soderick Isle Of Man IM4 1AN
Permitted,20/00910/CON,Registered Building consent for the demolition of outbuilding,18-Nov-20,Principal Planner- North (CB),Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE
Permitted,20/00911/B,Installation of replacement windows and back door,19-Oct-20,Principal Planner - South (SC),5 Duke Street Peel Isle Of Man IM5 1NG
Permitted,20/00912/B,Erection of an extension to side elevation and installation of a dormer window,09-Oct-20,Principal Planner- North (CB),31 Wybourn Drive Onchan Isle Of Man IM3 4AT
Certificate of Lawfulness AGREED,20/00913/LAW,Application for certificate of Lawful Use of existing property as a residential dwelling,26-Oct-20,Principal Planner - South (SC),Ballaleigh Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ
Permitted,20/00914/B,Creation of garage door to rear boundary wall,07-Oct-20,Principal Planner- North (CB),13 Queens Terrace Douglas Isle Of Man IM1 4BZ
Permitted,20/00915/B,Erection of an extension to rear elevation,13-Oct-20,Principal Planner - South (SC),1 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,20/00916/B,"Demolition and erection of replacement roof plant room, installation of entrance canopies and installation of replacement windows and street level metal railings",07-Oct-20,Principal Planner- North (CB),"Clinches Court Development North Quay, Bank Hill & Lord Street Douglas Isle Of Man IM1 4LJ"
Permitted,20/00917/CON,Registered Building consent for the demolition of roof plant room (in connection with PA 20/00916/B),07-Oct-20,Principal Planner- North (CB),"Clinches Court Development North Quay, Bank Hill & Lord Street Douglas Isle Of Man IM1 4LJ"
Permitted,20/00918/B,Creation of French doors from an existing window to front elevation (retrospective),07-Oct-20,Head of Development Management,Blair Athol The Promenade Port St. Mary Isle Of Man IM9 5DB
Permitted,20/00919/B,Installation of replacement front door and fanlight,07-Oct-20,Principal Planner- North (CB),10 Wesley Terrace Douglas Isle Of Man IM1 3HF
Permitted,20/00920/B,"Landscaping works, erection of feature totems and feature lighting",05-Nov-20,Head of Development Management,Jurby Ind Estate Jurby Industrial Estate Jurby Isle Of Man  
Permitted,20/00921/D,Erection of illuminated totem entrance signs and non-illuminated directory signs and building numbering signs,05-Nov-20,Head of Development Management,Jurby Ind Estate Jurby Industrial Estate Jurby Isle Of Man  
Permitted,20/00923/B,Erection of three dwellings (amendment to PA 19/00137/B),13-Oct-20,Principal Planner - South (SC),"11 , 12 & 13 Mylchreest Drive (plots A47, A48 & A49) Reayrt Mie Ballasalla Isle Of Man IM9 2BB "
Refused,20/00924/B,Erection of a detached garage,16-Oct-20,Principal Planner- North (CB),72 Ard Reayrt Laxey Isle Of Man IM4 7QQ 
Department Application,20/00925/B,Additional use of existing fish processing plant as retail (class 1.1),11-Dec-20,Department Application,Unit 5 Isle Of Man Food Park Mill Road Peel Isle Of Man IM5 1TD 
Permitted,20/00926/B,Replacement of existing conservatory to front elevation,19-Oct-20,Principal Planner - South (SC),13 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND 
Permitted,20/00927/C,Additional use of residence as tourist accommodation,05-Oct-20,Principal Planner- North (CB),Seabank Cottage Port E Vullen Ramsey Isle Of Man IM7 1AP 
Department Application,20/00928/B,Creation of an entrance lobby and creation of an additional window to East elevation,12-Nov-20,Department Application,Knockaloe Farm DEFA Training Centre Patrick Village Isle Of Man IM5 3AJ 
Permitted,20/00929/B,Erection of extension and detached garage / store,18-Nov-20,Planning Committee,Ballagarraghyn Beg Coast Road Jurby Isle Of Man IM7 3ET 
Permitted,20/00930/B,Erection of an extension to existing store to provide an electrical services room,03-Dec-20,Principal Planner - Enf (AM),Ballawhane Farm Leodest Road Andreas Isle Of Man IM7 3EG
Permitted,20/00931/B,"Erection of three detached dwellings with integral garage with associated landscaping, drainage and access (amendments to PA 20/00336/B)",20-Oct-20,Planning Committee,Field 321270 Park Close Glen Vine Isle Of Man  
Permitted,20/00934/B,Erection of an extension to East elevation,07-Oct-20,Head of Development Management,Landrace Bungalow Braust Andreas Isle Of Man IM7 4ES
Permitted,20/00935/B,Door / window alterations to dwelling,05-Oct-20,Principal Planner- North (CB),6 Kella Close Sulby Isle Of Man IM7 2HQ
Permitted,20/00936/B,Replacement of door and window with sliding doors,07-Oct-20,Principal Planner - Enf (AM),7 Lyndale Avenue Peel Isle Of Man IM5 1JY
Permitted,20/00937/C,Additional use of residential (class 3.3) as tourist living accommodation (class 3.6),26-Oct-20,Head of Development Management,Glen Moar Tea Room Cottages 1 & 2 Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN 
Permitted,20/00938/B,Extension of residential curtilage and erection of a detached garage,20-Oct-20,Planning Committee,Part Field 430890 & Edd Beg Kerrowkeil Road Grenaby Ballasalla Isle Of Man  
Refused,20/00939/B,Removal of a chimney and formation of a new window,06-Nov-20,Head of Development Management,The Haven Fort Island Road Derbyhaven Isle Of Man IM9 1TZ
Permitted,20/00941/LAW,Certificate of lawful development for the installation of replacement roof tiles,07-Oct-20,Head of Development Management,Belmore The Crescent Baldrine Isle Of Man IM4 6DY
Permitted,20/00942/LAW,Certificate of lawful development for the erection of a lean to shed,09-Oct-20,Principal Planner- North (CB),Lawson Croft The Lhen Andreas Isle Of Man IM7 3EH 
Permitted,20/00943/B,Erection of a detached garden shed (retrospective),13-Oct-20,Principal Planner - South (SC),88 Ballacriy Park Colby Isle Of Man IM9 4LZ
Refused,20/00944/B,Removal of existing sod bank and replace with fencing or partial removal of existing sod bank and installation of a retaining wall,27-Oct-20,Principal Planner- North (CB),59 Clybane Rise Douglas Isle Of Man IM2 2LX
Permitted,20/00945/C,Additional use of public house and restaurant (class 1.3) as retail (class 1.1),18-Nov-20,Head of Development Management,Tynwald Hill Inn Main Road St Johns Isle Of Man IM4 3NA 
Permitted,20/00946/B,Erection of a porch and erection of a two storey extension to dwelling,30-Oct-20,Principal Planner - South (SC),Miranda Cottage Main Road Colby Isle Of Man IM9 4AD
Permitted,20/00947/B,Erection of single storey extension and installation of a first floor juliette balcony,30-Oct-20,Principal Planner- North (CB),4 The Church View Braddan Douglas Isle Of Man IM4 4TF
Permitted,20/00948/B,Erection of a single storey extension,05-Nov-20,Principal Planner- North (CB),11 Ormly Avenue Ramsey Isle Of Man IM8 3LF
Permitted,20/00949/B,"Installation of replacement windows, front door, roof and installation of rooflights",26-Oct-20,Principal Planner- North (CB),1 Cannells Lane Ramsey Isle Of Man IM8 1JR
Permitted,20/00950/B,Replacement of existing conservatory with sunroom extension and installation of juliette balcony,07-Oct-20,Head of Development Management,15 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT
Permitted,20/00951/B,Installation of electric vehicle charge points,13-Oct-20,Head of Development Management,Section Of Loch Promenade  Adjacent To Nos 26-34 Douglas Isle Of Man 
Permitted,20/00952/B,Installation of electric vehicle charge points,14-Oct-20,Head of Development Management,Section Of Queens Promenade Adjacent To Pump Station And Gardens Queens Promenade Douglas Isle Of Man  
Permitted,20/00953/B,Installation of electric vehicle charge points,14-Oct-20,Head of Development Management,"Section Of Loch Promenade Adjacent To Falcon Apartments, 57 - 60 Loch Promenade & Rochester Court Douglas Isle Of Man  "
Permitted,20/00954/B,Installation of electric vehicle charge points,14-Oct-20,Head of Development Management,Section Of Queens Promenade  Adjacent To Strathallan Slip Road Queens Promenade Douglas Isle Of Man  
Permitted,20/00955/B,Installation of electric vehicle charge points,14-Oct-20,Head of Development Management,Section Of Central Promenade Adjacent To Spectrum Apartments Central Promenade Douglas Isle Of Man  
Permitted,20/00956/B,Erection of replacement detached dwelling and creation of replacement vehicular access and driveway,01-Dec-20,Planning Committee,Honeycot Barrule Road Foxdale Isle Of Man IM4 3ES
Permitted,20/00957/B,Erection of a summerhouse,08-Oct-20,Head of Development Management,Ballakeylley Main Road Glen Vine Isle Of Man IM4 4AZ 
Refused,20/00958/B,Erection of a detached building to provide staff facilities,08-Oct-20,Head of Development Management,St Johns Steel Services Mines Road Foxdale Isle Of Man IM4 3EX 
Permitted,20/00959/B,Creation of a first floor window to side elevation,09-Oct-20,Head of Development Management,28 Vicarage Park Douglas Isle Of Man IM2 2QD 
Permitted,20/00960/B,Replacement of existing masonry parapet with UPVC facia,09-Oct-20,Principal Planner- North (CB),Hillside Main Road Colby Isle Of Man IM9 4AE
Permitted,20/00961/C,Change of use of garage for the running of a personal training business,20-Oct-20,Planning Committee,9 The Abbey Woods Douglas Isle Of Man IM2 5PL
Permitted,20/00962/B,"Alterations and erection of rear extension, dormers and patio doors",05-Nov-20,Principal Planner - South (SC),Thie Hibbin 2 Bowling Green Road Castletown Isle Of Man IM9 1EA
Permitted,20/00963/B,Erection of an extension to rear of existing garage to provide storage rooms,09-Oct-20,Principal Planner- North (CB),Cara Mie Lezayre Road Ramsey Isle Of Man IM8 2TD 
Permitted,20/00964/B,Erection of sunroom extension,12-Oct-20,Head of Development Management,15 Queens Drive West Ramsey Isle Of Man IM8 2JB 
Permitted,20/00965/B,Alterations and erection of extension to side elevation linking dwelling to detached garage and erection of dormer to rear elevation,09-Oct-20,Head of Development Management,Meadow View Cranstal Road Bride Isle Of Man IM7 4BN
Permitted,20/00966/B,Erection of a single storey extension,18-Nov-20,Principal Planner- North (CB),70 Ballamaddrell Port Erin Isle Of Man IM9 6AZ
Refused,20/00967/C,Change of use from Public House (class 1.3) to residential property (class 3.3),28-Oct-20,Principal Planner- North (CB),Liverpool Arms Main Road Baldrine Isle Of Man IM4 6AE
Permitted,20/00968/B,"Alterations, erection of extension, raising of garage roof and widening of vehicular access",05-Nov-20,Principal Planner - South (SC),Silver Birches Moaney Road Santon Isle Of Man IM4 1HY
Permitted,20/00969/B,Extension of existing dormer window to front elevation,20-Oct-20,Principal Planner- North (CB),Sunrise Linden Avenue Port St. Mary Isle Of Man IM9 5ER
Permitted,20/00970/B,Installation of replacement windows,09-Oct-20,Principal Planner - South (SC),Flat 3   71 Bucks Road Douglas Isle Of Man IM1 3EF
Permitted,20/00971/B,"Alterations, erection of extension, installation of a replacement roof and removal of a chimney stack",09-Oct-20,Head of Development Management,Two Ways 21 Groudle Road Onchan Isle Of Man IM3 2EH
Permitted,20/00972/B,Erection of an extension to the old stables apartment with roof terrace above and erection of a detached summerhouse with associated flue,19-Nov-20,Planning Committee,The Old Vicarage Barracks Road Port St. Mary Isle Of Man IM9 5LP
Permitted,20/00973/MCH,Minor Changes application to PA19/01149/B involving removal of lower ground floor extension,07-Oct-20,Head of Development Management,Garth Cottage Ballaragh Road Laxey Isle Of Man IM4 7PH
Permitted,20/00974/B,Alterations and erection of extension,09-Oct-20,Head of Development Management,17 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT
Permitted,20/00975/C,Additional use of office (class 1.2) as a residential dwelling (class 3.3),20-Oct-20,Planning Committee,Southgate House 89 Circular Road Douglas Isle Of Man IM1 1AF 
Permitted,20/00976/B,Conversion of barn to a residential property,18-Nov-20,Planning Committee,Ballaskeddan Barn Fort Island Road Derbyhaven Isle Of Man IM9 1TZ 
Permitted,20/00977/B,Erection of stables,06-Nov-20,Principal Planner- North (CB),Top Half Of Field 214284 And Part Field 214285 Bretney  / Jurby East Road Jurby Isle Of Man IM7 3ES 
Permitted,20/00978/B,Raise roof of dwelling and installation of a dormer window to South West elevation,04-Dec-20,Principal Planner- North (CB),11 Queens Drive Peel Isle Of Man IM5 1BH
Permitted,20/00979/B,"Replacement of conservatory with a utility room, window / door alterations and installation of raised decking / paving to existing rear yard",26-Oct-20,Head of Development Management,39 Hawarden Avenue Douglas Isle Of Man IM1 4BW
Permitted,20/00980/MCH,Minor Changes application to PA 19/00328/B involving repositioning of doors and parking spaces,07-Oct-20,Head of Development Management,Recycling Compound Kewaigue Douglas Isle Of Man  
Permitted,20/00981/B,Erection of an extension to rear elevation,04-Nov-20,Principal Planner- North (CB),3 Hollydene Avenue Onchan Isle Of Man IM3 3HB
Permitted,20/00982/C,Use of building as a guest house,18-Nov-20,Planning Committee,5 Castlemona Avenue Douglas Isle Of Man IM2 4EA
Refused,20/00983/B,Creation of a vehicular access and off road parking,26-Oct-20,Principal Planner- North (CB),21 West View Peel Isle Of Man IM5 1DL
Certificate of Lawfulness DECLINED,20/00984/LAW,Certificate of lawful development for the erection of raised decking,05-Nov-20,Principal Planner - South (SC),62 Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EW
Permitted,20/00985/C,Additional use of residential property (class 3.3) as self-catering  accommodation (class 3.6),20-Oct-20,Planning Committee,13 Willow Terrace Douglas Isle Of Man IM1 3HA
Permitted,20/00987/B,Demolition of existing structure and erection of replacement stone wall,26-Oct-20,Head of Development Management,Laxey Depot - Eng Works Ellerslie Glen Road Laxey Isle Of Man IM4 2HA 
Permitted,20/00988/CON,Registered Building Consent for the demolition elements of application 20/00987/B,26-Oct-20,Head of Development Management,Laxey Depot - Eng Works Ellerslie Glen Road Laxey Isle Of Man IM4 2HA 
Permitted,20/00989/B,Erection of a dwelling with integral garage (In association with 20/00990/CON),03-Nov-20,Planning Committee,Site Of Former Dwelling Adjacent To 22 Shore Road Underway Port St. Mary Isle Of Man  
Permitted,20/00990/CON,Registered building consent for erection of a dwelling with integral garage to be attached to (In association with 20/00989/B) Registered Building Nos. 203,03-Nov-20,Planning Committee,22 Shore Road Underway Port St. Mary Isle Of Man IM9 5DX 
Permitted,20/00991/B,Erection of an extension to provide ancillary living accommodation,03-Nov-20,Planning Committee,Ballalona Farm Ronague Road Ronague Castletown Isle Of Man IM9 4HG 
Permitted,20/00992/B,Erection of a bronze frieze mounted on a concrete plinth,05-Nov-20,Principal Planner - South (SC),Land South Of Limekilns / The Smelt Fort Island Road Derbyhaven Isle Of Man IM9 1TZ
Permitted,20/00993/C,Additional use of residential ground floor flat (class 3.4) as tourist living accommodation (class 3.6),20-Oct-20,Planning Committee,2 York Road Douglas Isle Of Man IM2 3BW
Permitted,20/00994/B,Erection of an extension to rear elevation,06-Nov-20,Principal Planner - South (SC),66 Ballamaddrell Port Erin Isle Of Man IM9 6BA
Permitted,20/00996/C,"Levelling of site, erection of wall up to 1.5M and laying of hardcore hardstanding.",18-Dec-20,Head of Development Management,Pound Lane Depot Castletown Road Port St. Mary Isle Of Man IM9 5LT
Permitted,20/00998/B,"Window / door alterations, rasing and alteration to roofs and removal of a chimney",14-Oct-20,Head of Development Management,Ballachrine Farm Church Road Santon Isle Of Man IM4 1EZ
Permitted,20/00999/B,Erection of an extension to rear elevation and removal of a chimney stack,26-Oct-20,Principal Planner - South (SC),11 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ
Permitted,20/01000/B,Erection of a garage extension,09-Nov-20,Principal Planner- North (CB),Glen Darragh Mill Braaid Road Glen Vine Isle Of Man IM4 2AS 
Permitted,20/01003/B,Installation of replacement windows to front elevation,26-Oct-20,Principal Planner- North (CB),13 Mount Havelock Douglas Isle Of Man IM1 2QG 
Refused,20/01004/A,Approval in principle for the erection of a dwelling and garage addressing siting and means of access,07-Dec-20,Planning Committee,Land Opposite Kidborough House And South West Of Eaglehurst Belmont Hill Douglas Isle Of Man IM1 4NY 
Permitted,20/01005/B,Erection of an extension and relocation of front porch doorway,26-Oct-20,Principal Planner - South (SC),30 Ballacriy Park Colby Isle Of Man IM9 4LU
Permitted,20/01006/B,Installation of replacement front door,14-Oct-20,Principal Planner - South (SC),17 Athol Terrace Castletown Isle Of Man IM9 1AL
Permitted,20/01007/C,Change of use of commercial property with flat above to a residential dwelling (class 3.3),26-Oct-20,Principal Planner- North (CB),8  / 8A Central Drive Onchan Isle Of Man IM3 1EU
Permitted,20/01008/B,Erection of a single storey extension,14-Oct-20,Head of Development Management,7 Campion Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GD 
Permitted,20/01009/B,Alterations and erection of extensions to front elevation and first floor extension to side elevation,26-Oct-20,Principal Planner- North (CB),Tradewinds 11 Manor Park Onchan Isle Of Man IM3 2EW
Permitted,20/01011/B,Installation of two roof lights,26-Oct-20,Principal Planner- North (CB),Thie N Lhargee Rencell Laxey Isle Of Man IM4 7BN 
Permitted,20/01012/B,Widening of existing vehicle access and creation of hardstanding,05-Nov-20,Principal Planner - South (SC),10 Ballachrink Colby Isle Of Man IM9 4PB
Permitted,20/01013/B,Installation of a glazed unit to replace existing windows and doors to front elevation,14-Oct-20,Head of Development Management,Cottage Close Chairn St Judes Road Sulby Isle Of Man IM7 2ES
Permitted,20/01014/B,Alterations and erection of an extension (in association with PA 20/00910/CON),18-Nov-20,Principal Planner- North (CB),Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE
Permitted,20/01015/CON,Registered Building consent for the installation of replacement antenna (Registered Building Nos. 214),26-Oct-20,Principal Planner- North (CB),Albert Tower Ramsey Isle Of Man  
Permitted,20/01016/B,Alterations to lower height of existing chimney stack,26-Oct-20,Principal Planner- North (CB),Regent House Upper Cronk Orry Laxey Isle Of Man IM4 7QR 
Permitted,20/01017/B,Erection of a detached summerhouse with associated chimney and alteration to driveway and vehicular access,05-Nov-20,Principal Planner - South (SC),Kelburn Douglas Road Ballasalla Isle Of Man IM9 2ER 
Permitted,20/01018/B,Alterations and extension to sun room,06-Nov-20,Principal Planner- North (CB),Kapsigeri Croit E Quill Road Laxey Isle Of Man IM4 7JG
Application Withdrawn,20/01019/B,Erection of a detached building to store privately owned motor vehicles,20-Oct-20,Withdrawn,The Paddocks Jurby Industrial Estate Jurby Isle Of Man IM7 3BD 
Application Withdrawn,20/01020/B,"Erection of extension to front elevation, erection of detached garage, alterations to existing private lane",19-Nov-20,Withdrawn,Rose Cottage Ballafreer Lane Union Mills Isle Of Man IM4 4AS 
Permitted,20/01021/MCH,Minor Changes application to PA 19/01396/B involving plots 1 & 2 to increase length of driveway and provide additional landscape to frontage,06-Oct-20,Head of Development Management,Ballagarey Nurseries Greeba Avenue Glen Vine Isle Of Man IM4 4ED
Permitted,20/01022/GB,Installation of replacement windows and doors (in association with 20/01023/CON),07-Dec-20,Principal Planner - South (SC),Harbour View 31 Castle Street Peel Isle Of Man IM5 1AL
Permitted,20/01023/CON,Registered Building consent for the installation of replacement windows and doors (in association with 20/01022/GB) Registered Building Nos. 104,07-Dec-20,Principal Planner - South (SC),Harbour View 31 Castle Street Peel Isle Of Man IM5 1AL
Permitted,20/01024/C,Change of use from retail (class 1.1) to food and drink (class 1.3),13-Nov-20,Principal Planner - South (SC),Small Retail Unit Adjacent To Main Retail Unit Crosby Meadow Estate Peel Road Crosby Isle Of Man  
Permitted,20/01025/B,"Removal of existing dwelling and erection of seven detached dwellings with associated drainage, landscaping and highway works",11-Nov-20,Head of Development Management,"Residential Curtilage Of Knock-E-Tholt And Parts Of Gardens Of Adjacent Dwellings Court Hey, Ty Hesq & Westlands Douglas Road Kirk Michael Isle Of Man "
Permitted,20/01026/B,Erection of home exercise studio,05-Nov-20,Principal Planner - South (SC),Rockaway Costain Close Colby Isle Of Man IM9 4NZ
