Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,21/00691/C,Change of use of ground floor office space to residential living space,10-Aug-21,Principal Planner- North (CB),Brookdale Parliament Square Ramsey Isle Of Man IM8 1AH 
Permitted,21/00692/B,Installation of replacement windows and doors,16-Jul-21,Principal Planner- North (CB),New Manila Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH 
Permitted,21/00695/B,Alterations and erection of a single storey extension and detached garage with roof mounted solar panels,10-Sep-21,Head of Development Management,Kitani Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,21/00696/C,Change of use from office to a gaming/entertainment lounge,05-Oct-21,Principal Planner - South (JS),2 - 4 Peel Street Ramsey Isle Of Man IM8 1JH
Permitted,21/00697/B,Widening of existing second floor doorway to balcony and replacement of existing steel balustrading with toughened glass,11-Aug-21,Principal Planner - South (JS),Exchange House 5 Athol Street Port St. Mary Isle Of Man IM9 5DS
Permitted,21/00698/B,"Alterations including removal of chimney stack, demolition of existing porch, roof pitch, and installation of roof dormer",11-Aug-21,Head of Development Management,1 Thirlmere Avenue Onchan Isle Of Man IM3 2DR
Permitted,21/00700/B,Erection of front porch extension and erection of single storey rear extension,11-Aug-21,Head of Development Management,Little Garey Glen Tramman Ramsey Isle Of Man IM7 2AP 
Permitted,21/00701/MCH,Minor Change application to PA 19/01148/B involving rendering works to existing chimney stacks,14-Jul-21,Principal Planner- North (CB),Silver Howe 44 Ballanard Road Douglas Isle Of Man IM2 5HE
Refused,21/00703/C,Change of use of domestic garages to individual garage units,11-Aug-21,Planning Committee,The Elms Lezayre Road Ramsey Isle Of Man  
Permitted,21/00704/B,Erection of single storey ground floor extension erection of first floor extension over existing garage,03-Sep-21,Principal Planner - South (JS),Vaujany Clanna Road Braaid Isle Of Man IM4 2HW 
Permitted,21/00705/B,Installation of replacement windows and door to front elevation,26-Aug-21,Principal Planner - South (JS),11 Bank Street Castletown Isle Of Man IM9 1AT 
Permitted,21/00706/B,Replacement of existing rooflights to front elevation with dormer and replacement of existing dormer to rear elevation,03-Aug-21,Principal Planner - South (JS),10 Strathallan Crescent Douglas Isle Of Man IM2 4NR
Application Withdrawn,21/00707/CON,Registered Building consent for demolition elements to PA 21/00698/B,02-Jul-21,Withdrawn,1 Thirlmere Avenue Onchan Isle Of Man IM3 2DR
Permitted,21/00708/B,Installation of an ATM machine into the existing retail unit,25-Aug-21,Head of Development Management,Retail Unit Crosby Meadow Estate Peel Road Crosby Isle Of Man IM4 2EE 
Permitted,21/00710/B,Erection of an extension to rear elevation,10-Nov-21,Principal Planner- North (CB),Orry's Mount Grenaby Road Dogmills Ramsey Isle Of Man IM7 4AN
Permitted,21/00711/B,Creation of pedestrian crossing,09-Sep-21,Head of Development Management,Section Of Road Near Roundabout Victoria Road Castletown Isle Of Man  
Application Withdrawn,21/00712/B,Erection of extension to rear elevation and erection of detached garden room,23-Sep-21,Withdrawn,Ballakinnag House Shore Road Ballaugh Isle Of Man IM7 5AZ 
Permitted,21/00715/B,Installation of replacement windows and door to front elevation,30-Jul-21,Principal Planner- North (CB),Cranford 116 Woodbourne Road Douglas Isle Of Man IM2 3BA
Permitted,21/00716/B,Alterations and erection of a replacement extension to side elevation,08-Sep-21,Principal Planner- North (CB),41 Howe Road Onchan Isle Of Man IM3 2AZ
Permitted,21/00718/B,Alterations and replacement of existing conservatory with a single storey extension,15-Dec-21,Head of Development Management,Avonmore Main Road Kirk Michael Isle Of Man IM6 1ER
Application Withdrawn,21/00719/CON,Registered Building consent for demolition elements to PA 21/00671/B,12-Jul-21,Withdrawn,9 Third Avenue Onchan Isle Of Man IM3 4LZ
Permitted,21/00720/B,Change of use of ground floor from residential to hot food takeaway (class 1.4),26-Aug-21,Principal Planner - South (JS),4 Atholl Place Peel Isle Of Man IM5 1HE
Permitted,21/00721/B,Installation of replacement roof tiles and existing roof covering and alteration of existing roof pitch to South West elevation,13-Aug-21,Principal Planner - South (JS),Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,21/00722/B,Erection of a detached double garage (retrospective),25-Aug-21,Head of Development Management,15 Cherry Tree Drive Crosby Isle Of Man IM4 2EE 
Permitted,21/00725/B,Erection of an agricultural building,19-Aug-21,Principal Planner - South (JS),Little Gibdale Farm And Field 434567 Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT 
Permitted,21/00726/B,Erection of a extension to rear elevation,09-Sep-21,Head of Development Management,5 Croit Ny Glionney Colby Isle Of Man IM9 4PP 
Refused,21/00727/B,Erection of an agricultural building,08-Sep-21,Principal Planner - South (JS),Field 431182 Bayrauyr Road St Marks Ballasalla Isle Of Man  
Permitted,21/00732/B,Creation of a window to North East courtyard elevation,11-Aug-21,Principal Planner- North (CB),St Ninians High School Ballaquayle Road Douglas Isle Of Man IM2 5RA 
Permitted,21/00733/B,Erection of an extension to rear elevation,10-Sep-21,Head of Development Management,1 Erin Lane Port Erin Isle Of Man IM9 6FE 
Permitted,21/00734/B,Alterations and erection of a porch extension and a 2 storey side extension,26-Aug-21,Principal Planner - South (JS),Garth Cottage The Garth Garth Road Crosby Isle Of Man IM4 2HB 
Permitted,21/00735/B,Erection of a sunroom extension at rear elevation,09-Sep-21,Head of Development Management,18 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE
Permitted,21/00736/B,Widening of existing driveway,20-Aug-21,Principal Planner- North (CB),45 Lhon Vane Close Onchan Isle Of Man IM3 3BB
Refused,21/00739/B,Installation of a replacement garage door,08-Sep-21,Principal Planner- North (CB),Longlast Quarterbridge Road Douglas Isle Of Man IM2 3RG
Refused,21/00740/B,Alterations and installation of front and rear dormers,19-Aug-21,Principal Planner - South (JS),1 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,21/00741/B,Erection of a replacement double garage,25-Nov-21,Head of Development Management,7 Arbory Road Castletown Isle Of Man IM9 1NA
Permitted,21/00742/B,Installation of a flue,24-Aug-21,Head of Development Management,21 Springfield Rise Foxdale Isle Of Man IM4 3JX 
Refused,21/00744/B,Siting and cladding of a storage container to be used as motorcycle storage/workshop in rear garden and widening of existing driveway access (part retrospective),25-Nov-21,Head of Development Management,1 Lezayre Park Ramsey Isle Of Man IM8 2PS
Permitted,21/00745/B,Erection of rear extension and reconfiguration of rear garden landscaping and steps.,09-Sep-21,Principal Planner - South (JS),Rencell House Rencell Hill Laxey Isle Of Man IM4 7BJ
Permitted,21/00746/B,Erection of 20 industrial/storage and distribution units in two separate blocks,29-Oct-21,Principal Planner - South (JS),Plot Of Land East Of Block H Balthane Park Balthane Ballasalla Isle Of Man IM9 2AX 
Permitted,21/00747/B,Installation of replacement garage door and electrical meter boxes to front elevation,31-Aug-21,Principal Planner - South (JS),Lhoobs Cottage Lhoobs Road Eairy Isle Of Man IM4 3JA
Permitted,21/00748/B,Erection of a detached dwelling with integral garages,10-Sep-21,Head of Development Management,Workshop Athol Place Port Erin Isle Of Man IM9 6HT 
Permitted,21/00749/B,Removal of an existing chimney stack,02-Sep-21,Principal Planner - South (JS),8 Central Drive Onchan Isle Of Man IM3 1EU
Refused,21/00750/B,Erection of a dwelling with associated access,22-Nov-21,Planning Committee,Land Adjoining Ard Reayrt Laxey Isle Of Man
Permitted,21/00751/B,Erection of an extension to side elevation,16-Sep-21,Principal Planner- North (CB),108 Ballaquark Douglas Isle Of Man IM2 2EN
Permitted,21/00752/B,Erection of fencing (retrospective),10-Sep-21,Principal Planner - South (JS),1 Second Avenue Onchan Isle Of Man IM3 4LD
Permitted,21/00753/B,Erection of rear Utility Room extension and side external boiler store to dwelling,02-Sep-21,Principal Planner - South (JS),Staward Farm House Sulby Isle Of Man IM7 2BA 
Permitted,21/00754/B,Street art on the Barrack Street side of 13 Church Street,07-Sep-21,Planning Committee,Douglas Town Centre Management  13 Church Street Douglas IM1 2AG
Permitted,21/00755/B,Installation of a replacement front door,03-Aug-21,Principal Planner - South (JS),Cubbon House 48 Loch Promenade Douglas Isle Of Man IM1 2LZ 
Permitted,21/00757/B,Removal of a chimney stack,19-Aug-21,Principal Planner- North (CB),Winston House 4 Church Road Marina Douglas Isle Of Man IM1 2HQ 
Permitted,21/00758/B,Erection of a single storey extension to side elevation,04-Nov-21,Planning Committee,Ellenbrook Farm Old Castletown Road Douglas Isle Of Man IM4 1AJ 
Permitted,21/00759/B,Installation of electrical meter box to existing wall on front elevation,10-Sep-21,Principal Planner - South (JS),26 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,21/00760/B,Erection of a porch extension to side elevation and 2 storey extension to rear extension,25-Aug-21,Head of Development Management,Mountain View Main Road Kirk Michael Isle Of Man IM6 1EA
Permitted,21/00761/B,"Alterations, replacement of garage door with windows and creation of an access ramp",26-Aug-21,Principal Planner - South (JS),Oak Lea Westmead Glen Vine Isle Of Man IM4 4BB 
Permitted,21/00762/B,Alterations including removal of existing windows and installation of replacement window and patio doors,11-Aug-21,Principal Planner- North (CB),Roseanne Minorca Hill Laxey Isle Of Man IM4 7DX
Permitted,21/00763/B,"Installation of replacement windows, doors and roof tiles",09-Sep-21,Head of Development Management,45 High Street Port St. Mary Isle Of Man IM9 5DN
Permitted,21/00765/B,Creation of a new window to side elevation,22-Sep-21,Principal Planner - Enf (AM),7 Ballacriy Park Colby Isle Of Man IM9 4LT
Permitted,21/00766/MCH,Minor Changes application to PA 21/00117/B involving alterations to install alternate bi-fold door to rear elevation,19-Aug-21,Principal Planner- North (CB),18 Hilltop Rise Douglas Isle Of Man IM2 2LE
Permitted,21/00767/B,Installation of a canopy and replacement of an area of existing hard standing material with block paviers,07-Sep-21,Principal Planner - South (JS),Robinsons Ballapaddag Cooil Road Douglas Isle Of Man IM4 2AF 
Permitted,21/00768/B,Erection of extension to rear elevation,08-Sep-21,Principal Planner- North (CB),53 Highfield Crescent Onchan Isle Of Man IM3 3BS
Permitted,21/00769/B,Erection of a single storey rear extension,08-Sep-21,Head of Development Management,7 Ballagarey Close Glen Vine Isle Of Man IM4 4EG
Permitted,21/00770/B,Alterations and erection of first floor extension to front elevation,08-Sep-21,Head of Development Management,Bramalea Highfield Drive Baldrine Isle Of Man IM4 6EE
Permitted,21/00771/B,"Alterations, erection of rear extension, erection of detached double garage and extension of existing driveway",29-Oct-21,Principal Planner - South (JS),Ambleside Main Road Glen Vine Isle Of Man IM4 4BA
Permitted,21/00774/B,Erection of two storey extension to side of property,26-Aug-21,Principal Planner - South (JS),Grenaby Farm Grenaby Road Dogmills Ramsey Isle Of Man IM7 4AN
Permitted,21/00775/B,"Alterations including rendering works, replacement garage roof and removal of porch awning",13-Aug-21,Principal Planner- North (CB),14 First Avenue Douglas Isle Of Man IM2 6BA
Refused,21/00776/B,Variation of condition 9 of PA 12/01140/B to add additional uses for the building and immediate area,25-Nov-21,Principal Planner - Enf (AM),Sunset Lakes  Ballagyr Lane Peel IM5 2AD
Permitted,21/00777/B,Conversion of former toilet blocks to a dwelling,09-Sep-21,Head of Development Management,Public Toilets Gellings Avenue Port St. Mary Isle Of Man  
Permitted,21/00781/D,Installation of non illuminated signage,09-Sep-21,Principal Planner - South (JS),Bridge Inn 8 - 9 North Quay Douglas Isle Of Man IM1 4LH
Permitted,21/00783/B,Replacement of existing windows with Sliding Sash uPVC windows,09-Sep-21,Principal Planner - South (JS),39 Brunswick Road Douglas Isle Of Man IM2 3NW
Certificate of Lawfulness AGREED,21/00784/LAW,Certificate of Lawful Development for roofing works including replacement roof tiles,13-Aug-21,Principal Planner- North (CB),12 Park Road Douglas Isle Of Man IM2 3EL
Permitted,21/00786/B,Creation of pedestrian access and installation of gate (part retrospective),17-Nov-21,Principal Planner - Enf (AM),Strathallan Cliff House Strathallan Road Onchan Isle Of Man IM3 1NN 
Permitted,21/00787/B,Installation of a flue,20-Aug-21,Principal Planner- North (CB),73 Ballabrooie Avenue Douglas Isle Of Man IM1 4EZ
Refused,21/00788/B,Erection of raised decking (retrospective),20-Aug-21,Principal Planner- North (CB),118 Ballaquark Douglas Isle Of Man IM2 2EU
Permitted,21/00790/B,Erection of extension to rear elevation,26-Aug-21,Principal Planner - South (JS),25 Auburn Road Onchan Isle Of Man IM3 1LP
Permitted,21/00791/B,Erection of single storey extension to rear of property,09-Sep-21,Head of Development Management,Orchard House 3 Strawberry Fields Croit E Caley Colby Isle Of Man IM9 4BZ 
Department Application,21/00792/C,Change of use of existing offices to tea rooms and change of use of office and storage shed to a farm shop,22-Nov-21,Department Application,Knockaloe Farm Patrick Village Isle Of Man IM5 3AJ 
Permitted,21/00793/B,Installation of replacement windows,02-Sep-21,Principal Planner - South (JS),Cushag Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,21/00794/C,Additional use of community hall as a dance studio,06-Oct-21,Planning Committee,The Lena Quayle Hall Hutchinson Square Douglas Isle Of Man IM2 4HP
Permitted,21/00795/B,Alterations and erection of a new dwelling,16-Nov-21,Principal Planner - South (JS),Rosecroft Shore Road Castletown Isle Of Man IM9 1BF
Permitted,21/00798/B,Erection of a 2 storey dwelling with integral garage and associated access,02-Dec-21,Planning Committee,"Field 410891, Adj To Victoria Lodge West View Surby Road Surby Port Erin Isle Of Man  "
Permitted,21/00800/B,Erection of new 2 storey dwelling,30-Dec-21,Director 2017+,Plot 21 Pinehurst Glen Douglas Isle Of Man  
Permitted,21/00801/B,Installation of replacement roof slates,09-Sep-21,Head of Development Management,Chapel Cottage Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ
Permitted,21/00802/B,Alterations and erection of extension to North West elevation,26-Aug-21,Principal Planner - South (JS),14 Gainsborough Crescent Ramsey Isle Of Man IM8 3NH
Permitted,21/00803/B,Installation of wooden fencing (retrospective),26-Aug-21,Principal Planner - South (JS),14 Mcleods Field Peel Isle Of Man IM5 1UX 
Permitted,21/00804/B,Alterations and erection of a single storey extension to side elevation,04-Oct-21,Principal Planner - Enf (AM),Ballawhetstone Bungalow Douglas Road Ballabeg Castletown Isle Of Man IM9 4ED 
Permitted,21/00805/B,"Application of render to exposed brick work (not including chimney, garage or honeycombed decorative brick)",24-Sep-21,Principal Planner- North (CB),13 The Meadows Kirk Michael Isle Of Man IM6 1EU 
Permitted,21/00806/C,Change of use from office use to a residential dwelling,09-Dec-21,Head of Development Management,18 Hope Street Douglas Isle Of Man IM1 1AQ
Permitted,21/00807/B,Installation of replacement windows to front elevation,03-Sep-21,Principal Planner - South (JS),4 Bay View Terrace Laxey Isle Of Man IM4 7DG
Permitted,21/00808/C,Change of use from office use to a residential dwelling,21-Dec-21,Head of Development Management,1 Myrtle Street Douglas Isle Of Man IM1 1ED
Permitted,21/00809/C,Change of use from commercial to a residential dwelling,02-Sep-21,Principal Planner - South (JS),8 Kensington Road Douglas Isle Of Man IM1 3ER
Permitted,21/00810/C,Change of use from motorbike workshop to leisure facility and kart repair workshop,04-Nov-21,Planning Committee,Unit 1B Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA 
Permitted,21/00811/B,Enlargement of an existing window to South East Elevation,13-Aug-21,Principal Planner- North (CB),Dell Brae Fairy Cottage Laxey Isle Of Man IM4 7HR 
Permitted,21/00812/B,Installation of replacement windows to front elevation,23-Sep-21,Principal Planner- North (CB),12 High Street Port St. Mary Isle Of Man IM9 5DR
Permitted,21/00813/B,Installation of replacement roof tiles,20-Aug-21,Principal Planner- North (CB),39 Peel Road Douglas Isle Of Man IM1 4LU 
Refused,21/00814/B,Creation of a driveway and vehicular access,26-Aug-21,Principal Planner - South (JS),2 Coburg Road Ramsey Isle Of Man IM8 3EH
Permitted,21/00815/CON,Registered Building consent for demolition elements to PA 21/00741/B,25-Nov-21,Head of Development Management,Westend House 7 Arbory Road Castletown Isle Of Man IM9 1NA
Permitted,21/00816/B,Alterations and erection of a 2 storey extension,20-Oct-21,Planning Committee,Ballastewart Ballakilpheric Road Colby Isle Of Man IM9 4BY
Permitted,21/00817/B,Installation of replacement windows to front elevation,10-Sep-21,Principal Planner - South (JS),12 Hutchinson Square Douglas Isle Of Man IM2 4HT
Permitted,21/00818/B,Replacement of existing roof slates and ridge tiles,10-Sep-21,Head of Development Management,Westwood House Dalby Isle Of Man IM5 3BT 
Certificate of Lawfulness AGREED,21/00819/LAW,Certificate of Lawful Development for the erection of a field shelter,13-Aug-21,Principal Planner - South (JS),Field 211123 Jurby Road Sandygate Ramsey Isle Of Man IM7 3AG 
Permitted,21/00822/B,Installation of a replacement roof to rear kitchen and sky light (retrospective),24-Sep-21,Head of Development Management,7 Stanley Road Peel Isle Of Man IM5 1NY
Permitted,21/00823/B,Creation of an access and parking area (partial retrospective),08-Sep-21,Principal Planner- North (CB),2 Beech Close Onchan Isle Of Man IM3 3HH
Refused,21/00824/B,"Alterations and erection of 2 storey front porch extension, demolition of rear conservatory, rendering works and replacement of existing roof tiles",24-Sep-21,Principal Planner - Enf (AM),13 Mountain View Peel Isle Of Man IM5 1QF
Permitted,21/00825/B,Removal of condition 2 to PA 19/01103/B involving alterations to the arrangement of bin stores,29-Oct-21,Principal Planner- North (CB),11 Castle Street Douglas Isle Of Man IM1 2EX
Permitted,21/00826/C,Additional use of Art / Pottery Studio for art exhibitions,20-Sep-21,Planning Committee,Unit 1 The Old Gas Works Mill Road Peel Isle Of Man  
Permitted,21/00828/CON,"Registered Building consent for the conversion of building, including alterations of existing building from offices to Class 1.3 - food and drink - and Class 3.1 - tourist accommodation (hotels and guest houses) (in association with PA 21/00831/GB) Regist",22-Sep-21,Head of Development Management,Derby House  Castle Street & Parliament Square Castletown Isle Of Man IM9 1LA
Permitted,21/00829/B,"Alterations, erection of extensions, roofing works and installation of solar panels and roof lights (amendment to PA 20/00830/B)",28-Oct-21,Principal Planner - South (JS),Briardene Little Switzerland Douglas Isle Of Man IM2 6AE
Permitted,21/00830/B,Alterations and erection of a front porch extension,22-Sep-21,Principal Planner - Enf (AM),Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH
Permitted,21/00831/GB,"Conversion of building, including alterations of existing building from offices to Class 1.3 - food and drink - and Class 3.1 - tourist accommodation (hotels and guest houses) (in association with PA 21/00828/CON)",22-Sep-21,Head of Development Management,Derby House  Castle Street & Parliament Square Castletown Isle Of Man IM9 1LA
Permitted,21/00833/B,Creation of a parking space with associated vehicular access,23-Sep-21,Head of Development Management,16 Ballamaddrell Port Erin Isle Of Man IM9 6BB
Permitted,21/00834/B,Proposed alterations and single story extension to side and rear of existing dwelling,03-Nov-21,Principal Planner - South (JS),Fairways House Glen Vine Road Glen Vine Isle Of Man IM4 4HF
Permitted,21/00835/B,Installation of replacement windows to front elevation,02-Sep-21,Principal Planner - South (JS),73 Woodbourne Road Douglas Isle Of Man IM2 3AQ
Permitted,21/00836/B,Erection of two infill extensions to dwelling,10-Sep-21,Head of Development Management,Linden Lea 16 Cannan Avenue Kirk Michael Isle Of Man IM6 1HF
Permitted,21/00837/B,Erection of three detached dwellings with integral garages (amendments to PA 19/01396/B),08-Oct-21,Head of Development Management,"Plots 1, 2 & 3  Ballagarey Nurseries Greeba Avenue Glen Vine IM4 4ED"
Permitted,21/00838/C,Additional use of residence as tourist accommodation,22-Sep-21,Principal Planner - Enf (AM),Mill House Old Castletown Road Santon Isle Of Man IM4 1EX
Permitted,21/00839/B,Alterations and erection of a replacement conservatory to rear elevation,22-Sep-21,Head of Development Management,Glen View Glen Chass Port St Mary Isle Of Man IM9 5PH 
Permitted,21/00841/B,Installation of a new door and replacement of existing window with 2 new windows,02-Sep-21,Principal Planner - South (JS),Maycroft Minorca Hill Laxey Isle Of Man IM4 7DN
Permitted,21/00842/B,Alterations to balcony and external doors and installation of a velux window,27-Oct-21,Principal Planner- North (CB),Sunny Bank South Cape Laxey Isle Of Man IM4 7BU 
Permitted,21/00844/B,Erection of a detached dwelling and detached garage with living accommodation above,02-Nov-21,Principal Planner - South (JS),Part Field 324226 Adjacent To Ballagarey Lodge Main Road Glen Vine Isle Of Man
Permitted,21/00845/B,"Alterations, erection of extensions and erection of detached double garage",18-Oct-21,Planning Committee,Cronkville Scollag Road Hillberry Onchan Isle Of Man IM4 5BT 
Permitted,21/00846/B,Installation of replacement windows to front elevation,02-Sep-21,Head of Development Management,Water Edge 16 Lime Street Port St. Mary Isle Of Man IM9 5EF
Certificate of Lawfulness AGREED,21/00848/LAW,Certificate of Lawful Development for the installation of windows and roof lights,03-Sep-21,Head of Development Management,5 St Peters Lane Peel Isle Of Man IM5 1AP
Permitted,21/00849/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),23-Sep-21,Principal Planner- North (CB),"Plots 54-55 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM"
Permitted,21/00850/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),23-Sep-21,Principal Planner- North (CB),"Plots 59-60 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM"
Permitted,21/00851/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),23-Sep-21,Principal Planner- North (CB),"Plots 57-58 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM"
Permitted,21/00852/B,Erection of a detached double garage / storage building,05-Oct-21,Planning Committee,The Barn Smeale Road Andreas Isle Of Man IM7 4JA 
Permitted,21/00853/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),23-Sep-21,Principal Planner- North (CB),"Plots 61-62 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM"
Permitted,21/00854/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),24-Sep-21,Principal Planner- North (CB),"Plots 64-65 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM"
Permitted,21/00855/B,Erection of storage facility,24-Aug-21,Planning Committee,Land At Technical Site The Old Airfield Braust Andreas Isle Of Man IM7 4ES
Permitted,21/00856/B,Erection of a single storey rear extension,29-Oct-21,Principal Planner- North (CB),32 Ballaquark Douglas Isle Of Man IM2 2EZ
Permitted,21/00859/B,Installation of replacement windows to front and rear elevations,09-Sep-21,Principal Planner - South (JS),16 - 18 Mount Havelock Havelock Chambers Douglas Isle Of Man IM1 2QG
Permitted,21/00860/B,Alterations and replacement of corrugated iron roof with tiles (retrospective),09-Dec-21,Head of Development Management,Barn At Lower Ballayack Earystane Colby Isle Of Man IM9 4HN 
Permitted,21/00861/B,Erection of an extension to dwelling,10-Sep-21,Principal Planner - South (JS),14 Selborne Drive Douglas Isle Of Man IM2 3LS 
Permitted,21/00863/B,Installation of replacement windows to front and rear elevations,16-Sep-21,Principal Planner- North (CB),4 Waverley Terrace Douglas Isle Of Man IM2 3HZ
Permitted,21/00864/B,Alterations and erection of a first floor extension,22-Sep-21,Principal Planner - Enf (AM),Ventridge House Ramsey Road Laxey Isle Of Man IM4 7PX
Permitted,21/00865/B,Creation of a new front porch.,27-Sep-21,Head of Development Management,5 Truggan Close Port Erin Isle Of Man IM9 6JR
Permitted,21/00866/B,Replacement of existing roof tiles and installation of rooflights,29-Sep-21,Principal Planner - South (JS),74 Malew Street Castletown Isle Of Man IM9 1LS
Permitted,21/00867/B,"Installation of replacement windows, rear access steps and rear fencing",28-Sep-21,Principal Planner - South (JS),6 Albany Street Douglas Isle Of Man IM2 3LE
Permitted,21/00868/B,Erection of an extension to the rear elevation and creation of raised decking,25-Oct-21,Principal Planner - South (JS),46 Claughbane Drive Ramsey Isle Of Man IM8 2BJ
Permitted,21/00871/B,Erection of rear extension,13-Oct-21,Principal Planner- North (CB),Thie Ny Kied 17 Ash Close Ballawattleworth Peel Isle Of Man IM5 1WE 
Permitted,21/00872/B,Erection of a front porch and a single storey rear extension,25-Nov-21,Head of Development Management,6 Hillary Close Onchan Isle Of Man IM3 4BF
Permitted,21/00873/B,"Erection of a detached dwelling, detached garage with living space above and detached pool house",14-Dec-21,Planning Committee,Cly Ny Mona Ballamodha Straight Ballasalla Isle Of Man IM9 3EL
Permitted,21/00874/B,Erection of a rear extension to dwelling,10-Sep-21,Principal Planner - South (JS),41 Cronk Y Berry Avenue Douglas Isle Of Man IM2 6HF
Permitted,21/00875/B,"Construction of reinforced concrete wall with stone cladding, blockwork rendered masonry walls and soil embankments for the purpose of providing flood protection",02-Dec-21,Planning Committee,"Amulree And Adjacent Car Park, Tennis And Basketball Courts Glen Road Laxey Isle Of Man IM4 7AJ"
Permitted,21/00876/A,Approval in principle for the erection of a detached dwelling addressing means of access,02-Dec-21,Planning Committee,Land To Rear  The Hollies Mount Rule Douglas Isle Of Man IM4 4HT 
Permitted,21/00877/B,Change of use for the site from former animal waste plant and reinstate it as a plant and engineering workshop facility,16-Dec-21,Planning Committee,DOI Baldwin Depot East Baldwin Isle Of Man IM4 5EW
Permitted,21/00878/C,Additional use of dwelling as tourist living accommodation,11-Oct-21,Head of Development Management,1 Church Lane Peel Isle Of Man IM5 1AW
Permitted,21/00879/B,Installation of replacement windows to front elevation,10-Nov-21,Principal Planner - South (JS),15 Queen Street Castletown Isle Of Man IM9 1PB
Permitted,21/00880/B,Erection of extension to rear elevation,25-Oct-21,Principal Planner - South (JS),59 Devonshire Road Douglas Isle Of Man IM2 3RA
Refused,21/00881/MCH,Minor Changes application to PA 19/01215/B involving alteration of extension roof from pitched to flat,19-Aug-21,Principal Planner - South (JS),42 Close Famman Port Erin Isle Of Man IM9 6BJ
Permitted,21/00884/B,Erection of a replacement agricultural barn,11-Nov-21,Principal Planner - South (JS),Corvonagh Farm Top Road Crosby Isle Of Man IM4 4HH 
Permitted,21/00885/B,Installation of a new window to side elevation,13-Oct-21,Principal Planner- North (CB),10 Ballaquane Park Peel Isle Of Man IM5 1PT
Permitted,21/00888/B,Installation of a replacement pedestrian gate (retrospective),22-Sep-21,Head of Development Management,The Pink House Maughold Isle Of Man IM7 1AS 
Permitted,21/00889/B,Widening of vehicular access.,25-Nov-21,Head of Development Management,Lhingague Surby Road Surby Port Erin Isle Of Man IM9 6TB
Refused,21/00890/MCH,Minor Changes application to PA 19/00648/B involving installation of replacement windows to front and rear elevations,19-Aug-21,Principal Planner- North (CB),8 Eastfield Douglas Isle Of Man IM1 4AU
Permitted,21/00891/B,Installation of five replacement windows to rear elevation,02-Sep-21,Principal Planner - South (JS),Paignton Somerset Road Douglas Isle Of Man IM2 5AF
Permitted,21/00892/B,Variation of condition 2 of PA 15/1320B involving siting of timber cladded temporary changing room and storage facilities and extension of time for use,29-Oct-21,Principal Planner- North (CB),Field 414532 Barracks Road Port St. Mary Isle Of Man  
Permitted,21/00894/B,"Replacement roof over rear kitchen, reinstatement of windows and addition of three windows to dwelling",22-Sep-21,Head of Development Management,5 Marguerite Place Foxdale Isle Of Man IM4 3HE
Permitted,21/00895/B,Erection of a rear extension,22-Sep-21,Head of Development Management,82 Ballagarey Road Glen Vine Isle Of Man IM4 4EJ
Permitted,21/00896/B,"Alterations, erection of extension and creation of raised patio area",24-Sep-21,Head of Development Management,New Bungalow  Cooil Roi Farm Barroose Road Baldrine Isle Of Man IM4 6AP
Permitted,21/00897/B,Variation of condition 2 of PA 17/01263/B to remove any restriction on opening times for the premises to be used as Class 1.3 (Food and Drink),08-Oct-21,Head of Development Management,33 Michael Street Peel Isle Of Man IM5 1HD
Permitted,21/00900/B,Erection of rear extension and dormer and widening of existing driveway and vehicular access,11-Nov-21,Principal Planner- North (CB),56 Wybourn Drive Onchan Isle Of Man IM3 4AT
Permitted,21/00901/B,Extension of existing rear balcony and creation of bi folding doors to replace first floor window,27-Sep-21,Principal Planner- North (CB),50 Groudle Road Onchan Isle Of Man IM3 2EE
Permitted,21/00902/B,Conversion of existing detached garage to provide home office and living space,22-Nov-21,Planning Committee,Lower Ballacashin Abbeylands Douglas Isle Of Man IM4 5EG 
