"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"12/01327/B","Douglas Promenade improvements Phase 1","Sea Terminal Building To Royal Bank Of Scotland Buildings Loch Promenade Douglas Isle Of Man  ","Permitted","24-Dec-12","Department Application","03-Oct-12","20-Dec-12","Department Application Approved","2012","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01327/B"
"12/01376/CON","Registered Building Consent for re-location of clock (RB no196 in association with 12/01327/B)","Jubilee Clock Victoria Street Douglas Isle Of Man  ","Permitted","24-Dec-12","Department Application","15-Oct-12","20-Dec-12","Department Application Approved","2012","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01376/CON"
"14/00003/B","Re-construction of the highway and footpaths, drainage, services, street lighting ,street furniture and signage","Section Of Derby Road From Junction Of Mona Street  And Atholl Place  Peel Isle Of Man  ","Permitted","23-May-14","Department Application","06-Jan-14","15-May-12","Department Application Approved","2012","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00003/B"
"08/00221/B","Construction of building to provide 33 apartments with integral parking","Factory And Premises 40 South Quay Douglas Isle Of Man IM1 5AX","Refused","29-Jul-08","Planning Committee","07-Aug-08","01-Dec-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=08/00221/B"
"08/01931/REM","Reserved Matters application for the erection of dwelling with integral garage, gate lodge and tennis court","Tractor Shed Site  Castletown Golf Course Derbyhaven Road Derbyhaven Isle Of Man  ","Refused","11-Dec-09","Planning Committee","15-Dec-09","01-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=08/01931/REM"
"09/00688/B","Erection of a replacement dwelling","Kafue Cottage St Judes Road Sulby Isle Of Man IM7 2ES","Refused","14-Jun-10","Planning Committee","30-Jun-10","06-Jul-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/00688/B"
"09/01306/B","Erection of a replacement dwelling","The Green Hut Grove Mount Ramsey Isle Of Man IM8 3HN","Permitted","20-Dec-10","Planning Committee","29-Dec-10","19-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01306/B"
"09/01497/B","Erection of a two storey extension to side elevation and driveway amendments","34 High View Road Douglas Isle Of Man IM2 5BH","Refused","05-Nov-10","Planning Committee","19-Nov-10","30-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01497/B"
"09/01544/B","Extension to existing quarry","Stoney Mountain Quarry Stoney Mountain Road Eairy Isle Of Man IM4 3HJ","Permitted","09-Aug-11","Department Application","14-Apr-10","28-Jul-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01544/B"
"09/01632/B","Erection of a two storey extension and decked area","Lightwood Grove Mount Ramsey Isle Of Man IM8 3HN","Permitted","13-Jul-10","Head of Development Management","02-Aug-10","18-Jan-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01632/B"
"09/01668/A","Approval in principle for the erection of an agricultural worker's dwelling","East Sartfield Farm Sartfield Road Jurby Isle Of Man IM7 3AZ ","Refused","14-May-10","Head of Development Management","20-May-10","25-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01668/A"
"09/01969/A","Approval in principle for erection of an agricultural worker's dwelling","Balla Ny Baa Blue Point Road The Lhen Ramsey Isle Of Man  ","Refused","29-Oct-10","Head of Development Management","09-Nov-10","21-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=09/01969/A"
"10/00133/REM","Reserved matters application for erection of a dwelling","Land Opposite Ballachree Cottage Churchtown Ramsey Isle Of Man  ","Refused","20-Dec-10","Planning Committee","06-Jan-11","19-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00133/REM"
"10/00134/B","Erection of a dwelling (Re advertised due to amended plan received)","Site Adjacent To Hollybank Rencell Laxey Isle Of Man  ","Refused","27-Jul-10","Head of Development Management","12-Aug-10","25-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00134/B"
"10/00155/B","Relocation of existing stone recycling area and creation of industrial starter units","Land Currently Used As Part Of Recycling And Storage Compound And Adjoining Unused Land, Adjacent To Existing Industrial Units And Animal Waste Processing Plant Middle Farm Braddan Isle Of Man  ","Refused","28-Jul-10","Planning Committee","23-Jul-10","31-Jan-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00155/B"
"10/00219/A","Approval in principle for erection of a dwelling","Land Between Cliffe Cottage And Greystones Battery Road Peel Isle Of Man  ","Permitted","20-Dec-10","Planning Committee","10-Jan-11","19-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00219/A"
"10/00239/R","Creation of vehicular access to serve nurseries (Retrospective)","Bridge Gardens Braaid Road St Marks Ballasalla Isle Of Man IM9 3AR ","Refused","08-Jun-11","Head of Development Management","15-Jun-11","20-Oct-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00239/R"
"10/00246/R","Erection of five advertising hoardings (retrospective)","Site Located At Junction Of Lord Street, Walpole Avenue And Bath Place Douglas Isle Of Man  ","Refused","13-Jul-10","Head of Development Management","02-Aug-10","18-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00246/R"
"10/00256/B","Erection of an industrial workshop and storage building","Land At Rear Of Kella Mill Main Road Sulby Ramsey  ","Refused","06-Sep-10","Planning Committee","27-Sep-10","03-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00256/B"
"10/00359/B","Retention of landscaping works including retention of decking, shed and fencing","Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW","Permitted","13-Aug-10","Planning Committee","23-Aug-10","08-Nov-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00359/B"
"10/00409/R","Erection of a stone wall, iron railings and entrance gate (Retrospective)","Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ","Permitted","25-May-10","Planning Committee","04-Jun-10","24-Aug-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00409/R"
"10/00451/B","Erection of a detached dwelling with integral garage","Land At Old School House Cronkbourne Douglas Isle Of Man  ","Permitted","03-Sep-10","Planning Committee","15-Sep-10","03-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00451/B"
"10/00461/B","Creation of lighting to sports pitch and increase height of pitch perimeter fencing","St Ninians Lower School Bemahague School Off Heywood Avenue Onchan Isle Of Man  ","Permitted","27-Sep-10","Planning Committee","12-Oct-10","01-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00461/B"
"10/00495/B","Installation of replacement windows to front and rear elevations","5 Primrose Avenue Douglas Isle Of Man IM1 4EA","Refused","11-Nov-10","Head of Development Management","19-Nov-10","07-Feb-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00495/B"
"10/00544/B","Residential development of 101 dwellings with associated highway and drainage works, public open space and landscaping","Field 311825 And Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man  ","Permitted","23-Dec-11","Department Application","16-Apr-10","15-Dec-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00544/B"
"10/00574/A","Approval in principle for the erection of a detached dwelling","Land Adjacent To 3 River Heights Braddan Douglas Isle Of Man IM4 4TG","Refused","03-Sep-10","Planning Committee","21-Sep-10","01-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00574/A"
"10/00580/B","Erection of a kennel block","Melrose Cottage St Judes Road Andreas Isle Of Man IM7 3HF","Refused","20-Aug-10","Director Delegation","09-Sep-10","18-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00580/B"
"10/00618/B","Erection of a block of seven apartments with associated garaging/parking","Motorlands Garage Site  Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LY","Refused","27-Jul-10","Planning Committee","11-Aug-10","05-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00618/B"
"10/00659/B","Creation of outside café seating area","Clarendon Hotel 50 North Quay Douglas Isle Of Man IM1 4LA","Application Withdrawn","14-Dec-11","Withdrawn","13-May-10","12-Dec-11","Department Application withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00659/B"
"10/00675/B","Erection of a detached garage","Palm Court Coast Road Jurby Isle Of Man IM7 3ET","Refused","21-Jul-10","Head of Development Management","06-Aug-10","02-Feb-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00675/B"
"10/00686/C","Change of use from tourist to residential accommodation","Balla Treljah Tops  Treljah Lane Glen Maye Isle Of Man IM5 3AY ","Refused","27-Sep-10","Head of Development Management","05-Oct-10","18-Jan-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00686/C"
"10/00702/B","Alterations, erection of extension to provide Sports / Multipurpose Hall with associated changing facilities, community room, classrooms & kitchen facilities and incorporation of permanent nursery provision, creation of parking and new access","Victoria Road Primary School School Lane Castletown Isle Of Man IM9 1BA","Permitted","26-Jul-10","Planning Committee","16-Aug-10","02-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00702/B"
"10/00729/B","Paving of front garden to provide additional parking","15 Close Cowley Douglas Isle Of Man IM2 2HU","Refused","03-Aug-10","Head of Development Management","13-Aug-10","18-Jan-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00729/B"
"10/00758/C","Change of use from garage to a warehouse","Homefield Garage Salisbury Street Douglas Isle Of Man IM2 3HQ ","Refused","13-Dec-10","Head of Development Management","24-Dec-10","30-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00758/C"
"10/00770/B","Erection of a pair of semi detached dwellings","Land To Rear Of Bay View Hotel Lhargan Port St. Mary Isle Of Man  ","Permitted","03-Sep-10","Planning Committee","24-Sep-10","01-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00770/B"
"10/00815/B","Creation of track with timber walkway (Retrospective)","Fields 134742 & 133470 Tholt Y Will Road Tholt Y Will Sulby Isle Of Man  ","Refused","30-Jul-10","Planning Committee","19-Aug-10","18-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00815/B"
"10/00820/A","Approval in principle for the erection of an agricultural dwelling","Currach Ne Frey Clyeen Farm Douglas Road Kirk Michael Isle Of Man IM6 1AU","Refused","20-Aug-10","Director Delegation","06-Sep-10","25-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00820/A"
"10/00838/B","The seasonal erection of a marquee and portable toilet block to accommodate corporate functions and events (1st May to 30th September)","Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD ","Refused","03-Aug-10","Head of Development Management","16-Aug-10","17-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00838/B"
"10/00839/B","Erection of a timber chalet for tourist/guest accommodation","Heather Bank Pinfold Hill Laxey Isle Of Man IM4 7HP","Permitted","13-Aug-10","Planning Committee","24-Aug-10","25-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00839/B"
"10/00912/B","Alterations and extensions to rear elevation to integrate no 36 Athol Street with no's 38-42 Athol Street","36 - 42 Athol Street Douglas Isle Of Man IM1 1JB","Permitted","10-Jan-11","Head of Development Management","13-Jan-11","04-Nov-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00912/B"
"10/00917/B","Amended lighting scheme for approved access road and car park areas","Proposed Football Ground  Field 424828, 424827, 424826,424573, Access Road Via 424845,424824, Station Road Colby Isle Of Man  ","Permitted","05-Nov-10","Planning Committee","22-Nov-10","19-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00917/B"
"10/00919/B","Alterations and extensions to rear elevation","14 Queens Avenue Douglas Isle Of Man IM1 4DA","Refused","11-Nov-10","Head of Development Management","12-Nov-10","03-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00919/B"
"10/00948/B","Extension to rear elevation","25 St Catherines Drive Douglas Isle Of Man IM1 4BH","Refused","18-Aug-10","Director Delegation","26-Aug-10","18-Jan-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00948/B"
"10/00951/C","To accommodate the parking for two PPV's and retain hard standing area of driveway","22 Reayrt Carnane Douglas Isle Of Man IM2 5LN","Refused","29-Sep-10","Planning Committee","11-Oct-10","03-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00951/C"
"10/00979/B","Concreting of compound area, erection of palisade fencing and construction of concrete bays","Compound 45b Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH","Refused","23-Nov-10","Planning Committee","16-Dec-10","21-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/00979/B"
"10/01003/B","Creation of a horticultural nursery including polytunnels, access and associated works (partial retrospective)","Field 134801 Clenagh Road Sandygate Ramsey Isle Of Man  ","Refused","15-Feb-11","Planning Committee","04-Mar-11","14-Jul-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01003/B"
"10/01015/B","Erection of an agricultural barn","Allandale Farm Ballamanagh Road Sulby Isle Of Man IM7 2HB","Permitted","29-Oct-10","Head of Development Management","17-Nov-10","17-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01015/B"
"10/01019/B","Erection of extensions to dwelling house","28 Western Avenue Douglas Isle Of Man IM1 4ER","Refused","12-Oct-10","Head of Development Management","21-Oct-10","03-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01019/B"
"10/01037/B","Erection of stone wall to replace existing boundary fencing adjacent to Smetana Close","Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ","Permitted","14-Sep-10","Planning Committee","04-Oct-10","20-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01037/B"
"10/01041/B","Erection of a building to provide tourist accommodation (retrospective)","Cummal Crawyn Killane Ballaugh Isle Of Man  ","Refused","28-Sep-10","Head of Development Management","04-Oct-10","03-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01041/B"
"10/01043/B","Erection of section of boundary wall (Retrospective)","Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ","Permitted","14-Sep-10","Planning Committee","04-Oct-10","20-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01043/B"
"10/01044/B","Creation of driveway and access onto highway in front garden","37 Selborne Drive Douglas Isle Of Man IM2 3NJ ","Refused","18-Oct-10","Planning Committee","03-Nov-10","01-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01044/B"
"10/01046/B","Creation of a new vehicular access and driveway","Lorne House Bridge Street Castletown Isle Of Man IM9 1AZ ","Refused","14-Sep-10","Planning Committee","28-Sep-10","20-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01046/B"
"10/01055/B","Erection of a dwelling with ground floor parking","Land Adjacent To Peacehaven Minorca Hill Laxey Isle Of Man IM4 7DN","Refused","02-Dec-10","Head of Development Management","08-Dec-10","08-Jun-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01055/B"
"10/01056/B","Erection of a conservatory to front elevation","12 Ramsey Road Peel Isle Of Man IM5 1UB","Refused","21-Sep-10","Director Delegation","06-Oct-10","03-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01056/B"
"10/01084/B","Erection of two dwellings","Plot Adjacent To No 4 Ballaquane Road Peel Isle Of Man  ","Refused","26-Oct-10","Head of Development Management","29-Oct-10","01-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01084/B"
"10/01089/B","Conversion of barn to provide living accommodation and extend existing curtilage","Kiondroghad Barn Orrisdale Kirk Michael Isle Of Man  ","Permitted","10-Dec-10","Head of Development Management","30-Dec-10","21-Feb-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01089/B"
"10/01097/B","Erection of an agricultural building","Field 435000 (previously Nos. 431189) Wigan Lane Ballamodha Ballasalla Isle Of Man  ","Refused","05-Nov-10","Planning Committee","22-Nov-10","21-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01097/B"
"10/01123/C","Removal of condition 7 and variation of condition 9 of approved PA 09/00521/B","Residential Development Of 43 Dwellings Under Construction Parts Of Fields 315097,311825 & 311826 Adjoining Reayrt Ny Keylley To The South Of Derby Road/Poortown Road  Peel  Isle Of Man  ","Permitted","18-Oct-10","Planning Committee","19-Oct-10","12-May-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01123/C"
"10/01124/B","Amendment of drainage arrangements approved under PA 09/00521/B","Residential Development Of 43 Dwellings Under Construction Parts Of Fields 315097,311825 & 311826 Adjoining Reayrt Ny Keylley To The South Of Derby Road/Poortown Road  Peel  Isle Of Man  ","Permitted","18-Oct-10","Planning Committee","19-Oct-10","12-May-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01124/B"
"10/01128/B","Extensions to dwelling and creation of additional off road parking","71 Greenlands Avenue Ramsey Isle Of Man IM8 2PQ","Permitted","19-Oct-10","Head of Development Management","20-Oct-10","02-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01128/B"
"10/01150/B","Erection of a replacement dwelling","Cronk-Ny-Geayee Corlea Road Ballasalla Isle Of Man IM9 3BA","Permitted","27-Sep-10","Planning Committee","01-Oct-10","25-Jan-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01150/B"
"10/01159/B","Creation of a civic amenity site with site road and roundabout","Field 130136 & 134028 Balladoole Farm Bride Road Ramsey Isle Of Man  ","Permitted","03-Mar-11","Department Application","11-Aug-10","03-Mar-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01159/B"
"10/01166/B","Re-roofing, installation of dormers to front and rear elevation and replacement windows to front elevation","7 Christian Road Douglas Isle Of Man IM1 2QH ","Refused","25-Oct-10","Head of Development Management","12-Nov-10","05-Jan-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01166/B"
"10/01171/B","Erection of an office building","Site Of Former Butchers Shop, Garage And Dwelling Hope Street Douglas Isle Of Man IM1 1AP ","Refused","22-Oct-10","Planning Committee","17-Nov-10","17-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01171/B"
"10/01187/B","Alterations and erection of extensions","Graystones Ballakillowey Road Colby Isle Of Man IM9 4BN","Permitted","18-Oct-10","Planning Committee","22-Oct-10","03-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01187/B"
"10/01197/GB","Relocate existing roof air conditioning plant, creation of a screen and removal of hand railing (in association with 10/01198/CON)","Manx Co Op The Parade Castletown Isle Of Man IM9 1LG ","Permitted","19-Nov-10","Head of Development Management","08-Dec-10","26-Jan-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01197/GB"
"10/01210/A","Approval in principle for the erection of a detached dwelling","Land To Rear Of St Catherines Drive And Off Belmont Hill Douglas Isle Of Man  ","Refused","25-Oct-10","Head of Development Management","28-Oct-10","03-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01210/A"
"10/01212/B","Erection of a dwelling","Land Adjacent To Braaid Hall Foxdale Road Braaid Isle Of Man  ","Refused","05-Nov-10","Planning Committee","23-Nov-10","17-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01212/B"
"10/01214/B","Erection of a detached dwelling with integral garage","Land At Erinbrae Bride Road Ramsey Isle Of Man  ","Permitted","30-Sep-10","Head of Development Management","20-Oct-10","01-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01214/B"
"10/01219/GB","Sub-division of building to provide a community facility  on the ground floor and offices or community facility on the first floor  (in association with 10/01220/CON)","Former Red Cross Headquarters Derby Road Douglas Isle Of Man IM2 3EN","Permitted","13-Dec-10","Head of Development Management","31-Dec-10","18-May-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01219/GB"
"10/01232/A","Approval in principle for the erection of a dwelling","Field 434174 Crossag Road Ballasalla Isle Of Man  ","Refused","25-Oct-10","Head of Development Management","27-Oct-10","02-Feb-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01232/A"
"10/01261/B","Construction of a covered storage facility and installation of oil tank (Retrospective)DESCRIPTION AMENDED AT APPEAL AS FOLLOWS:(a) Erection of boundary wall and concrete roof, and positioning of oil tank (Approved at appeal)  and(b) Erection of wooden","Fairfield Hotel  7 Empress Drive Douglas Isle Of Man IM2 4LQ","Permitted","28-Jan-11","Head of Development Management","17-Feb-11","14-Jul-11","Decision Split at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01261/B"
"10/01277/B","Creation of hard standing and vehicular access onto Victoria Road,","Clarecourt Marathon Road Douglas Isle Of Man IM2 4HL","Refused","23-Dec-10","Planning Committee","30-Dec-10","19-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01277/B"
"10/01326/B","Creation of additional parking","Skandia House King Edward Road Onchan Isle Of Man IM3 1RS","Permitted","25-Oct-10","Head of Development Management","27-Oct-10","02-Feb-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01326/B"
"10/01333/B","Alterations and conversion of existing garage into living accommodation (Retrospective)","2 Falcon Cliff Court Douglas Isle Of Man IM2 4AQ","Refused","05-Nov-10","Planning Committee","25-Nov-10","01-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01333/B"
"10/01338/B","Installation of replacement windows","White House Buildings  New Road Laxey Isle Of Man IM4 7BB","Refused","08-Nov-10","Head of Development Management","17-Nov-10","11-Jan-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01338/B"
"10/01350/C","Removal of agricultural workers occupancy condition from dwelling","Tramman Ballamanagh Road Sulby Isle Of Man IM7 2HD","Refused","17-Mar-11","Planning Committee","23-Mar-11","17-May-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01350/C"
"10/01354/D","Erection of temporary advertising, direction and warning signs (Retrospective)","Approach Road To  And Royal Park Development  Ramsey Isle Of Man  ","Permitted","24-Nov-10","Head of Development Management","07-Dec-10","31-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01354/D"
"10/01358/B","Erection of ten dwellings with associated parking","Plots 12, 13 And 15-22  Poachers Pocket Development Bridge Road Ballasalla Isle Of Man  ","Permitted","23-Nov-10","Planning Committee","03-Dec-10","05-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01358/B"
"10/01361/B","Demolition of existing dwelling and out buildings, and erection of a replacement dwelling and increase in residential curtilage","Hillside Farm Slieau Whallian Road Lower Foxdale Isle Of Man IM4 3BJ","Refused","01-Nov-10","Head of Development Management","03-Nov-10","08-Jun-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01361/B"
