"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","CompletionDate","Issue"
"ec504d4d513ad60ffc9e1b4ed6a01831","","","","Garage And Workshop At Rear Of 9 Falcon Street","","Douglas","IM2 3EZ","Onchan","38,000.00","38,000.00","19/07/2013","17/12/2013","Garage And Workshop At Rear Of 9 Falcon Street is an invalid street name"
"d3b38b3ea3c1facbe96ac0f34466fcf5","","","","Garage And Workshop At Rear Of 9 Falcon Street","","Douglas","IM2 3EZ","Onchan","50,000.00","0.00","17/07/2019","24/08/2019","Garage And Workshop At Rear Of 9 Falcon Street is an invalid street name"
"48bef89dbe24da7b8433da51170719f2","","","","Pathway Adjoining Lakeside Road","Governors Hill","Douglas","IM2 7BH","Onchan","","0.00","27/06/2013","20/06/2014","Pathway Adjoining Lakeside Road is an invalid street name"
"824bc862589caec5d562194ce1b400db","","","","Pathway Adjoining Lakeside Road","Governors Hill","Douglas","IM2 7BH","Onchan","0.00","0.00","21/12/2022","24/03/2023","Pathway Adjoining Lakeside Road is an invalid street name"
"0780fb30e6560eaa17281a742093275b","","","Garage Plot","Rear Of Mokhotlong And Brunswick Road","","Douglas","IM2 3NQ","Onchan","1,000.00","1,000.00","04/10/2013","12/02/2014","Rear Of Mokhotlong And Brunswick Road is an invalid street name"
"53c901bf02a8728c199bad1682b023a1","","","Garage Plot","Rear Of Mokhotlong And Brunswick Road","","Douglas","IM2 3NQ","Onchan","5,500.00","5,500.00","07/03/2022","26/05/2022","Rear Of Mokhotlong And Brunswick Road is an invalid street name"
"3252f844cd29a17a67ccbe85890e6da8","","","6 Garages","Rear Of Falkland Drive","","Onchan","","Onchan","100,000.00","50,000.00","26/11/2013","25/04/2014","Rear Of Falkland Drive is an invalid street name"
"85d9d77b7c22072e9384bb19ce77a4ad","","","6 Garages","Rear Of Falkland Drive","","Onchan","","Onchan","100,000.00","50,000.00","28/11/2013","09/09/2014","Rear Of Falkland Drive is an invalid street name"
"a53b6ed42a7ba8d97d1279b1cabdae17","","","","Plot Of Land Abutting","Somerset Road","Douglas","","Onchan","200,000.00","200,000.00","25/10/2013","05/06/2014","Plot Of Land Abutting is an invalid street name"
"f00ec0c1107f70195336dd5bce023c1f","","","","Plot Of Land Abutting","Somerset Road","Douglas","IM2 5AE","Onchan","100,000.00","100,000.00","24/02/2023","20/04/2023","Plot Of Land Abutting is an invalid street name"
"8fec69a605b5ab61b0977ce87f6accc9","","","","Garage At Julian Road","","Douglas","","Onchan","17,000.00","17,000.00","26/11/2013","21/05/2014","Garage At Julian Road is an invalid street name"
"e65c03357d31c56f6c97ef42e6ce92be","","","10 Garages","Rear Of Woodbourne Road And Somerset Road","","Douglas","","Onchan","170,000.00","170,000.00","26/11/2013","23/05/2014","Rear Of Woodbourne Road And Somerset Road is an invalid street name"
"314ee9c69976aa8dde23ae21ad24339f","","","","Land Lying To The South Of The Farmhouse","Abbeylands Estate","Onchan","","Onchan","50,000.00","50,000.00","11/07/2013","30/06/2015","Land Lying To The South Of The Farmhouse is an invalid street name"
"3132ed55df6b8681735f6566bca2a903","","","","Forecourt At Wybourn Grove","","Onchan","IM3 4AL","Onchan","1,000.00","1,000.00","09/07/2014","23/02/2015","Forecourt At Wybourn Grove is an invalid street name"
"93c3ce6f60f56eab5c8e0632c35c70c5","","","","Forecourt At Wybourn Grove","","Onchan","IM3 4AU","Onchan","1,000.00","0.00","30/06/2021","04/11/2021","Forecourt At Wybourn Grove is an invalid street name"
"8f49a23af08045249dbd9585f2425815","Apartment 3","","Prospect Court","27 Woodbourne Road","","Douglas","","Onchan","185,000.00","185,000.00","13/06/2014","11/02/2015","27 Woodbourne Road is an invalid street name"
"b901077a8576e48bb49467d137de6480","","","","Land Situate Adjoining The Creg-Ny-Baa","","Onchan","IM4 5BP","Onchan","10,000.00","10,000.00","18/08/2014","23/02/2015","Land Situate Adjoining The Creg-Ny-Baa is an invalid street name"
"019a72217001edc1e2114bc995c147f6","","","Garages 1 2 And 3","Rear Of The Willows","Victoria Road","Douglas","IM2 6AQ","Onchan","50,000.00","0.00","29/08/2014","24/02/2015","Rear Of The Willows is an invalid street name"
"df387e54763c0c338b5bf942d63f435b","","","","Land Off Harbour Road","","Onchan","","Onchan","1,680,000.00","1,680,000.00","16/12/2014","31/01/2017","Land Off Harbour Road is an invalid street name"
"35944782b552554bfcd9b1c27d098ca7","","","","16, 17 And 18 Port Jack","","Onchan","IM3 1EA","Onchan","272,500.00","272,500.00","04/11/2014","29/02/2016","16, 17 And 18 Port Jack is an invalid street name"
"6590a97d64ef85b3651d926e9b66493c","APARTMENT 7","","Fullwood Court","7 Palace Road","","Douglas","IM2 4LD","Onchan","219,950.00","219,950.00","20/09/2023","24/11/2023","7 Palace Road is an invalid street name"
"822422137b1341aa0f2a5c8a169743c2","","","Garage","Off Summerhill Road","","Onchan","","Onchan","10,000.00","10,000.00","19/12/2014","20/07/2015","Off Summerhill Road is an invalid street name"
"d12386f8b4263b5ec0e0c10cb61d242a","","","Garage","Off Summerhill Road","","Onchan","","Onchan","10,500.00","10,500.00","01/02/2023","23/02/2023","Off Summerhill Road is an invalid street name"
"e0dfc46c93599cb398fb2766e5529d24","","","Garages 5 And 6","Rear Of Westbourne Drive","","Douglas","","Onchan","35,000.00","35,000.00","24/03/2015","16/09/2015","Rear Of Westbourne Drive is an invalid street name"
"d1e65eab58b0771ebbdb4b5c3131ea42","","","","Garden At 16 Reginald Mews","Governors Hill","Douglas","IM2 7AN","Onchan","","0.00","27/06/2013","29/06/2015","Garden At 16 Reginald Mews is an invalid street name"
"25dacdb90c23a2e12e984a37bcedd497","","","Entrance And Turning Area","Off Kelvin Road","","Onchan","IM3 1AS","Onchan","130,000.00","1.00","03/05/2013","23/03/2016","Off Kelvin Road is an invalid street name"
"a1552561612603b360a0de5300202cb6","","","Entrance And Turning Area","Off Kelvin Road","","Onchan","IM3 1AS","Onchan","13,000.00","1.00","12/02/2019","26/04/2019","Off Kelvin Road is an invalid street name"
"f30accf77583430c3e3f88b48437bf5d","","","","Land Part Of Lower Ballanard","Ballanard Road","Douglas","","Onchan","500.00","500.00","01/07/2014","08/10/2015","Land Part Of Lower Ballanard is an invalid street name"
"de40f609f70f3527d67d635ccf8f210c","","","","Land Part Of Lower Ballanard","Ballanard Road","Douglas","","Onchan","350,000.00","350,000.00","02/11/2015","26/02/2016","Land Part Of Lower Ballanard is an invalid street name"
"1723397eade5f3a7fe221c0446079543","","","","Land Adjacent To 11 Snaefell Crescent","","Onchan","IM3 4NH","Onchan","210,000.00","210,000.00","03/07/2015","26/07/2017","Land Adjacent To 11 Snaefell Crescent is an invalid street name"
"98183ffbfb1546a5486023f190c95397","","","","Parcel Of Land At Scollag Road","Abbeylands Estate","Onchan","IM4 5BX","Onchan","5,000.00","5,000.00","07/01/2014","15/09/2015","Parcel Of Land At Scollag Road is an invalid street name"
"283cea65131e7e246f192bd79f5e5299","","","Park Road School Site","Abutting Park Road Derby Road And Melbourne Street","","Douglas","","Onchan","1,650,000.00","10.00","14/07/2015","25/01/2016","Abutting Park Road Derby Road And Melbourne Street is an invalid street name"
"ddec36d5b9577db15a46aad6f2be5034","","","","Allotment At Eastfield","","Douglas","","Onchan","14,000.00","14,000.00","13/07/2015","18/01/2016","Allotment At Eastfield is an invalid street name"
"f49cbf2ac603aa732d4dca4353f959fa","","","Viking House","63 Summerhill Road","","Onchan","IM3 1NS","Onchan","405,000.00","405,000.00","21/08/2015","26/01/2016","63 Summerhill Road is an invalid street name"
"9b377400477fabf6764f8b4dc1710dad","","","Viking House","63 Summerhill Road","","Onchan","IM3 1NS","Onchan","690,000.00","690,000.00","30/09/2022","30/11/2022","63 Summerhill Road is an invalid street name"
"2018448b5d9c2e4189728ca78e118195","","","","Land At Parade Street","","Douglas","","Onchan","2,820,000.00","8,000,200.00","26/11/2015","24/03/2016","Land At Parade Street is an invalid street name"
"2e009447ed4f11a109e2b2027839fc8a","","","","Land To Rear Of Shea Dy Vea","Ballanard Road","Douglas","","Onchan","5,000.00","5,000.00","20/03/2015","16/05/2016","Land To Rear Of Shea Dy Vea is an invalid street name"
"aaebae12ab2caaa84eb0c53efc8d9b0a","","","Cleveland Lodge","1 Albany Road","","Douglas","IM2 3AJ","Onchan","335,000.00","335,000.00","23/10/2015","31/12/2015","1 Albany Road is an invalid street name"
"b992520235c16be0cd13eb318c0e7eba","","","Garage","Lane To Rear Of Westbourne Drive","","Douglas","IM1 4BD","Onchan","12,500.00","12,500.00","19/10/2015","18/05/2016","Lane To Rear Of Westbourne Drive is an invalid street name"
"7f20ec7f2f447a2d00d3e39b9567861a","","","Garage","Lane To Rear Of Westbourne Drive","","Douglas","IM1 4BD","Onchan","12,500.00","12,500.00","11/03/2022","30/04/2022","Lane To Rear Of Westbourne Drive is an invalid street name"
"9413ed2b4fa7027d4bccb1001576e08a","Flat 1","","","65 Bucks Road","","Douglas","IM1 3EF","Onchan","108,000.00","108,000.00","30/10/2015","17/02/2016","65 Bucks Road is an invalid street name"
"38a8a08b1eb06b8b5fb45c40968c9078","","","Shared Area In Relation To","10A And 10B Cronk Y Berry View","","Douglas","IM2 6HH","Onchan","","0.00","17/03/2006","30/01/2018","10A And 10B Cronk Y Berry View is an invalid street name"
"5c38080ecd09d4ea0733c02446e32260","","","Garage 3","Lane To The Rear Of Woodbourne Road","","Douglas","","Onchan","9,000.00","9,000.00","11/12/2015","08/06/2016","Lane To The Rear Of Woodbourne Road is an invalid street name"
"4289ca5c396470fdc7d8fe37c3355cee","","","","Plot Of Land","Groudle Road","Onchan","","Onchan","150,000.00","150,000.00","04/03/2016","19/07/2016","Plot Of Land is an invalid street name"
"a4a1508b075fb5a97584291097c4619f","","","Warehouse","Rear Of Bucks Road","","Douglas","","Onchan","145,000.00","145,000.00","27/04/2016","25/07/2016","Rear Of Bucks Road is an invalid street name"
"748204eebfdd18dcad23279fbb73829e","","","Warehouse","Rear Of Bucks Road","","Douglas","","Onchan","285,000.00","285,000.00","17/02/2022","09/05/2023","Rear Of Bucks Road is an invalid street name"
"b38e6485f07e2b646298512319e6d550","","","Holly Cottage","64 Main Road","","Onchan","IM3 1AL","Onchan","93,000.00","93,000.00","12/05/2016","12/09/2016","64 Main Road is an invalid street name"
"ba3f284fe55a4fc92fd20b7139838977","","","","Land At Abbeylands Estate","","Onchan","IM4 5BX","Onchan","30,000.00","30,000.00","29/04/2014","24/04/2017","Land At Abbeylands Estate is an invalid street name"
"bf7b3805aa5287a17163224f343c4192","","","","Land At Abbeylands Estate","Abbeylands","Onchan","IM4 5BX","Onchan","30,000.00","30,000.00","20/04/2018","06/06/2018","Land At Abbeylands Estate is an invalid street name"
"b50c388220a09b080155683fc4e74fe3","","","","Land At Abbeylands Estate","Abbeylands","Onchan","IM4 5BX","Onchan","30,000.00","30,000.00","05/09/2019","29/10/2019","Land At Abbeylands Estate is an invalid street name"
"3f35393485c020e6e2c997131874eba4","","","","Land At Abbeylands Estate","Abbeylands","Onchan","IM4 5BX","Onchan","30,000.00","30,000.00","22/10/2019","12/11/2019","Land At Abbeylands Estate is an invalid street name"
"22212ee7b5e60409271fb0515ca32097","","","","Store 21","Kensington Place","Onchan","IM3 1HL","Onchan","5,000.00","1.00","22/07/2016","25/10/2016","Store 21 is an invalid street name"
"e0345d9e600509ab6a6909f00e291d66","","","Shared Area In Relation To","2 Hillberry Meadows","Governors Hill","Douglas","IM2 7BJ","Onchan","","0.00","26/10/2016","18/07/2017","2 Hillberry Meadows is an invalid street name"
"2cd9e00131c5c04f8f5649a8fc50c3a3","","","Shared Area In Relation To","2 Hillberry Meadows","Governors Hill","Douglas","IM2 7BJ","Onchan","","0.00","08/01/2020","13/02/2020","2 Hillberry Meadows is an invalid street name"
"befb9e6e62057e99bdc89baa25d20422","","","Shared Area In Relation To","2 Hillberry Meadows","Governors Hill","Douglas","IM2 7BJ","Onchan","0.00","0.00","28/06/2022","26/09/2022","2 Hillberry Meadows is an invalid street name"
"ca61058cdb96308a221e28228f4cd485","","","","4 Mount View Terrace","","Onchan","IM3 1AB","Onchan","150,000.00","150,000.00","06/01/2017","15/03/2017","4 Mount View Terrace is an invalid street name"
"8b886df8e8cfe5b15543b27e81caf17d","","","Flat 1","3 Kingswood Grove","","Douglas","IM1 3LY","Onchan","130,000.00","130,000.00","27/11/2013","25/05/2017","3 Kingswood Grove is an invalid street name"
"04a5672924722e83118b696a4647cbbc","","","A Private Roadway Providing Access To","4 And 5 Lucerne Court","","Douglas","IM2 6BJ","Onchan","","0.00","24/11/2016","26/07/2017","4 And 5 Lucerne Court is an invalid street name"
"1d71d0c8a400342b4da2974ffbed6fc2","","","","24 Port-E-Chee Avevue","","Douglas","IM2 5EW","Onchan","287,000.00","287,000.00","21/02/2017","19/06/2017","24 Port-E-Chee Avevue is an invalid street name"
"de3d1d638b9d42adb2bd4b753a7d1bb0","","","","Apartment 2","5 The Esplanade","Douglas","IM2 4LR","Onchan","250,000.00","0.25","07/03/2017","27/07/2017","Apartment 2 is an invalid street name"
"eb44783545f2d2045dea053105e8777b","APARTMENT 2","","","5 The Esplanade","Central Promenade","Douglas","IM2 4LR","Onchan","170,000.00","170,000.00","28/04/2023","30/05/2023","5 The Esplanade is an invalid street name"
"7386ea3d62fba2ae8f9c54c806ab1fa7","","","","7 The Cherry Walk","","Douglas","IM2 5NS","Onchan","306,000.00","306,000.00","17/02/2017","15/06/2017","7 The Cherry Walk is an invalid street name"
"6c64e0ac7435117145353321814f04c0","","","","Land At Abbeylands Estate","Scollag Road","Onchan","IM4 5BU","Onchan","85,000.00","85,000.00","07/04/2017","13/03/2018","Land At Abbeylands Estate is an invalid street name"
"7f32330df0fe2c65d3a98a72f1ebfb50","","","Flat 3","2 The Esplande","Central Promenade","Douglas","IM2 4LR","Onchan","185,000.00","185,000.00","28/02/2017","11/12/2017","2 The Esplande is an invalid street name"
"f436d79ffdabd43bd520dece680648e5","","","Apartment 3","5 The Esplanade","","Douglas","IM2 4LR","Onchan","230,000.00","0.25","07/03/2017","26/07/2017","5 The Esplanade is an invalid street name"
"44e0d9dbe7d6b73fbc5733e4e37523b7","","","Shared Area In Relation To","16A And 16B Cronk Y Berry View","","Douglas","IM2 6HH","Onchan","0.25","0.25","06/06/2017","04/04/2018","16A And 16B Cronk Y Berry View is an invalid street name"
"0ce2d69931ac1291057fe9ed689d3a20","","","","22 And 24 Broadway","","Douglas","IM2 4EL","Onchan","435,000.00","435,000.00","21/07/2017","18/01/2018","22 And 24 Broadway is an invalid street name"
"a0f709941dfe953ca146e8dd12760a1a","","","","Land Part Of Abbeylands Estate","","Onchan","IM4 5BX","Onchan","26,000.00","26,000.00","30/08/2017","15/02/2018","Land Part Of Abbeylands Estate is an invalid street name"
"f584e2aad291f0b918db1ad4310124ef","","","The Albert Hotel","3 Chapel Row","","Douglas","IM1 2BJ","Onchan","400,000.00","400,000.00","18/07/2016","13/10/2017","3 Chapel Row is an invalid street name"
"1688ee688b0f0955dbcd1deeadddf629","","","Shared Area In Relation To","13 Cronk Y Berry Mews","","Douglas","IM2 6HQ","Onchan","","0.00","31/07/2017","12/04/2018","13 Cronk Y Berry Mews is an invalid street name"
"1bac122bf84231fbefe6f285eed71dc8","","","Shared Area In Relation To","50 Cronk Y Berry Avenue","","Douglas","IM2 6HG","Onchan","","0.00","29/05/2012","31/01/2018","50 Cronk Y Berry Avenue is an invalid street name"
"a01a4868028b297299955bdf99f23aa0","","","Shared Area In Relation To","46 Cronk Y Berry Avenue","","Douglas","IM2 6HG","Onchan","","0.00","10/12/2013","30/01/2018","46 Cronk Y Berry Avenue is an invalid street name"
"87b56faf21a35f45a908636e1d2f7ac9","","","Shared Area In Relation To","46 Cronk Y Berry Avenue","","Douglas","IM2 6HG","Onchan","1.00","1.00","09/05/2017","30/01/2018","46 Cronk Y Berry Avenue is an invalid street name"
"b414a215234ff051b669e0101ed2be8c","FLAT 4","","Compton Court","4 Clarence Terrace","Central Promenade","Douglas","IM2 4LS","Onchan","165,000.00","165,000.00","13/11/2017","26/01/2018","4 Clarence Terrace is an invalid street name"
"eee5ddc6a8de0a2825722ec18030c8dc","","","Shared Area In Relation To","9 Cronk Y Berry Avenue","","Douglas","IM2 6HE","Onchan","0.25","0.25","23/02/2018","23/08/2018","9 Cronk Y Berry Avenue is an invalid street name"
"c72663cc30da4478872973a3d09a0c19","","","","Unit 9","Hills Meadow","Douglas","IM1 5EA","Onchan","180,000.00","180,000.00","19/12/2017","29/08/2018","Unit 9 is an invalid street name"
"a8100a925447002ae765efb2c713998a","","","","16A And 16B Cronk Y Berry View","","Douglas","IM2 6HH","Onchan","0.25","0.25","06/06/2017","19/03/2018","16A And 16B Cronk Y Berry View is an invalid street name"
"936a82b06d9cf2bd69b2fc37c6303bcf","","","Garages","Rear Of Palatine Road","","Douglas","IM2 3BP","Onchan","325,000.00","325,000.00","16/02/2018","25/04/2018","Rear Of Palatine Road is an invalid street name"
"959298220d52bf101f52b72fb78f0959","","","Garages","Rear Of Palatine Road","","Douglas","IM2 3BP","Onchan","5,000.00","0.25","03/07/2019","17/12/2019","Rear Of Palatine Road is an invalid street name"
"2881c4288d350150e39b0d4a02631bc4","","","","Shared Roadway In Relation To 12 Hailwood Avenue","Governors Hill","Douglas","","Onchan","","0.00","26/01/2018","25/07/2018","Shared Roadway In Relation To 12 Hailwood Avenue is an invalid street name"
"797dc1ffe3d40e04dadafe686a9754ef","","","","Shared Roadway In Relation To 12 Hailwood Avenue","Governors Hill","Douglas","","Onchan","0.00","0.00","31/10/2023","14/12/2023","Shared Roadway In Relation To 12 Hailwood Avenue is an invalid street name"
"c4fa1c410fd12514869036cfe380cffe","","","","Parcel Of Land Off Victoria Road","","Douglas","IM2 4HQ","Onchan","1,500.00","1,500.00","06/03/2018","14/08/2018","Parcel Of Land Off Victoria Road is an invalid street name"
"a093f82e13f3a5387bfcb95d3638d8f9","","","Atlantic House","4 - 8 Circular Road","","Douglas","IM1 1AG","Onchan","2,178,500.00","2,178,500.00","21/03/2018","31/07/2018","4 - 8 Circular Road is an invalid street name"
"b7aefa7182416c7aa78c083d94925380","Apartment 4","","The Belgravia","3 Mona Drive","","Douglas","IM2 4LG","Onchan","149,950.00","149,950.00","20/03/2018","29/06/2018","3 Mona Drive is an invalid street name"
"2adf8ed760a83d982b815a3f0acd8294","","","","24 Birchill Crescent","","Onchan","IM3 3DJ","Onchan","230,000.00","230,000.00","23/03/2018","22/08/2018","24 Birchill Crescent is an invalid street name"
"9f008d8fe3fb983779bfda1188067942","","","","27 Cronk Drean","","Douglas","IM2 6AU","Onchan","525,000.00","525,000.00","25/10/2017","17/09/2018","27 Cronk Drean is an invalid street name"
"b726fd1d401b277212ce6482a9a98a6b","","","","2 Hillcroft","Governors Hill","Douglas","IM2 7DW","Onchan","240,000.00","240,000.00","13/04/2018","28/08/2018","2 Hillcroft is an invalid street name"
"bc69625ede6beb20cb4af48494c7e517","","","","25 Marathon Road","","Douglas","IM2 4HN","Onchan","218,000.00","218,000.00","25/05/2018","13/08/2018","25 Marathon Road is an invalid street name"
"b40aa7b50fc39032ba36112fe0e35eb6","","","","1 And 3 Farrant Street","","Douglas","IM2 3HF","Onchan","210,000.00","210,000.00","17/07/2018","20/08/2018","1 And 3 Farrant Street is an invalid street name"
"1b038f0a57a6109f3f8ffe92fb6e54d5","Flat 8","","Claymore Apartments","16 Stanley View","","Douglas","IM2 3JA","Onchan","45,000.00","45,000.00","27/04/2018","18/09/2018","16 Stanley View is an invalid street name"
"6b5918eabffb01a2c02af5eb942ac6a5","","","","30 Sunnybank Avenue","","Onchan","IM3 3BP","Onchan","340,000.00","340,000.00","18/05/2018","12/10/2018","30 Sunnybank Avenue is an invalid street name"
"cb23c5833c9b55347bf6b5f53c573215","","","","44 Whitebridge Road","","Onchan","IM3 4HR","Onchan","295,000.00","295,000.00","31/07/2018","25/10/2018","44 Whitebridge Road is an invalid street name"
"401be2491b2cb79db448dde35baf4f2a","","","","44 Whitebridge Road","","Onchan","IM3 4HR","Onchan","519,950.00","519,950.00","17/02/2023","31/03/2023","44 Whitebridge Road is an invalid street name"
"f3f686b39fb53f4470938069496f5460","","","","35A Auburn Road","","Onchan","IM3 1LP","Onchan","240,000.00","240,000.00","13/07/2018","18/10/2018","35A Auburn Road is an invalid street name"
"6d36e4180941bb82fff1fde8a08e9265","","","","44 Seafield Close","Birch Hill","Onchan","IM3 3BU","Onchan","229,950.00","229,950.00","13/07/2018","02/11/2018","44 Seafield Close is an invalid street name"
"965a1a526ae4c6a766d792a02f59913f","","","","72 Derby Square","","Douglas","IM1 3LR","Onchan","1,000.00","1.00","16/07/2018","18/10/2018","72 Derby Square is an invalid street name"
"62b04341d34657ee3e853d04c1ef1d15","Flat 3","","","55 Royal Avenue West","","Onchan","IM3 1HF","Onchan","135,500.00","135,500.00","06/07/2018","17/10/2018","55 Royal Avenue West is an invalid street name"
"8146d136c8243fd7dd5ad7e350691639","Flat 3","","","55 Royal Avenue West","","Onchan","IM3 1HF","Onchan","175,000.00","175,000.00","27/10/2023","19/01/2024","55 Royal Avenue West is an invalid street name"
"41605e171e550e0899fc1da20770adde","","","","41 Cronk Drean","","Douglas","IM2 6AU","Onchan","395,000.00","395,000.00","03/08/2018","26/10/2018","41 Cronk Drean is an invalid street name"
"f1b7b9af2a0255d6e86bc7a09d4ab3ad","","","","41 Cronk Drean","","Douglas","IM2 6AU","Onchan","459,950.00","459,950.00","24/05/2021","06/06/2021","41 Cronk Drean is an invalid street name"
"03602ab7fc45236006aa5510bdc3a01b","","","","5 And 5A Windsor Road","","Douglas","IM1 3LD","Onchan","140,000.00","140,000.00","18/07/2018","02/10/2018","5 And 5A Windsor Road is an invalid street name"
"1016f42d053c92e565dc4fda23cea8ee","","","Garage 11A","Rear Of Palatine Road","","Douglas","IM2 3BP","Onchan","52,500.00","52,500.00","30/08/2018","23/11/2018","Rear Of Palatine Road is an invalid street name"
"50b4c6135041c73536b8874f1f18ee69","","","","30 Cronk Avenue","Birch Hill","Onchan","IM3 3DF","Onchan","230,000.00","230,000.00","19/06/2018","22/11/2018","30 Cronk Avenue is an invalid street name"
"9d518112795b8b3bbbe7307e28bbde14","","","","30 Cronk Avenue","Birch Hill","Onchan","IM3 3DF","Onchan","274,000.00","274,000.00","12/03/2021","23/07/2021","30 Cronk Avenue is an invalid street name"
"aac5d9594ae9dda35b62035035c03d58","","","","3 Glen Falcon Terrace","Murrays Road","Douglas","IM2 3HR","Onchan","200,000.00","200,000.00","20/07/2018","14/11/2018","3 Glen Falcon Terrace is an invalid street name"
"14a9129e860ec6e35ba32682ae24dcfb","","","","21 Highcroft Avenue","","Douglas","IM2 5BW","Onchan","180,000.00","90,000.00","09/08/2018","25/09/2018","21 Highcroft Avenue is an invalid street name"
"ae37cf349b6d5f4edfc893c47da40640","","","","25 Greeba Drive","","Onchan","IM3 1ER","Onchan","231,000.00","231,000.00","27/06/2018","14/11/2018","25 Greeba Drive is an invalid street name"
"1ade500309c5c50776d2825d40a670b5","","","Garage 1","Rear Of Palatine Road","","Douglas","","Onchan","24,500.00","24,500.00","10/08/2018","22/02/2019","Rear Of Palatine Road is an invalid street name"
"525185744242a5cc0fc354b32726cf34","","","","1 Hillcroft Green","Governors Hill","Douglas","IM2 7EQ","Onchan","170,000.00","170,000.00","07/09/2018","03/12/2018","1 Hillcroft Green is an invalid street name"
"4a7252fd41b680fd5da8cc6c98d14730","","","","1 Hillcroft Green","Governors Hill","Douglas","IM2 7EQ","Onchan","170,000.00","0.00","07/10/2020","08/06/2023","1 Hillcroft Green is an invalid street name"
"febd04274c603da032b7f91e0a189d38","Flat 4","","","36 Castlemona Avenue","","Douglas","IM2 4EG","Onchan","60,000.00","60,000.00","16/08/2018","20/12/2018","36 Castlemona Avenue is an invalid street name"
"f2af716083857b5a33fab2c78c535a7a","Flat 4","","","36 Castlemona Avenue","","Douglas","IM2 4EG","Onchan","100,000.00","100,000.00","04/03/2022","09/04/2022","36 Castlemona Avenue is an invalid street name"
"2fc1d2622c8aea038db62d9e33ab4845","","","","20 Hillberry Heights","Governors Hill","Douglas","IM2 7BP","Onchan","228,000.00","228,000.00","14/09/2018","20/11/2018","20 Hillberry Heights is an invalid street name"
"09f64f671cf436a5e603a04905d74728","","","Yard Rear Of Somerset House","1 Somerset Road","","Douglas","","Onchan","","0.00","24/08/2018","16/10/2018","1 Somerset Road is an invalid street name"
"8920beca5159f5cb4ded90e9d1645a16","","","","30 Cronk Drean","Second Avenue","Douglas","IM2 6AU","Onchan","430,000.00","430,000.00","10/08/2018","09/02/2019","30 Cronk Drean is an invalid street name"
"eb357df6c236beb0b4145d7e1db5faf6","","","","12 Devonshire Road","","Douglas","IM2 3RB","Onchan","375,000.00","187,500.00","12/10/2018","21/01/2019","12 Devonshire Road is an invalid street name"
"4a5817c4439aa0fc60b2a04438bf3498","","","","12 Devonshire Road","","Douglas","IM2 3RB","Onchan","400,000.00","400,000.00","19/02/2021","03/06/2021","12 Devonshire Road is an invalid street name"
"e28359100340e535b002df1fda7f3001","","","","12 Devonshire Road","","Douglas","IM2 3RB","Onchan","480,000.00","480,000.00","18/10/2022","24/03/2023","12 Devonshire Road is an invalid street name"
"ba8e69b51226b790f840cff09220e8ff","","","Land Abutting","7 The Castleward Green","","Douglas","IM2 5PS","Onchan","1,000.00","1,000.00","19/10/2018","12/02/2019","7 The Castleward Green is an invalid street name"
"ae332f8d27302b6c931f364d08dce1f7","","","Land Abutting","7 The Castleward Green","","Douglas","IM2 5PS","Onchan","1,000.00","0.00","09/11/2018","04/03/2019","7 The Castleward Green is an invalid street name"
"a02bca49be004c922220d14696bf5d77","","","Danescourt","76 King Edward Road","","Onchan","IM3 2AU","Onchan","460,000.00","460,000.00","17/08/2018","13/02/2019","76 King Edward Road is an invalid street name"
"7adabebd72e7dc70e48284ed056cd351","","","","28 Falcon Street","","Douglas","IM2 3HA","Onchan","247,000.00","247,000.00","03/08/2018","23/02/2019","28 Falcon Street is an invalid street name"
"d013b2e166eb0a49fc5be3b5b8bec4a3","","","","28 Falcon Street","","Douglas","IM2 3HA","Onchan","259,000.00","259,000.00","06/12/2019","07/02/2020","28 Falcon Street is an invalid street name"
"976577cccb11716d709a8b3d3dbcb867","","","","25 Heywood Close","","Onchan","IM3 3AF","Onchan","195,000.00","195,000.00","27/07/2018","18/02/2019","25 Heywood Close is an invalid street name"
"e186dfded6041f0e59af44c3f638ddef","","","Garage 3","Rear Of Palatine Road","","Douglas","IM2 3BP","Onchan","28,000.00","28,000.00","29/08/2018","10/01/2019","Rear Of Palatine Road is an invalid street name"
"1130cfaac55ac0c4ea1d256e8b634c91","","","","11 Christian Road","","Douglas","IM1 2QH","Onchan","162,500.00","162,500.00","16/08/2018","21/11/2018","11 Christian Road is an invalid street name"
"b7bd4830fc1e2a4348df34c7bcdc2014","","","","6 Peveril Street","","Douglas","IM1 1BT","Onchan","199,000.00","0.00","31/08/2018","22/11/2018","6 Peveril Street is an invalid street name"
"08aafe2d7093751847e1d45e95257465","","","","7 Upper Dukes Road","","Douglas","IM2 4BA","Onchan","155,000.00","155,000.00","23/08/2018","06/12/2018","7 Upper Dukes Road is an invalid street name"
"f33b806f99e7801776c74349dec44804","","","","8 Crosby Terrace","","Douglas","IM2 5DG","Onchan","273,000.00","273,000.00","25/10/2018","30/11/2018","8 Crosby Terrace is an invalid street name"
"0f56aa1101cdb3404ad715edc8fe7c81","","","","18 Malvern Road","","Douglas","IM2 5AR","Onchan","132,500.00","132,500.00","24/10/2018","28/11/2018","18 Malvern Road is an invalid street name"
