Planning  Applications Determined between 1/1/17 - 31/12/17,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,17/00738/B,Erection of a polytunnel and associated planting,17-Aug-17,Senior Planning Officer - North (CB),Field 522740 Quines Hill Port Soderick Isle Of Man  
Certificate of Lawfulness AGREED,17/00752/LAW,Application to make lawful the installation of a door to replace an existing window,24-Aug-17,Senior Planning Officer - South (SC),64 Royal Avenue Onchan Isle Of Man IM3 1LB
Permitted,17/00766/B,Erection of decking platform and steps within rear garden for maintenance purposes,30-Aug-17,Senior Planning Officer - South (SC),12 Killeaba Mount Ramsey Isle Of Man IM8 2JG
Permitted,17/00775/B,Alterations to front elevation,22-Sep-17,Senior Planning Officer - South (SC),Anagh Coar Stores Cushag Road Douglas Isle Of Man IM2 2BZ
Permitted,17/00857/GB,"Alterations including relocation of visitor shop, relocation and replacement of drawbridge, new ramp and steps to ground floor of keep (in connection with Registered Building Application 17/00858/CON)",03-Oct-17,Planning Committee,Castle Rushen The Quay Castletown Isle Of Man IM9 1LD
Permitted,17/00890/B,"Erection of extension to rear of property, replacing flat roof with pitched roof, conversion of garage to living accommodation and alterations to driveway",27-Sep-17,Head of Development Management,60 Beech Grove Ballasalla Isle Of Man IM9 2DX
Permitted,17/00913/B,"Creation of a wall, pillar and pedestrian access (retrospective)",23-Oct-17,Head of Development Management,Riversdale Glen Roy Laxey Isle Of Man IM4 7QB 
Permitted,17/00914/B,Replacement of existing rear lean to conservatory with a sun lounge extension,15-Nov-17,Head of Development Management,16 Hampton Grove Douglas Isle Of Man IM2 2NQ
Permitted,17/00916/B,Replacement of existing conservatory roof with fibreglass roof,15-Nov-17,Head of Development Management,The Haven Dogmills Ramsey Isle Of Man IM7 4AD 
Permitted,17/00148/B,Erection of single storey extension and creation of dormer window,21-Mar-17,Senior Planning Officer - North (CB),13 Raad Ny Gabbil Castletown Isle Of Man IM9 1HH
Permitted,17/00159/C,Change of use application for additional use of existing juice kitchen to Class 1 and takeaway,30-Mar-17,Senior Planning Officer - South (SC),Creative Juices The Promenade Laxey Isle Of Man IM4 7DD 
Permitted,17/00181/B,Installation of flue outlet from log burner,12-Apr-17,Director 2017+,3 Creggan Lea Port St. Mary Isle Of Man IM9 5BD
Permitted,17/00221/B,Change of use from Class 1 Shops to Veterinary Practice and Pet Groomers,04-Apr-17,Senior Planning Officer - South (SC),Unit 23B The Village Walk Onchan Isle Of Man IM3 4EB 
Permitted,17/00251/B,Erection of detached dwelling with garaging to replace existing dwelling,14-Dec-17,Planning Committee,Shenvalley Farm Foxdale Road St Marks Ballasalla Isle Of Man IM9 3AL
Refused,17/00254/B,Change of use of part of field to campsite including installation of 10 'Glamping' pods and a welcome centre including the creation of a new pedestrian access from Spaldrick Promenade,25-May-17,Planning Committee,Field 411194 Rowany Golf Club Rowany Drive Port Erin Isle Of Man  
Permitted,17/00570/B,"Alterations, relocation of driveway and creation of vehicular access",15-Nov-17,Senior Planning Officer - South (SC),Grenaby House (formerly Thie Vane) Junction At Grenaby And Foxdale Road Ballasalla Isle Of Man IM9 3DR 
Permitted,17/00571/GB,"Alterations, creation of two hotel bedrooms, relocation of existing kitchen, doorway / access alterations and installation of sun tubes and new windows within resized existing openings (in association with 17/00572/CON)",11-Aug-17,Head of Development Management,The George Hotel The Parade Castletown Isle Of Man IM9 1LG
Permitted,17/00966/B,Alterations and creation of additional windows,27-Oct-17,Head of Development Management,Golf Club Mount Murray Mount Murray Road Santon Isle Of Man  
Permitted,17/01086/B,Conversion of existing outbuilding to provide ancillary living accommodation,22-Dec-17,Head of Development Management,Mill House Old Castletown Road Santon Isle Of Man IM4 1EX
Permitted,17/01123/C,Change of use of residential dwelling to self-catering tourist accommodation,15-Dec-17,Senior Planning Officer - South (SC),Sycamore Lodge Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW 
Permitted,17/01175/B,Removal of existing disused oil store and erection of store for charging electric mobility scooters,22-Dec-17,Head of Development Management,Reayrt Y Chrink Southlands Crescent Port Erin Isle Of Man IM9 6BE
Permitted,17/00582/B,Alterations to existing sun room roof,14-Jul-17,Senior Planning Officer - South (SC),Bankfield Bungalow Ballamodha Straight Ballasalla Isle Of Man IM9 3EL 
Permitted,17/00699/B,Replacement of external door with a window and associated alterations,17-Aug-17,Senior Planning Officer - North (CB),122 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JB 
Permitted,17/00724/B,Installation of a replacement front door,05-Oct-17,Senior Planning Officer - South (SC),26 Albany Road Douglas Isle Of Man IM2 3NG
Permitted,17/00813/B,"Alterations, erection of a garage extension and erection of a link extension to garage",23-Oct-17,Head of Development Management,5 Fairway Close Port Erin Isle Of Man IM9 6LS
Permitted,17/00864/C,Change of use of Queeyl Ushtey from ancillary accommodation and tourist accommodation to site managers accommodation; change of use of Pinfold Holiday Cottage from ancillary accommodation and holiday accommodation with individual lets not exceeding 4 week,23-Nov-17,Senior Planning Officer - North (CB),Pinfold Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN
Permitted,17/01044/B,"Alterations and extensions including enlargement of existing rear extension, installation of triangular dormer to front and flat roofed dormer to rear",29-Nov-17,Senior Planning Officer - South (SC),Clerehithe Ballafurt Road Port Erin Isle Of Man IM9 6HP
Refused,16/01011/B,Creation of a field access,23-Jan-17,Senior Planning Officer - South (SC),Field 514250 Mullinaragher Road Santon Isle Of Man  
Permitted,16/01025/B,Vehicular access with associated driveway.,28-Apr-17,Senior Planning Officer - South (SC),1 Woodside Terrace Douglas Isle Of Man IM2 3AH
Permitted,16/01039/B,Erection of an agricultural building with associated storage facilities,07-Feb-17,Planning Committee,Part Field 231019 Off Ballaleigh Road Kirk Michael Isle Of Man  
Permitted,17/00989/B,Replacement of existing glazed conservatory roof with slates,27-Oct-17,Head of Development Management,Ballaquinney Cottage Ronague Castletown Isle Of Man IM9 4HQ 
Permitted,17/01011/B,Alterations to external openings of property and landscaping works to garden (retrospective),27-Oct-17,Head of Development Management,Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR 
Permitted,17/01055/B,Replacement of existing conservatory roof with guardian burnt umber colour tiles,15-Nov-17,Head of Development Management,2 Laurel Avenue Onchan Isle Of Man IM3 3JD
Permitted,17/00802/B,"Additional use of two existing residential units as tourist accommodation, plus the erection of a conservatory (for tourist and / or residential use) to Unit 1",23-Nov-17,Head of Development Management,Bridge House Complex Mill Road Laxey Isle Of Man IM4 7AU
Permitted,17/01102/B,"Change of use of part of field to form part of residential curtilage for creation of patio, and installation of folding doors to rear of property",12-Dec-17,Planning Committee,Glenfield Glen Road Colby Isle Of Man IM9 4HW
Permitted,17/01169/B,Replacement of existing conservatory roof with tiled roof,07-Dec-17,Head of Development Management,45 Bemahague Avenue Onchan Isle Of Man IM3 4AP
Permitted,17/00983/B,Alterations to dwelling including installation of sliding/folding door and three roof lights,20-Oct-17,Head of Development Management,7 Abbots Drive Abbotswood Ballasalla Isle Of Man IM9 3EB 
Permitted,17/01154/B,Erection of rear extension at high level to provide access to second floor level,07-Dec-17,Head of Development Management,3 Station Road Peel Isle Of Man IM5 1AY
Permitted,17/00150/B,Installation of external flue from multifuel stove,17-Mar-17,Senior Planning Officer - North (CB),22 Eskdale Road Onchan Isle Of Man IM3 2AJ
Permitted,17/00670/B,Replacement of existing glazed conservatory roof with slates,24-Aug-17,Senior Planning Officer - South (SC),Phoenix Cottage Ballacorey Road Bride Isle Of Man IM7 4AW 
Permitted,17/00590/B,Revised access road pursuant to PA 15/01064/B for the erection of nine detached dwellings with associated landscaping and access,26-Jul-17,Senior Planning Officer - Enf (AM),Site Of Former Grand Island Hotel Bride Road Ramsey Isle Of Man  
Refused,17/00615/B,"Installation of a flue, erection of a detached garage (both retrospective), alterations and provision of additional first floor living accommodation",02-Aug-17,Senior Planning Officer - South (SC),1 Campion Way Douglas Isle Of Man IM2 7DT
Permitted,17/00535/B,Replacement of two existing up and over garage doors with a single roller shutter door,20-Jun-17,Senior Planning Officer - South (SC),Pomeroy Richmond Road Ramsey Isle Of Man IM8 3PB
Permitted,17/00627/B,Single storey extension to rear of property (forming amendments to scheme approved under PA17/00362/B),20-Jul-17,Senior Planning Officer - South (SC),38 Carrick Park Sulby Isle Of Man IM7 2EY
Permitted,17/01041/B,"Conversion of garage ground floor to guest accommodation and garage first floor to office accommodation, both ancillary to adjacent house",14-Nov-17,Planning Committee,Garage And Access Road Kilkenny House Colooneys Lane Cooil Douglas Isle Of Man  
Permitted,16/01366/B,Extension at rear of existing warehouse.,11-Jan-17,Senior Planning Officer - South (SC),Unit 2A Park Way Balthane Ballasalla Isle Of Man IM9 2AQ 
Permitted,17/00322/B,"Conversion of existing barn to provide a farm shop (Class 1) and cafe (Class 3) with associated kitchen, erection of an agricultural building, improvement works to existing farm tracks and creation of additional parking",13-Jul-17,Planning Committee,Close Leece Farm Patrick Road St Johns Isle Of Man IM4 3BR
Permitted,17/00324/B,Alterations to facilitate conversion at ground floor from nursery area to commercial unit (class 1) and to permit the use for beauty/nail salon.  Conversion of first floor from nursery to 2 self-contained residential apartments,13-Jul-17,Head of Development Management,13-14 Hailwood Court Douglas Isle Of Man IM2 7EA 
Permitted,17/00385/B,Alterations and additions including extension to rear of existing garage (amendments to PA 15/00495/B),28-Jun-17,Senior Planning Officer - North (CB),Troodos 32 Mill Street Castletown Isle Of Man IM9 1AG
Permitted,17/00418/B,Alteration of existing double garage door to form two single garage doors,16-Jun-17,Planning Committee,Cronkville Hillberry Road Onchan Isle Of Man IM3 3JP
Permitted,17/00451/B,Alterations and extensions to farm house,25-May-17,Senior Planning Officer - North (CB),Moaney Moar Farmhouse Ballabooie Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1HR 
Permitted,17/00837/B,Replacement of existing fencing around multi-use play areas (tennis courts),15-Nov-17,Senior Planning Officer - North (CB),Site At West Building Ramsey Grammar School Lezayre Road Ramsey Isle Of Man  
Permitted,17/01080/B,"Demolition of outhouse, erection of garage and relocation of access to kitchen",22-Dec-17,Head of Development Management,13 Belgravia Road Onchan Isle Of Man IM3 1HN
Permitted,17/00380/B,Erection of a greenhouse for use by community garden,28-Jun-17,Senior Planning Officer - North (CB),Coronation Community Garden Mount Rule Road Strang Douglas Isle Of Man  
Permitted,17/00408/B,Erection of dwelling (amendment to approved application 13/91289/B),26-May-17,Senior Planning Officer - South (SC),7 Raad Kirree Varrey Peel Isle Of Man IM5 1QR 
Permitted,17/00410/B,Erection of detached dwelling with associated parking on land adjacent to existing house,27-Oct-17,Head of Development Management,Mevania Lewthwaites Way Port St. Mary Isle Of Man IM9 5AB
Permitted,17/00542/D,Erection of non-illuminated signage to replace existing sign,21-Jul-17,Head of Development Management,Site Entrance Colby AFC Clubhouse Main Road Colby Isle Of Man IM9 4LR 
Permitted,17/00546/B,"Alterations, erection of extension, widening of driveway and vehicular access improvements",18-Jul-17,Senior Planning Officer - South (SC),Arfyn Ballacraine St Johns Isle Of Man IM4 3LR 
Application Withdrawn,15/01236/B,Installation of replacement windows to dwelling,01-Sep-17,Withdrawn,34 Market Street Peel Isle Of Man IM5 1AE
Permitted,16/01270/B,"Erection of a two storey dwelling with associated landscaping, boundary treatments and vehicular access",10-Jan-17,Senior Planning Officer - North (CB),Site Of Former Seaview Apartments Bradda Glen Port Erin Isle Of Man  
Permitted,16/01308/B,"Alterations and extension to existing cottage to provide new self-contained tourist accommodation, creation of partially sunken residential dwelling and landscaping works (amendment to PA 14/00434/B)",10-Jan-17,Planning Committee,Sartfell Cottage Sartfell Kirk Michael Isle Of Man IM6 1BE 
Permitted,16/01338/B,Erection of an animal shelter and storage building,08-Jun-17,Senior Planning Officer - North (CB),Field Number 130411  Clenagh Road Sulby Isle Of Man  
Permitted,16/01397/CON,Internal alterations to Registered Building (RB 228),08-Mar-17,Senior Planning Officer - North (CB),St Ninians Church Ballaquayle Road Douglas Isle Of Man IM2 5DA 
Permitted,16/01405/B,Replacement of conservatory with single storey extension,03-Mar-17,Senior Planning Officer - South (SC),1 Windermere Drive Onchan Isle Of Man IM3 2DQ
Permitted,16/01412/B,Erection of dwelling including use of existing detached garage,11-Aug-17,Head of Development Management,Blue Bell Cottage Station Road Ballaugh Isle Of Man IM7 5AE 
Permitted,17/00009/B,Alterations and additions including installation of flue,01-Mar-17,Senior Planning Officer - South (SC),46 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT 
Permitted,17/00042/D,Erection of illuminated signage,20-Feb-17,Senior Planning Officer - South (SC),Unit 1A Strand Shopping Centre Douglas Isle Of Man IM1 2ER
Permitted,17/00046/B,Alterations to facilitate change of use from 8 permanent residential apartments to 9 tourist units,16-Mar-17,Senior Planning Officer - North (CB),11 Mona Drive Douglas Isle Of Man IM2 4LG
Permitted,17/00509/B,Erection of an extension,15-Jun-17,Senior Planning Officer - South (SC),West Loughan Jurby East Isle Of Man IM7 3EZ 
Permitted,17/00519/B,"Creation of new vehicular access and off-road parking area, and removal of pedestrian entrance",20-Jun-17,Senior Planning Officer - North (CB),Shangri-La Tynwald Road Peel Isle Of Man IM5 1JP
Permitted,17/00527/D,Installation of non-illuminated signage,20-Jun-17,Senior Planning Officer - North (CB),Youth & Community Centre School Road Onchan Isle Of Man IM3 4LA
Permitted,17/00528/B,Erection of two storey extension to side and single storey extension to the rear of property,21-Jul-17,Head of Development Management,20 Larivane Meadows Andreas Isle Of Man IM7 4JD 
Permitted,17/00530/B,"Alterations, creation of gable windows and installation of a dormer to dwelling",28-Jun-17,Senior Planning Officer - North (CB),1 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LP
Permitted,17/00551/D,Installation of non-illuminated signage,29-Jun-17,Senior Planning Officer - North (CB),Unit 7 Bridson Street Port Erin Isle Of Man IM9 6AL
Permitted,17/00547/B,Conversion and alterations to existing redundant stone building to form residential dwelling,04-Jul-17,Planning Committee,Site Adj To Field 430539 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  
Permitted,17/00563/B,Conversion of redundant farm outbuildings into 5 residential units with associated garages and site works,08-Aug-17,Planning Committee,Outbuildings Balnahow Farm Balnahowe Santon Isle Of Man  
Permitted,17/00565/B,Alterations and erection of rear extension,29-Jun-17,Senior Planning Officer - North (CB),7 Berkeley Street Douglas Isle Of Man IM2 3QB
Permitted,16/01195/B,Erection of an extension to dwelling,23-Jan-17,Senior Planning Officer - North (CB),10 River Walk Braddan Douglas Isle Of Man IM4 4TJ
Permitted,17/00644/B,Erection of single detached garage adjacent to dwelling,04-Aug-17,Head of Development Management,The Elms Westmead Glen Vine Isle Of Man IM4 4BB 
Permitted,17/00649/B,"Demolition of existing garage and erection of two storey extension, and widening of existing vehicular access",21-Jul-17,Senior Planning Officer - South (SC),60 Ballabrooie Way Douglas Isle Of Man IM1 4HB
Permitted,17/00652/B,Erection of sun room to rear of property,17-Aug-17,Senior Planning Officer - North (CB),Ballacallin Little Mill Road Onchan Isle Of Man IM4 5BE
Permitted,17/00691/B,"Erection of extension to form garage, swimming pool and gym",31-Oct-17,Planning Committee,Bay View Old Castletown Road Port Soderick Isle Of Man IM4 1BB 
Permitted,17/00804/B,Alterations and erection of an extension to provide a swimming pool and associated accommodation (amendment to PA 16/01333/B),19-Sep-17,Planning Committee,Upper Cronk Farm Bride Road Andreas Isle Of Man IM7 4EY 
Permitted,17/00841/C,Change of use from Church Hall to Beauty Salon,19-Sep-17,Planning Committee,Gospel Hall Spring Gardens Douglas Isle Of Man IM1 3JW
Permitted,17/00851/C,Change of use from hall to dance studio,19-Sep-17,Planning Committee,The Switzerland Gospel Hall Switzerland Road Douglas Isle Of Man IM2 4NG 
Permitted,17/00867/B,Installation of replacement windows to front and rear elevations,17-Oct-17,Senior Planning Officer - North (CB),10 Orry Lane Peel Isle Of Man IM5 1NN
Permitted,17/00871/B,"Alterations, driveway extension and erection of a replacement detached garage with ancillary living accommodation above",29-Nov-17,Planning Committee,Perk Cottage Knock Froy Road Santon Isle Of Man IM4 1JD
Permitted,16/01241/D,Installation of illuminated and non-illuminated signage,15-Feb-17,Senior Planning Officer - South (SC),75 Parliament Street Ramsey Isle Of Man IM8 1AQ
Permitted,16/01299/B,Erection of an agricultural storage shed,05-Oct-17,Planning Committee,Field 224371 Glen Road Ballaugh Isle Of Man  
Permitted,16/01302/B,Replacement of existing glazed conservatory with a flat roof and installation of a flue,13-Feb-17,Senior Planning Officer - North (CB),1 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH
Permitted,16/01309/B,"Alterations, erection of single and two storey extensions to dwelling",09-Feb-17,Senior Planning Officer - South (SC),Ballamenagh Moar Farm Ballamenagh Road Baldrine Isle Of Man IM4 6AJ 
Permitted,17/00872/B,Alterations to shop front elevation,03-Oct-17,Senior Planning Officer - South (SC),One Stop Shop Station Road Ballaugh Isle Of Man IM7 5EJ
Permitted,17/00873/B,Conversion and extension of existing store / garage to provide residential living accommodation,19-Oct-17,Planning Committee,Building To Rear 80 Parliament Street Ramsey Isle Of Man  
Permitted,17/00901/B,Installation of new playground equipment and safety surface,15-Nov-17,Head of Development Management,Scoill Vallajeelt Meadow Crescent Douglas Isle Of Man IM2 1NN
Permitted,17/00907/B,Erection of flue on gable wall of property,06-Oct-17,Senior Planning Officer - South (SC),The Lookout 2 Loch Road Port St. Mary Isle Of Man  
Refused,17/00995/B,Erection of a second floor conservatory,29-Nov-17,Head of Development Management,The Mount May Hill Ramsey Isle Of Man IM8 2HG
Permitted,17/01005/B,Erection of extension to rear of property,07-Dec-17,Head of Development Management,5 Inner Circle Douglas Isle Of Man IM2 5BE
Permitted,17/01048/B,Removal of existing pig sty and erection of new shed,01-Dec-17,Planning Committee,Gleneedle Farm Gleneedle Lower Foxdale Isle Of Man IM4 3BF
Permitted,17/01053/B,Replacement of existing garage with extension including kitchen and enlarged garage with roof lantern and front and rear access,13-Nov-17,Head of Development Management,Ballaghennie Lezayre Road Ramsey Isle Of Man IM8 2TA
Permitted,16/01341/B,Erection of a replacement detached dwelling with associated ancillary living accommodation,05-Apr-17,Planning Committee,The Cronk  Ballavagher Road St Johns Isle Of Man IM4 3JF
Application Withdrawn,14/00743/B,Variation of conditions 1 and 7 of approved residential development of thirty five apartments (PA 12/01041/B) to amend period of consent condition and phase access and parking arrangements,01-Jun-17,Withdrawn,Site Of Former Grand Island Hotel Bride Road Ramsey Isle Of Man IM8 3UN 
Permitted,16/01344/B,"Alterations, erection of ground and first floor extensions, raising existing roof to provide additional living accommodation and replacement of existing garage door with a window",23-Jan-17,Senior Planning Officer - South (SC),Ballaconn Ballafayle Road Cornaa Maughold Isle Of Man IM7 1EE 
Permitted,16/01368/B,"Conversion of garage to habitable space, erection of sun room extension, removal of chimney and alteration to hardstanding area",20-Feb-17,Senior Planning Officer - South (SC),Silver Birches Chapel Lane Baldrine Isle Of Man IM4 6DG 
Permitted,17/00008/B,Alterations and extension,30-Mar-17,Senior Planning Officer - South (SC),Westroyd Ramsey Road Laxey Isle Of Man IM4 7PY
Permitted,17/00020/B,Extension of existing dormer,01-Mar-17,Senior Planning Officer - South (SC),13 Cronk Drine Union Mills Isle Of Man IM4 4NG
Permitted,17/00067/B,Alteration of takeaway shopfront,03-Mar-17,Senior Planning Officer - South (SC),3 Atholl Place Peel Isle Of Man IM5 1HE
Permitted,17/00210/B,Erection of detached garage and store,04-Apr-17,Senior Planning Officer - South (SC),Mount Auldyn House Jurby Road Ramsey Isle Of Man IM8 3PF
Permitted,17/00216/B,Erection of dwelling (amendment to dwelling approved under PA 15/01308/B),31-Mar-17,Senior Planning Officer - South (SC),4 Carnane View Rushen Isle Of Man IM9 5NR 
Permitted,17/00318/B,"Replacement of existing timber windows with timber sliding sash to front elevation and timber casement to rear, all frames stained oak colour",08-Jun-17,Senior Planning Officer - North (CB),26 Berkeley Street Douglas Isle Of Man IM2 3QA
Application Withdrawn,17/00626/B,"Installation of front and rear dormers, removal of chimney stack and replacement of windows with white UPVC units.",24-Jul-17,Withdrawn,8 Fort William Head Road Douglas Isle Of Man IM1 5BQ 
Permitted,16/01324/B,Replacement of existing conservatory roof with tiled roof.,20-Jan-17,Senior Planning Officer - South (SC),22 Sunnydale Avenue Port Erin Isle Of Man IM9 6EU
Permitted,16/01329/B,Replacement of existing conservatory roof with tiled roof.,20-Jan-17,Senior Planning Officer - South (SC),11 Ennerdale Avenue Onchan Isle Of Man IM3 2EU 
Permitted,16/01346/B,Part demolition of existing single storey extension and forming of new door openings.,11-Jan-17,Senior Planning Officer - South (SC),Shiremoor Limited Warehouse (unit 1) Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA 
Refused,16/01357/B,Single storey extension to rear of property,17-Aug-17,Senior Planning Officer - North (CB),119 Ballamaddrell Port Erin Isle Of Man IM9 6AX
Permitted,16/01369/B,Replacement white PVC casement windows to front elevation,01-Feb-17,Senior Planning Officer - South (SC),Flat 3   40 Demesne Road Douglas Isle Of Man IM1 3DY
Application Withdrawn,16/01398/B,Re siting of a replacement detached dwelling and associated detached machine and equipment store,27-Jan-17,Withdrawn,Croit Aust Andreas Road Aust Ramsey Isle Of Man IM7 4EF
Permitted,17/00029/C,Extension of residential curtilage,21-Feb-17,Planning Committee,Ballaclucas Cottage Top Road Crosby Isle Of Man IM4 4HN 
Permitted,17/00054/B,Single storey extension to rear of property,03-Mar-17,Senior Planning Officer - South (SC),10 St Catherines Drive Douglas Isle Of Man IM1 4BQ
Permitted,16/00778/B,Conversion of building into a dwelling involving the removal of trees,13-Apr-17,Senior Planning Officer - North (CB),Former Methodist Chapel Bollyn Road The Cronk Ballaugh Isle Of Man  
Permitted,16/00798/B,Erection of two detached dwellings with associated parking,18-Jul-17,Planning Committee,Shee-Dy-Vea Ballanard Road Douglas Isle Of Man IM2 5PT
Permitted,16/01311/B,Erection of a garden shed and summer house (retrospective),10-Jan-17,Senior Planning Officer - North (CB),19 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET
Permitted,17/00628/B,Single storey extension to rear of property,17-Aug-17,Senior Planning Officer - North (CB),Langness Tromode Road Douglas Isle Of Man IM2 5EJ
Permitted,17/00896/B, Removal of chimney stack on south west elevation,03-Oct-17,Senior Planning Officer - South (SC),8 Barrule Park Ramsey Isle Of Man IM8 2BW
Permitted,17/00962/B,"Replacement of existing outbuilding with an extension to dwelling to create additional living accommodation, including installation of a flue from new wood burner",23-Nov-17,Senior Planning Officer - South (SC),Outbuilding Gleneedle Farm Gleneedle Lower Foxdale Isle Of Man  
Permitted,17/01032/CON,"Registered building application to vary condition 1 of PA13/91226/B for the demolition of existing buildings and construction of four duplex apartments each with double garages, to extend the period of approval for a further four years (in connection with",06-Nov-17,Head of Development Management,Vine Villa 8 Derby Square Douglas Isle Of Man IM1 3LS 
Permitted,17/01089/B,Installation of a replacement front door,24-Nov-17,Head of Development Management,9 Hildesley Road Douglas Isle Of Man IM2 5AU
Refused,17/00064/C,Additional use of room to teach yoga to a maximum of 14 students between 6pm and 8pm Tuesday to Sunday,16-Mar-17,Senior Planning Officer - North (CB),16 Osborne Grove Douglas Isle Of Man IM1 3LE
Permitted,17/00093/B,Conversion of out buildings / barns into four residential units,08-Aug-17,Planning Committee,Part Of Residential Curtilage Ballagyr Farm Lhergy Dhoo Peel Isle Of Man  
Permitted,17/00094/B,Erection of an agricultural building,13-Jul-17,Head of Development Management,Field 324735 Ballavitchel Road Crosby Isle Of Man  
Permitted,17/00095/B,Erection of an agricultural building,16-Mar-17,Senior Planning Officer - North (CB),Ballacowin Farm Glen Roy Lonan Isle Of Man  
Permitted,17/00096/B,Installation of replacement windows,30-Mar-17,Senior Planning Officer - South (SC),Sea View Main Road Kirk Michael Isle Of Man IM6 1AH
Refused,17/00123/B,Demolition of two existing stone barns and erection of a multi-purpose building for entertainment and leisure activities,16-Jun-17,Planning Committee,Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD 
Permitted,17/00124/B,Replacement of existing garage door with a window,17-Mar-17,Senior Planning Officer - North (CB),7 Meadow Lane Slieau Whallian View Peel Isle Of Man IM5 1QU 
Permitted,17/00197/B,Erection of clock tower on existing garage block,31-Mar-17,Senior Planning Officer - South (SC),Kinleys Croft Bernahara Road Andreas Isle Of Man IM7 2EL
Permitted,17/00369/B,Replacement of existing windows with white upvc vertical sliding sash windows to front and casement windows to rear,09-May-17,Senior Planning Officer - North (CB),12 Lake Lane Peel Isle Of Man IM5 1AU
Refused,17/00056/B,Installation of window (retrospective) and construction of decking with perimeter rail,25-May-17,Planning Committee,4 Market Place East Ramsey Isle Of Man IM8 1JY
Permitted,17/00422/B,Erection of fencing,30-Jun-17,Head of Development Management,33 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT 
Permitted,17/00567/B,"Conversion of guest house to five apartments, with lower ground floor apartment permanent residential and other four apartments as residential and tourist accommodation",13-Jul-17,Planning Committee,102 Bucks Road Douglas Isle Of Man IM1 3AQ
Permitted,17/00642/B,"Creation of a vehicular access with associated fencing, gate, access control barrier and landscaping",23-Nov-17,Senior Planning Officer - South (SC),School Car Park And Playground St Marys School St Marys Road Douglas Isle Of Man  
Permitted,17/00703/B,Conversion of existing barn to provide ancillary living accommodation,15-Aug-17,Senior Planning Officer - South (SC),Cronkould House Main Road Ballaugh Isle Of Man IM7 5ED
Permitted,17/00824/B,Erection of extension to existing stables,25-Sep-17,Head of Development Management,Field 224308 Ballamoar Farm Ballamoar Lane Ballaugh Isle Of Man  
Permitted,17/00825/B,Erection of a rear extension and alterations to front elevation,17-Oct-17,Senior Planning Officer - North (CB),4 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU 
Certificate of Lawfulness AGREED,17/00826/LAW,Application to make lawful the use of lower ground floor as a self contained apartment,14-Sep-17,Senior Planning Officer - South (SC),22 Brunswick Road Douglas Isle Of Man IM2 3LQ 
Permitted,17/01054/B,Replacement of existing conservatory polycarbonate roof with tiled roof,15-Nov-17,Head of Development Management,48 Farmhill Meadows Douglas Isle Of Man IM2 2LN
Permitted,17/01077/B,Replacement front door,22-Dec-17,Head of Development Management,13 Hildesley Road Douglas Isle Of Man IM2 5AU
Permitted,17/01164/B,Installation of replacement front elevation double doors,15-Dec-17,Senior Planning Officer - South (SC),Flat 1 Compton Court  Clarence Terrace Central Promenade Douglas Isle Of Man IM2 4LS 
Permitted,16/00160/B,"Erection of garden walls, garden gates, vehicular entrance, pergola and retaining walls associated with the new dwelling at Ashdowne House",04-Apr-17,Planning Committee,Ashdowne House Ballavale Road Santon Isle Of Man IM4 1EH
Refused,17/00937/B, Alterations and erection of a two storey extension,07-Dec-17,Head of Development Management,25 Ballatessan Meadow Peel Isle Of Man IM5 1DU 
Permitted,17/00963/B,Creation of a fire escape (retrospective),15-Nov-17,Head of Development Management,49 Castlemona Avenue Douglas Isle Of Man IM2 4EB
Permitted,17/01109/B,Erection of a detached dwelling,22-Dec-17,Head of Development Management,Land At Westwood New Road Laxey Isle Of Man  
Permitted,17/01110/B,Replacement of existing glazed conservatory roof with tiles,15-Dec-17,Senior Planning Officer - South (SC),29 Close Cowley Douglas Isle Of Man IM2 2HU
Permitted,17/01111/D,Erection of a notice board,30-Nov-17,Head of Development Management,Old Court House Bourne Place Ramsey Isle Of Man IM8 1AR
Permitted,17/01168/B,Replacement of existing front window with bi folding doors,07-Dec-17,Head of Development Management,Tennis Cottage Honna Road Bradda East Port Erin Isle Of Man IM9 6QQ
Deemed withdrawn 4(3) Dev Pro Order 2005,16/00523/B,Installation of a bio disc unit,11-Jan-17,Withdrawn,Groudle Glen House King Edward Road Onchan Isle Of Man IM3 2JY 
Permitted,16/01267/B,Extension of paved hardstanding area to front of existing dwelling,26-Jan-17,Senior Planning Officer - South (SC),9 Rockmount Road Peel Isle Of Man IM5 1QN 
