Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,11/00961/B,Installation of replacement front and back doors,30-Aug-11,Head of Development Management,Croit-Ny-Kiyt Crossag Road Ballasalla Isle Of Man IM9 3EF
Application Withdrawn,11/00962/B,"Erection of a replacement building to provide living accommodation, office accommodation and swimming pool",11-Oct-11,Withdrawn,Meary Voar Arragon Santon Isle Of Man IM4 1HJ 
Permitted,11/00963/B,Conversion of existing detached garage/workshop/store into a studio and study,30-Aug-11,Head of Development Management,Clannagh House Clannagh Road Sulby Isle Of Man IM7 3AB 
Permitted,11/00964/B,Installation of replacement windows and doors to front and rear elevations,31-Aug-11,Head of Development Management,3 Ridgeway Road Onchan Isle Of Man IM3 1HT
Permitted,11/00965/B,Variation of condition 8 of approved conversion of outbuilding to a dwelling  (PA 10/01077/b) to allow Upvc windows and doors,21-Oct-11,Director Delegation,Margher E Kew Hibernia Ramsey Isle Of Man IM7 1ER 
Permitted,11/00966/B,Installation of window to replace existing garage door,31-Aug-11,Head of Development Management,20 Cedar Walk Douglas Isle Of Man IM2 5NG
Permitted,11/00967/A,Approval in principle for erection of a dwelling,02-Nov-11,Head of Development Management,"Land Adjacent To Holly Cottage, The Crofts Ballaughton Meadows Douglas Isle Of Man  "
Permitted,11/00968/B,Erection of first floor extensions,31-Aug-11,Head of Development Management,Rose Hill Farm  Richmond Hill Douglas Isle Of Man IM4 1JG
Permitted,11/00969/B,Installation of solar panels to rear elevation,31-Aug-11,Head of Development Management,81 Hawthorne Grove Ballasalla Isle Of Man IM9 2EB
Permitted,11/00970/C,Change of use of existing office/workshop to allow the repair and sale of motorcycles and accessories,31-Aug-11,Head of Development Management,Optical House Harcourt Drive Balthane Ballasalla Isle Of Man IM9 2AH 
Permitted,11/00971/B,Installation of dormers and glazed roof over yard to rear elevation and roof lights to front elevation,27-Sep-11,Director Delegation,7 Lancaster Road Douglas Isle Of Man IM2 5BB
Application Withdrawn,11/00972/B,"Extension to agricultural building, creation of sod hedge and increase to yard curtilage",05-Sep-11,Withdrawn,Adjacent To Close Veg Glen Darragh Road Glen Vine Isle Of Man IM4 4BE
Permitted,11/00973/B,Demolition of existing annex and store and erection of extensions and alterations including installation of replacement windows,31-Aug-11,Head of Development Management,4 Strathallan Crescent Douglas Isle Of Man IM2 4NR
Permitted,11/00975/B,"Re-siting of existing door, replacement with window and removal of external steps",23-Aug-11,Head of Development Management,35 Birch Hill Avenue Onchan Isle Of Man IM3 4ES
Refused,11/00976/B,Alterations to existing front entrance gate and steps to provide off road parking with access onto side lane,31-Aug-11,Head of Development Management,46 Hildesley Road Douglas Isle Of Man IM2 5AY
Permitted,11/00977/B,"Alterations, extension  and conversion of former Residential Home into a private dwelling (comprising amendments to PA 11/00026/B)",21-Oct-11,Director Delegation,Cubbon House  3 Marathon Road Douglas Isle Of Man IM2 4HN
Permitted,11/00978/B,Conversion of outbuilding to a store,31-Aug-11,Head of Development Management,40 Derby Square Douglas Isle Of Man IM1 3LW
Permitted,11/00979/B,Installation of a satellite dish,31-Aug-11,Head of Development Management,Units 231-242 Second Floor   Viking Aparthotel St Pauls Square Ramsey Isle Of Man IM8 1LE
Permitted,11/00980/B,"Replacement roof glazing, removal of solar panels and recovering, to south elevation",31-Aug-11,Head of Development Management,Westcroft 46 The Crofts Castletown Isle Of Man IM9 1LZ
Permitted,11/00981/B,First floor extension to dwelling,31-Aug-11,Head of Development Management,8 St Marys Meadow Ballaugh Isle Of Man IM7 5AJ
Permitted,11/00982/B,Alterations and extensions to dwelling,28-Sep-11,Director Delegation,1 Bishopscourt Cottages Main Road Ballaugh Isle Of Man IM7 5EX
Refused,11/00983/B,Erection of a garage block with activies area and patio over and erection of front wall,29-Sep-11,Director Delegation,The Greaves Ramsey Road Laxey Isle Of Man IM4 7PD
Committee Declined to consider,11/00984/A,Approval in principle for erection of a dwelling and garage,30-Aug-11,Planning Committee,Field 534135 Little Mill Road Onchan Isle Of Man  
Permitted,11/00985/B,Widening of existing vehicular access,01-Sep-11,Head of Development Management,Croit Oates Glen Vine Road Glen Vine Isle Of Man IM4 4HG
Permitted,11/00986/B,Erection of a detached garage and creation of additional vehicular access,18-Oct-11,Planning Committee,Woodlands Alexander Drive Douglas Isle Of Man IM2 3QU
Permitted,11/00987/B,Alterations and extension to dwelling (comprising amendments to PA's 08/01296/B and 09/01044/B),31-Aug-11,Head of Development Management,Rowan House Rowan Avenue Ballaugh Isle Of Man IM7 5EN
Permitted,11/00988/B,Re- roofing workshop building,31-Aug-11,Head of Development Management,45 - 46 Derby Square Douglas Isle Of Man IM1 3LP
Permitted,11/00989/B,Extension to rear elevation,31-Aug-11,Head of Development Management,26 Berkeley Street Douglas Isle Of Man IM2 3QA
Refused,11/00991/B,"Alterations, extensions and conversion of former Boarding House to a single dwelling",08-Sep-11,Head of Development Management,12 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,11/00992/B,Creation of additional vehicular entrance to property,31-Aug-11,Head of Development Management,26 Cronk Drean Douglas Isle Of Man IM2 6AU
Refused,11/00993/B,Installation of dormer to north elevation,21-Oct-11,Director Delegation,17 Perwick Road Port St. Mary Isle Of Man IM9 5PA
Permitted,11/00994/B,Installation of additional window and change of use from ancillary accommodation to tourist accommodation,11-Oct-11,Head of Development Management,Beaconsfield Barn Richmond Hill Douglas Isle Of Man IM4 1JG 
Permitted,11/00995/B,Installation of external steel flue on side elevation,31-Aug-11,Head of Development Management,20 Clybane Road Douglas Isle Of Man IM2 2LP
Permitted,11/00996/B,Erection of conservatory to rear elevation,01-Sep-11,Head of Development Management,49 Lhon Vane Close Onchan Isle Of Man IM3 3BB
Permitted,11/00997/B,Alterations and extension to dwelling,27-Sep-11,Director Delegation,Rose Cottage Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ
Permitted,11/00998/A,Approval in principle for erection of a dwelling,16-Sep-11,Planning Committee,Land Adjacent To Mostynville Chapel Hill Bride Isle Of Man IM7 4BH 
Permitted,11/00999/B,Installation of replacement windows,31-Aug-11,Head of Development Management,Struan Thie Sulby Glen Sulby Isle Of Man IM7 2BD
Certificate of Lawfulness AGREED,11/01000/LAW,Application for a certificate of lawfulness for the creation of ancillary living accommodation,20-Dec-11,Head of Development Management,The Lodge Oak Hill Port Soderick Isle Of Man IM4 1AS
Permitted,11/01001/B,Installation of external flue,01-Sep-11,Head of Development Management,5 Ballagarey Close Glen Vine Isle Of Man IM4 4EG 
Permitted,11/01002/B,Alterations to existing dormer to create Juliet Balcony and installation of two new gable windows,02-Sep-11,Head of Development Management,5 St Patricks View Peel Isle Of Man IM5 1UR 
Permitted,11/01003/B,Creation of new farm vehicular access,02-Sep-11,Head of Development Management,Field 313057 Land Adjacent To Cronkbreck Farm Main Road Greeba Isle Of Man IM4 3LG
Permitted,11/01004/D,Erection of roadside signage,08-Sep-11,Head of Development Management,Unit 1-5 Barleyfields  Isle Of Man Business Park Douglas Isle Of Man IM2 2QY 
Permitted,11/01005/B,Erection of conservatory to rear elevation,02-Sep-11,Head of Development Management,29 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU 
Permitted,11/01006/B,"Extension, landscaping works and creation of driveway and access to rear elevation (comprising amendment to PA 11/00021/B)",01-Sep-11,Head of Development Management,27 Albany Road Douglas Isle Of Man IM2 3NF
Permitted,11/01007/B,Erection of a replacement dwelling,29-Dec-11,Head of Development Management,Ballig Farm Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG
Permitted,11/01008/B,Erection of decking  in rear garden (Retrospective),22-Sep-11,Head of Development Management,1 Laurel Cottages Rencell Hill Laxey Isle Of Man IM4 7BJ
Permitted,11/01009/B,Installation of replacement windows to rear elevation,01-Sep-11,Head of Development Management,Gaiwill 1 Bircham Avenue Ramsey Isle Of Man IM8 2LZ 
Permitted,11/01010/B,Alterations to existing vehicular access,05-Sep-11,Head of Development Management,Ballateare Farm House Jurby West Isle Of Man IM7 3AS 
Permitted,11/01011/B,Erection of two storey extension to side elevation,01-Sep-11,Head of Development Management,57 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2JA
Permitted,11/01012/B,Erection of a lean to conservatory to dwelling,01-Sep-11,Head of Development Management,The Cottage Main Road Kirk Michael Isle Of Man IM6 1ER
Permitted,11/01013/B,"Alterations to building including roofing works, replacement windows and installation of new roller shutter doors",08-Sep-11,Head of Development Management,Warehouse Unit Tent Road Laxey Isle Of Man IM4 7DB 
Permitted,11/01014/B,Installation of replacement windows (Retrospective),02-Sep-11,Head of Development Management,81 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,11/01015/B,Installation of two dormers and construction of external stairs from ground floor,02-Sep-11,Head of Development Management,Barraughar Lazy Hill Peel Road Douglas Isle Of Man IM1 4NN 
Permitted,11/01016/B,Erection of a conservatory to dwelling,01-Sep-11,Head of Development Management,Rock Pine 3 Kermode Close Crosby Isle Of Man IM4 4BS
Permitted,11/01017/B,"Extension of boundary, erection of a detached garage and vehicular access alteration",11-Oct-11,Head of Development Management,Sutton Oak Lodge Lower Dukes Road Douglas Isle Of Man  
Certificate of Lawfulness AGREED,11/01018/LAW,"Certificate of Lawfulness for the stripping, storage of overburden on site, the extraction of stone and the occasional campaign crushing and screening of limestone",07-Nov-11,Head of Development Management,Pooil Vaish Quarry Pooilvaaish Castletown Isle Of Man IM9 4PH 
Permitted,11/01019/GB,Installation of an air conditioning condenser to rear elevation (in association with 11/01020/CON),05-Sep-11,Head of Development Management,Barclays Bank Market Square Castletown Isle Of Man IM9 1LQ
Permitted,11/01020/CON,Registered Building Consent for installation of an air conditioning condenser to rear elevation (Registered Building no 30 in association with 11/01019/GB),05-Sep-11,Head of Development Management,Barclays Bank Market Square Castletown Isle Of Man IM9 1LQ
Permitted,11/01021/B,Alterations and erection of extensions to dwelling,05-Sep-11,Head of Development Management,Milner Mount Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN
Permitted,11/01022/B,Installation of replacement windows to front elevation and erection of single storey extension to rear elevation,08-Sep-11,Head of Development Management,51 Bowring Road Ramsey Isle Of Man IM8 3ES
Permitted,11/01023/B,Erection of a conservatory to rear elevation of dwelling,28-Sep-11,Director Delegation,25 All Saints Park Lonan Laxey Isle Of Man IM4 7LB 
Permitted,11/01024/B,Erection of roadside wall and fencing,28-Sep-11,Director Delegation,25 All Saints Park Lonan Laxey Isle Of Man IM4 7LB 
Permitted,11/01025/B,"Enlargement of existing balcony, installation of roof lights and creation of a roof terrace over garage",29-Dec-11,Head of Development Management,2 Strathallan Crescent Douglas Isle Of Man IM2 4NR
Permitted,11/01026/B,Installation of window to replace existing garage door and additional door and window to side elevation,02-Sep-11,Head of Development Management,12 Fairway Drive Ramsey Isle Of Man IM8 2BA
Permitted,11/01027/B,Alterations and erection of an extension to office and alterations and extension to existing car parking hard standing,21-Oct-11,Director Delegation,Headquarters Building Cooil Road Douglas Isle Of Man IM2 2AF 
Permitted,11/01028/B,Alterations and extensions to dwelling,02-Sep-11,Head of Development Management,Langtoft Manor Ballagyr Lane Peel Isle Of Man IM5 2AD
Refused,11/01029/B,"Alterations, conversion of garage and erection of a single storey extension to provide additional living accommodation",20-Sep-11,Head of Development Management,Tudor Lodge Residential Care Home 18 Stanley Terrace Douglas Isle Of Man IM2 4EP
Permitted,11/01030/B,Installation of replacement windows,20-Sep-11,Head of Development Management,Spooyt Vane Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ
Permitted,11/01031/B,Installation of replacement windows to front elevation,05-Sep-11,Head of Development Management,23 Woodbourne Road Douglas Isle Of Man IM1 3HH
Permitted,11/01032/B,Alterations and erection of extensions to dwelling,20-Sep-11,Head of Development Management,The Bungalow  Fuchsia Gardens Mount Rule Douglas Isle Of Man IM4 4HT 
Permitted,11/01033/B,Demolition of existing dwelling and outbuildings at Close Leece and erection of a replacement dwelling in Field 330416 (comprising amendments to PA 10/01329/B),16-Sep-11,Planning Committee,Close Leece Farm Patrick Road St Johns Isle Of Man IM4 3BR
Permitted,11/01034/B,Erection of garden shed/summer house,02-Sep-11,Head of Development Management,Ashdene Sandygate Jurby Isle Of Man IM7 3AQ 
Permitted,11/01035/B,Installation of replacement windows to front elevation,05-Sep-11,Head of Development Management,10 Upper Dukes Road Douglas Isle Of Man IM2 4BA
Permitted,11/01036/B,Alterations and erection of a two storey extension to dwelling,21-Nov-11,Head of Development Management,5 Mona Terrace Castletown Isle Of Man IM9 1BH
Permitted,11/01037/C,Additional use of annex for residential and tourist accommodation,05-Sep-11,Head of Development Management,Annex Rhennie Farm Main Road Dhoon Ramsey Isle Of Man IM7 1HL
Permitted,11/01038/B,Creation of vehicular hard-standing,27-Sep-11,Director Delegation,Land Opposite Hillside Cottage Corony Hill Corony Ramsey Isle Of Man IM7 1EZ
Permitted,11/01039/B,Erection of a conservatory to rear elevation of dwelling,05-Sep-11,Head of Development Management,6 Stowell Place Castletown Isle Of Man IM9 1HF
Refused,11/01040/C,Variation of condition 4 to PA 10/01348/C to allow members of the public / customers to visit the approved offices,05-Sep-11,Head of Development Management,1 Brookfield Crescent Ramsey Isle Of Man IM8 2AF
Permitted,11/01041/B,Enclosure of existing car port to form additional living accommodation with roof terrace over,02-Nov-11,Head of Development Management,43 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EN
Permitted,11/01042/B,Erection of timber shed in rear yard,05-Sep-11,Head of Development Management,1 Station Road Port Erin Isle Of Man IM9 6AE
Permitted,11/01043/B,Demolition of existing detached single storey garage and erection of a replacement attached garage with utility and home office,14-Nov-11,Planning Committee,Ronague Chapel Ronague Castletown Isle Of Man IM9 4HQ 
Permitted,11/01044/B,Alterations and erection of extension to dwelling,13-Dec-11,Planning Committee,Eyreton Main Road Colby Isle Of Man IM9 4LR
Refused,11/01045/B,"Extension to roof, installation of dormer, roof lights and gable end window",11-Oct-11,Head of Development Management,6 Ballakermeen Drive Douglas Isle Of Man IM1 4HN
Permitted,11/01046/B,Installation of replacement window and door to front elevation,02-Sep-11,Head of Development Management,36 Market Street Peel Isle Of Man IM5 1AE
Permitted,11/01047/B,Replacement of roof lights with dormer windows,02-Sep-11,Head of Development Management,The Sycamores Douglas Road Ballasalla Isle Of Man IM9 2DN 
Permitted,11/01048/D,Installation of illuminated signage,05-Sep-11,Head of Development Management,38 - 40 Victoria Street Douglas Isle Of Man IM1 2LB
Permitted,11/01049/B,Conversion of lower ground floor and ground floor from offices into a licensed premises / public bar,05-Sep-11,Head of Development Management,38 - 40 Victoria Street Douglas Isle Of Man IM1 2LB
Permitted,11/01050/B,Installation of a cast iron balcony balustrade to replace existing,08-Sep-11,Head of Development Management,9 Fort William Head Road Douglas Isle Of Man IM1 5BQ 
Permitted,11/01051/B,Alterations and erection of conservatory to dwelling,22-Sep-11,Head of Development Management,Meadow View Mount Rule Road Strang Douglas Isle Of Man IM4 4TD 
Permitted,11/01052/B,Installation of roof lights and dormer windows to dwelling,20-Sep-11,Head of Development Management,Bibaloe Beg Farmhouse Bibaloe Beg Road Onchan Isle Of Man IM4 5AD
Committee Declined to consider,11/01053/B,"Access alterations, formation of access tracks, landscaping, repositioning of wind turbine and change of use of parcels of land to residential",26-Aug-11,Planning Committee,Glenside Ramsey Road Peel Isle Of Man IM5 2AQ
Permitted,11/01054/B,Alterations and erection of a first floor extension to dwelling,09-Nov-11,Head of Development Management,17 Claughbane Avenue Ramsey Isle Of Man IM8 2BF
Permitted,11/01055/C,Change of use of existing ground floor education room to a coffee bar,16-Sep-11,Planning Committee,House Of Manannan Heritage Centre Mill Road Peel Isle Of Man IM5 1TA
Application Withdrawn,11/01056/C,Change of use of part of field to extend existing childrens play area and erection of boundary wall and fence,30-Dec-11,Withdrawn,Part Of Field  Number 114143 Adjacent To Play Area Cranstal Road Bride Isle Of Man  
Permitted,11/01057/B,Erection of a temporary classroom block,05-Sep-11,Head of Development Management,Buchan School Arbory Road Castletown Isle Of Man IM9 1RD 
Permitted,11/01058/B,Installation of an additional antenna on existing mast,21-Oct-11,Director Delegation,Telecommunications Mast Site Lhergy Vreck Farm Douglas Road Kirk Michael Isle Of Man  
Permitted,11/01059/B,Installation of replacement windows to front elevation,05-Sep-11,Head of Development Management,"6, 8 & 10 St Georges Street Douglas Isle Of Man IM1 1AH"
Application Withdrawn,11/01060/B,Erection of a stable block,16-Aug-11,Withdrawn,Field 314831 Beaufield Park Main Road Greeba Isle Of Man IM4 2DX 
Refused,11/01061/C,Change of use of existing film studios to warehousing/light industrial,20-Sep-11,Planning Committee,Island Studios Baldromma Farm Jurby Road Ramsey Isle Of Man IM7 2EB 
Permitted,11/01062/B,Replacement of existing window with french doors,05-Sep-11,Head of Development Management,27 First Avenue Douglas Isle Of Man IM2 6AZ
Refused,11/01064/B,Erection of a crossed field radio antenna,07-Nov-11,Head of Development Management,Field 524081 Douglas Head Douglas Isle Of Man  
Refused,11/01065/B,Redevelopment and refurbishment of redundant building into a dwelling,25-Nov-11,Director Delegation,The Old Smithy Lhen Bridge The Lhen Ramsey Isle Of Man  
Permitted,11/01066/B,Erection of a conservatory to dwelling,05-Oct-11,Head of Development Management,1 Reayrt Ny Sleityn Ramsey Isle Of Man IM8 3PX 
Permitted,11/01067/B,"Alterations, replace garage door with a window and erection of an extension to dwelling",27-Sep-11,Director Delegation,10 Killeaba Mount Ramsey Isle Of Man IM8 2JG
Permitted,11/01068/C,Change of use from student accommodation to residential dwelling,08-Sep-11,Head of Development Management,Lynross Bay View Road Port Erin Isle Of Man IM9 6LG
Permitted,11/01069/B,Installation of a flood lighting system,06-Sep-11,Head of Development Management,Tennis Courts Mooragh Park Ramsey Isle Of Man  
Permitted,11/01070/B,Installation of replacement windows,05-Sep-11,Head of Development Management,10 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL 
Permitted,11/01071/B,Installation of replacement windows and door to front elevation,09-Sep-11,Head of Development Management,17 Waterloo Road Ramsey Isle Of Man IM8 1DR
Permitted,11/01072/B,Installation of solar panels,05-Sep-11,Head of Development Management,68 - 72 Strand Street Douglas Isle Of Man IM1 2EW
Permitted,11/01073/B,Erection of detached dwellings with associated parking,17-Oct-11,Planning Committee,Plots 12-13 And 15-16 Poachers Pocket  Bridge Road Ballasalla Isle Of Man  
Permitted,11/01074/B,Erection of detached dwellings with associated parking,22-Dec-11,Planning Committee,"Plots 17,19,20 & 22 Poachers Pocket  Bridge Road Ballasalla Isle Of Man  "
Permitted,11/01075/B,Installation of replacement windows to dwelling,05-Sep-11,Head of Development Management,8 Eastfield Douglas Isle Of Man IM1 4AU
Permitted,11/01076/B,Erection of single storey extension to rear elevation,20-Sep-11,Head of Development Management,11 Imman Stronnag Reayrt Ny Cronk Peel Isle Of Man IM5 1GP 
Permitted,11/01077/B,Creation of vehicular access and alterations to existing outbuilding,06-Dec-11,Director Delegation,Stream Cottage Glen Road Laxey Isle Of Man IM4 7AN
Permitted,11/01079/B,Formation of temporary hard standing and storage of three steel containers (Retrospective),28-Nov-11,Director Delegation,Field 524767 Saddle Road Douglas Isle Of Man  
Permitted,11/01080/B,Conversion of existing barn to additional living accommodation (comprising amendment to PA 10/00924/B),22-Sep-11,Head of Development Management,The Barn  Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,11/01081/B,Subdivision of existing shop with flat to create separate shop unit with two self contained flats,09-Sep-11,Head of Development Management,8 Windsor Road Douglas Isle Of Man IM1 3LB
Permitted,11/01082/B,Erection of a dwelling,09-Sep-11,Head of Development Management,Plot 21 Pinehurst Glen Douglas Isle Of Man  
Permitted,11/01083/B,"Erection of barn and stables, creation of pond and tree planting",24-Nov-11,Planning Committee,Field 224117 The Curragh Ballaugh Isle Of Man  
Permitted,11/01084/B,Replace existing roof tiles with slate,20-Sep-11,Head of Development Management,28 Market Street Peel Isle Of Man IM5 1AE
Permitted,11/01085/B,Conversion of disused residential care facility to three houses and two self contained flats,22-Sep-11,Head of Development Management,"6 ,8, 10 And 12 Tynwald Terrace Strang Douglas Isle Of Man IM4 4QS"
Permitted,11/01086/B,Alterations and amendments to previously approved garden store to create ancillary living accommodation (PA 11/00508/B),02-Dec-11,Planning Committee,46 Majestic View Onchan Isle Of Man IM3 2JN
Permitted,11/01087/B,Installation of replacement windows to rear and side elevation and replacement rear door,28-Sep-11,Director Delegation,5 Shore Road Laxey Isle Of Man IM4 7DJ
Refused,11/01088/B,"Alterations including installation of dormer and roof lights, pitched roof, front porch extension and decking",29-Sep-11,Director Delegation,22 Birch Hill Avenue Onchan Isle Of Man IM3 4EP
Permitted,11/01090/B,Window and door alterations and removal of a chimney stack from dwelling,09-Sep-11,Head of Development Management,Landfall Mount Auldyn Ramsey Isle Of Man IM8 3PJ 
Permitted,11/01092/C,Change of use of existing dwelling to provide two residential/tourist apartments,09-Sep-11,Head of Development Management,5 Strathallan Crescent Douglas Isle Of Man IM2 4NR
Permitted,11/01093/B,Creation of a driveway and vehicular access,27-Sep-11,Director Delegation,Brendan 13 Brookfield Avenue Ramsey Isle Of Man IM8 2AE 
Permitted,11/01094/B,Installation of replacement windows and door to dwelling,06-Sep-11,Head of Development Management,10 Alexander Drive Douglas Isle Of Man IM2 3QE
Permitted,11/01095/B,Conservatory to rear elevation,09-Sep-11,Head of Development Management,7 Alderley Close Douglas Isle Of Man IM2 1NT
Permitted,11/01096/B,Extension to dwelling,27-Sep-11,Director Delegation,Snaefell Clay Head Close Baldrine Isle Of Man IM4 6DW
Permitted,11/01097/B,Extension to rear elevation,27-Sep-11,Director Delegation,3 Park View Agneash Laxey Isle Of Man IM4 7NS 
Permitted,11/01098/B,Alterations and erection of an extension to dwelling,27-Sep-11,Director Delegation,1 Cronk Y Berry Douglas Isle Of Man IM2 6EX
Permitted,11/01099/B,Installation of mobile phone communications antenna to rear of building,27-Sep-11,Director Delegation,Former Coastguard Station Tower Scarlett Point Castletown Isle Of Man  
Application Withdrawn,11/01100/B,Creation of additional car park and access improvements,12-Dec-11,Withdrawn,Eden Park  Cooil Road Douglas Isle Of Man IM4 2AF 
Permitted,11/01101/B,Alterations and extension to dwelling,16-Sep-11,Planning Committee,The Old Moaney Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,11/01102/B,Alterations and erection of extensions to provide additional living and ancillary living accommodation to dwelling,17-Oct-11,Planning Committee,Cronk Chonnee Braaid Road St Marks Ballasalla Isle Of Man IM9 3AR
Permitted,11/01103/B,Alterations including creation of side by side drive thru lane and traffic island and car park amendments,27-Sep-11,Director Delegation,McDonalds Peel Road Douglas Isle Of Man IM1 5ED 
Permitted,11/01104/D,Installation of illuminated signage,27-Sep-11,Director Delegation,McDonalds Peel Road Douglas Isle Of Man IM1 5ED 
Permitted,11/01105/B,Alterations and extensions to dwelling,13-Dec-11,Planning Committee,Coach House Old Castletown Road Crogga Santon Isle Of Man IM4 1EB
Permitted,11/01106/GB,Alterations and enclosure of existing yard (In association with 11/01107/CON),24-Oct-11,Head of Development Management,The Anchorage Parliament Lane Castletown Isle Of Man IM9 1LB 
Permitted,11/01107/CON,Registered Building consent for alterations and enclosure of existing yard (In association with 11/01106/GB) Registered Building Nos. 53,24-Oct-11,Head of Development Management,The Anchorage Parliament Lane Castletown Isle Of Man IM9 1LB 
Permitted,11/01108/B,"Alterations, removal of  garage and roofing works to create a roof terrace over the existing two storey outrigger.",20-Dec-11,Head of Development Management,19 Ridgeway Road Onchan Isle Of Man IM3 1HT
Permitted,11/01109/C,Change of use from bookshop to a tattoo studio,27-Sep-11,Director Delegation,6 Windsor Road Douglas Isle Of Man IM1 3JY
Permitted,11/01110/B,Installation of replacement windows and doors,22-Sep-11,Head of Development Management,Ballacrye Farm  Sandygate Ramsey Isle Of Man IM7 3BS 
Permitted,11/01111/B,Installation of replacement windows to dwelling,22-Sep-11,Head of Development Management,Edensor Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,11/01112/B,Installation of replacement windows and door to front elevation,22-Sep-11,Head of Development Management,5 Marsden Terrace Ramsey Isle Of Man IM8 3DS
Permitted,11/01113/B,Installation of additional window on side elevation,22-Sep-11,Head of Development Management,1 Knocksharry Cottages Ramsey Road Peel Isle Of Man IM5 2AF
Permitted,11/01114/B,"Porch alterations, installation of replacement windows, creation of doorway and steel gate to rear elevation",27-Sep-11,Director Delegation,36 Albany Road Douglas Isle Of Man IM2 3NA 
Permitted,11/01115/B,Demolition of existing store and erection of new substation and switch room,28-Sep-11,Director Delegation,MER Substation New Road Laxey Isle Of Man  
Permitted,11/01116/B,"Variation of conditions 4 and 6 of approved replacement dwelling PA 11/00542/B to allow roof lights to be installed under the Permitted Development Order 2005, and the retention of existing roof lights",17-Oct-11,Planning Committee,Sarah's Cottage Cornaa Ramsey Isle Of Man IM7 1EQ 
Permitted,11/01117/B,Erection of a detached garage and the creation of a new vehicular access and driveway,29-Nov-11,Head of Development Management,33 Birch Hill Avenue Onchan Isle Of Man IM3 4ES
Permitted,11/01118/B,Erection of a sun room extension to replace existing conservatory,22-Sep-11,Head of Development Management,Old Barony House Port Cornaa Road Glen Mona Ramsey Isle Of Man IM7 1HH
Permitted,11/01119/B,"Alterations, replace existing garage door with windows and door, erection of a garage extension and extend driveway",11-Oct-11,Head of Development Management,Melrose Cottage St Judes Road Andreas Isle Of Man IM7 3HF
Permitted,11/01120/B,Conversion of existing outbuilding to ancillary living accommodation,28-Sep-11,Director Delegation,Moorhouse Farm Mount Gawne Road Colby Isle Of Man IM9 4BA
Permitted,11/01121/B,"Alterations, raising of roof height, installation of dormer and roof lights",23-Sep-11,Head of Development Management,Eden Field Ballachurry Road Greeba Isle Of Man IM4 3LE
Permitted,11/01122/B,Replace existing doorway with a window,28-Sep-11,Director Delegation,12 Baldrine Park Baldrine Isle Of Man IM4 6DD
Permitted,11/01123/B,Construction of steps and portico over main entrance,23-Sep-11,Head of Development Management,2 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ 
Application Withdrawn,11/01124/B,Installation of an oil tank and enclosure,24-Aug-11,Withdrawn,Shoprite Derby Road Peel Isle Of Man IM5 1HP
Permitted,11/01125/B,Alteration and extension to dwelling,23-Sep-11,Head of Development Management,Middlemede Wigan Lane Ballamodha Ballasalla Isle Of Man IM9 3EP
Permitted,11/01126/B,"Installation of replacement windows, roof light, sun tunnel, fan light glazing and re-roofing with slate",28-Sep-11,Director Delegation,5 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,11/01127/B,Extensions to rear elevation and erection of detached garages,28-Sep-11,Director Delegation,7 & 8 Brisbane Street Douglas Isle Of Man IM1 3JL
Permitted,11/01128/B,Alterations and erection of first floor extension to dwelling,28-Sep-11,Director Delegation,Renscault House East Baldwin Isle Of Man IM4 5EP 
Permitted,11/01130/B,Installation of replacement windows to front and rear elevations and rear door,28-Sep-11,Director Delegation,38 Peel Road Douglas Isle Of Man  
Permitted,11/01131/B,Erection of stables and raising of paddock ground levels (both retrospective) and erection of an extension to existing building to provide a covered horse walker and store,21-Oct-11,Director Delegation,Mount Rule Equestrian Centre Mount Rule Douglas Isle Of Man IM4 4HW 
Permitted,11/01132/B,"Installation of replacement dormers, windows, front door and installation of roof panel on adjacent barn",23-Sep-11,Head of Development Management,Friary Croft Ballakillowey Road Colby Isle Of Man IM9 4BN
Permitted,11/01133/CON,Registered Building consent for the installation of electrically operated chime of bells and supporting steelwork within existing bell tower (Registered Building Nos. 80),05-Oct-11,Head of Development Management,Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH 
Permitted,11/01134/B,Creation of temporary construction access from Ballanard Road (Retrospective),22-Nov-11,Head of Development Management,Ballanard Woods Residential Development  Ballanard Road Douglas Isle Of Man  
