Decisions issued under delegated authority 1/1/15 - 31/12/15,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of a first floor extension over garage,14 Springfield Rise Foxdale Isle Of Man IM4 3JX ,PER,10-Apr-15,15/00216/B
Erection of an extension to dwelling,Ard-Ny-Shee 3 Viking Close Ballakillowey Colby Isle Of Man IM9 4BH,PER,10-Apr-15,15/00221/B
Approval in principle for erection of two detached dwellings with new vehicle access addressing siting and means of access,Land At Montreux Court Douglas Isle Of Man  ,PER,07-Apr-15,15/00222/A
Erection of a single storey extension to rear elevation,5 Westlands Close Ramsey Isle Of Man IM8 3PU,PER,20-Aug-15,15/00814/B
Demolition of existing garage and erection of extension to side and rear of dwelling,Purt Y Shee Glen Road Colby Isle Of Man IM9 4PA ,PER,24-Aug-15,15/00816/B
Erection of a detached garage,Wyford Cottage Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF,PER,27-Aug-15,15/00817/B
Installation of replacement windows to front elevation,5 Arbory Road Castletown Isle Of Man IM9 1NA,PER,20-Aug-15,15/00818/B
Installation of replacement windows and doors to front and rear elevations,6 Eastfield Douglas Isle Of Man IM1 4AU,PER,20-Aug-15,15/00819/B
Replacement of existing glazed conservatory roof with roof tile,Ballacamaish Farm Kiondroghad Road Andreas Isle Of Man IM7 3EJ,PER,21-Sep-15,15/00918/B
Replacement of existing glazed conservatory roof with roof tile,19 Castle Street Peel Isle Of Man IM5 1AN,PER,21-Sep-15,15/00919/B
Alterations and erection of a two storey extension to provide living and tourist living accommodation to dwelling,1 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,06-Oct-15,15/00921/B
Erection of gable roof extension and installation of roof lantern to rear elevation,36 Fairway Close Onchan Isle Of Man IM3 2EQ,PER,06-Oct-15,15/00992/B
"Alteration and extension to dwelling, extension to patio area and alteration to driveway and turning area within site",3 Mourne View Peel Isle Of Man IM5 1UJ,PER,13-Oct-15,15/01016/B
Erection of a stable block,Part Field 531216  Woodland Heights Ashley Road Onchan Isle Of Man  ,PER,12-Oct-15,15/01017/B
Installation of replacement windows to dwelling,21 Market Street Peel Isle Of Man IM5 1AE,PER,29-Oct-15,15/01083/B
Removal of existing and application of a replacement render to building,Maughold Church Maughold Isle Of Man IM7 1AS ,PER,29-Oct-15,15/01085/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,11 Abbots Drive Abbotswood Ballasalla Isle Of Man IM9 3EB ,PER,17-Dec-15,15/01239/B
Window and door alterations to rear elevation of dwelling,1 Peveril Villas Main Road Ballasalla Isle Of Man IM9 2DA,PER,24-Dec-15,15/01283/B
Change of use from cafe to a barber shop,31 Duke Street Douglas Isle Of Man IM1 2AZ,PER,22-Dec-15,15/01287/C
Erection of extension to replace existing conservatory,2 The Grove Peel Isle Of Man IM5 1LB ,PER,04-Jun-15,14/01054/B
"Alterations, excavation works to create light well and store room and installation of replacement windows",4 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,13-Jan-15,14/01277/B
"Alterations, erection of extension and creation of additional parking area to dwelling",Creggan Moar House Lhagg Road Dalby Isle Of Man IM5 3BU,PER,12-Feb-15,15/00005/B
"Alterations to path, steps and installation of an external lift to dwelling",43 Palatine Road Douglas Isle Of Man IM2 3BP,PER,12-Feb-15,15/00006/B
Replacement of existing glazed conservatory roof with light weight roof tiles,Green Looms Croit E Caley Colby Isle Of Man IM9 4AP ,PER,10-Mar-15,15/00143/B
Alterations and erection of extension to dwelling,2 Ballakilley Close Bride Isle Of Man IM7 4AU,PER,28-Apr-15,15/00288/B
Installation of replacement windows and rear door,23 Church Street Peel Isle Of Man IM5 1HN,PER,28-May-15,15/00420/B
Installation of replacement rear ground floor window,5 Arbory Road Castletown Isle Of Man IM9 1NA,PER,28-May-15,15/00421/B
Erection of extension to side elevation of dwelling,Appin Lodge Pack Horse Lane Baldrine Isle Of Man IM4 6EA,PER,06-Aug-15,15/00725/B
Installation of additional windows and change a window opening to a single door,Ballerghy Cottage Lhergy Cripperty Union Mills Isle Of Man IM4 2AH ,PER,29-Jul-15,15/00727/B
Erection of a detached dwelling,Land Adjacent To Westbourne 4 Riverside Ramsey Isle Of Man,PER,05-May-15,14/00270/B
Erection of a grain store,Ballaclucas Farm Lhen Bridge The Lhen Ramsey Isle Of Man IM7 3EP,PER,07-Jan-15,14/01306/B
Installation of a replacement entrance canopy,Scoill Yn Jubilee  Thorny Road Douglas Isle Of Man IM2 5EE,PER,09-Jan-15,14/01335/B
Installation of replacement entrance doors,Office 68 Athol Street Douglas Isle Of Man IM1 1QQ ,PER,28-May-15,15/00443/B
Erection of extension to form records store,Peel Medical Centre Westlands Peel Isle Of Man IM5 1HU ,PER,16-Mar-15,14/01441/B
Erection of a replacement conservatory to rear elevation,Belvedere Ballafurt Road Port Erin Isle Of Man IM9 6HP,PER,23-Jan-15,14/01444/B
"Alteration to front elevation window and installation of canopy, access ramp and platform to provide wheelchair access to property",6 Ballamaddrell Port Erin Isle Of Man IM9 6BB,PER,29-Jan-15,14/01446/B
"Reserved matters application relating to PA 13/91275/A for erection of a dwelling, addressing siting, design, external appearance, internal layout, means of access and landscaping",Land At The Old Rectory Station Road Ballaugh Isle Of Man  ,PER,25-Mar-15,15/00107/REM
"Alterations, erection of extension and dormer to dwelling and widening of vehicular access and driveway",7 Rosedene Avenue Onchan Isle Of Man IM3 3HF ,PER,18-Mar-15,15/00129/B
Alterations and erection of extension to dwelling,29 Larivane Meadows Andreas Isle Of Man IM7 4JF ,PER,17-Mar-15,15/00131/B
Alterations and erection of a two storey extension to front and rear elevations of dwelling,Shearwater Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,PER,17-Mar-15,15/00133/B
Erection of a Feed Bin,Field 134337 Ballamanaugh Farm Main Road Sulby Isle Of Man  ,PER,10-Mar-15,15/00135/B
Approval in principle for erection of two dwellings addressing siting and means of access,Field 321270 Glen Vine Park  Glen Vine Isle Of Man  ,PER,18-Jun-15,15/00224/A
Erection of a timber shed to be used for beekeeping purposes,Field 315109 Peel Road St Johns Isle Of Man  ,PER,02-Apr-15,15/00226/B
Removal of chimney stack,Whitebridge St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,27-Apr-15,15/00229/B
Erection of extension to rear elevation,40 Queen Street Castletown Isle Of Man IM9 1NZ,PER,02-Apr-15,15/00230/B
"Alterations, conversion of lower ground floor garage and storage area to provide locker and toilet area, creation of doorway with access staircase and erection of extension to building",Police Headquarters Dukes Avenue Douglas Isle Of Man IM2 4RG ,PER,28-Apr-15,15/00274/B
"Application for Certificate of Lawful Development for an access lane to property including junction with public highway, gates and pillars and culverting of stream",Access Lane To Clough Willey Tosaby Road St Marks Ballasalla Isle Of Man  ,CLAWA,29-Apr-15,15/00312/LAW
Installation of replacement windows to front elevation,Loch Hotel 33 - 34 Loch Promenade Douglas Isle Of Man IM1 2LY,PER,29-Apr-15,15/00314/B
Erection of a detached storage building,MUA Sub Station Site  Curragh Road St Johns Isle Of Man  ,PER,19-May-15,15/00375/B
Use of site for a catering business (retrospective),Car Park Adjacent To Pennybridge Stables Glebe Farm Main Road Kirk Michael Isle Of Man IM6 2HD ,PER,12-Feb-15,14/01459/C
Erection of illuminated advertising signage,Co-op Store 29 - 31 Main Road Onchan Isle Of Man IM3 1AP,PER,05-Jan-15,14/01208/D
Installation of illuminated signage (retrospective),18 Broadway Douglas Isle Of Man IM2 4EL,REF,12-Aug-15,14/01250/D
"Conversion of redundant farm buildings to provide residential accommodation and an annex, increase of boundary to provide vehicular access and access for utilities and drainage, and creation of a new driveway",Outbuildings & Part Field 324566 Ballalough Farm West Baldwin Isle Of Man  ,PER,13-May-15,14/01251/B
Erection of a conservatory to replace existing to dwelling,11 Ballamaddrell Port Erin Isle Of Man IM9 6AS,PER,13-Apr-15,15/00247/B
Creation of additional window to south elevation,Highcroft Station Road St Johns Isle Of Man IM4 3AH,PER,16-Jul-15,15/00543/B
Change of use of premises from industrial to commercial coach parking,The Dome Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AH ,PER,22-Apr-15,15/00100/C
Widening of vehicular entrance to glen,Vehicle Entrance Laxey Glen New Road Laxey Isle Of Man  ,PER,17-Mar-15,15/00136/B
Erection of non-illuminated signage,Entrance To Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH ,REF,07-Apr-15,15/00237/D
Erection of an extension to dwelling,23 Balleigh Mews Ramsey Isle Of Man IM8 3NW,PER,07-Apr-15,15/00238/B
Installation of an external gas meter,7 Malvern Road Douglas Isle Of Man IM2 5AS,PER,07-Apr-15,15/00241/B
Installation of replacement side door and wooden gate to property (in association with 15/00468/CON),Dunluce Ballure Road Ramsey Isle Of Man IM8 1NL,PER,25-Jun-15,15/00467/GB
Registered Building consent for the installation of replacement side door and wooden gate to property (in association with 15/00467/GB) Registered Building Nos. 215,Dunluce Ballure Road Ramsey Isle Of Man IM8 1NL,PER,25-Jun-15,15/00468/CON
Erection of a front porch to dwelling,Harmony Cottage Braaid Road Glen Vine Isle Of Man IM4 2AS,PER,23-Jul-15,15/00471/B
Creation of a window and installation of a flue to south eastern elevation of dwelling,23 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,29-Jun-15,15/00557/B
Enlargement of an existing window to dwelling,29 Wybourn Drive Onchan Isle Of Man IM3 4AT,PER,29-Jun-15,15/00558/B
Erection of a first floor extension to dwelling,Shearwater Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,PER,20-Aug-15,15/00798/B
Erection of a replacement dwelling,Berberis Cottage Pinfold Hill Laxey Isle Of Man IM4 7HJ,PER,17-Sep-15,15/00857/B
"Alterations, removal of existing sheds and hard standings and installation of new paths, hard standings, fencing, greenhouses and potting shed / store (retrospective)",Brighton Terrace Allotment Brighton Terrace Douglas Isle Of Man  ,PER,04-Dec-15,15/01115/B
Erection of two detached dwellings with garages (comprising amendments to PA 08/02305/B) showing further re-alignment of approved estate road,Plot 2 & 3 Fields 224254 & 224255 The Stable Fields  Station Road Ballaugh Isle Of Man  ,PER,04-Dec-15,15/01187/B
Installation of replacement front doors (in association with 14/01428/CON),1 & 2  Church Cottages St Marks Ballasalla Isle Of Man IM9 3AH ,PER,22-Jan-15,14/01427/GB
Erection of a single storey extension to dwelling.,Sunnybank Farm Stoney Mountain Road Foxdale Isle Of Man IM4 3HH ,PER,13-May-15,15/00007/B
Installation of replacement windows to front elevation of dwelling,22 Hutchinson Square Douglas Isle Of Man IM2 4HP,PER,12-Feb-15,15/00009/B
Erection of conservatory to rear elevation,Seafield Royal Drive Onchan Isle Of Man IM3 1HG,PER,08-Jun-15,15/00413/B
Alterations and extension to dwelling,Mayfield Kallow Point Road Port St. Mary Isle Of Man IM9 5EJ,PER,26-May-15,15/00414/B
Erection of a single storey extension to side elevation,14 Cronk Reayrt Peel Isle Of Man IM5 1DB,PER,26-May-15,15/00416/B
Installation of French doors to replace existing bay window,Thie'n Lhargee Rencell Laxey Isle Of Man IM4 7BN ,PER,29-Jul-15,15/00417/B
Registered Building consent for the installation of replacement windows (in association with 15/00931/GB) Registered Building Nos. 28,Derby House 7 Castle Street Castletown Isle Of Man IM9 1LA,PER,09-Oct-15,15/00932/CON
Erection of a first floor roof extension with dormer to provide additional living accommodation,11 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HU,PER,04-Dec-15,15/01201/B
Alterations to and conversion of former office building to a residential dwelling (in association with 15/00065/CON),3 The Parade Castletown Isle Of Man IM9 1LG,PER,16-Mar-15,15/00064/GB
"Registered Building Consent for alterations to, and conversion of former office building to a residential dwelling  (RB no 58 in association with 15/00064/GB)",3 The Parade Castletown Isle Of Man IM9 1LG,PER,16-Mar-15,15/00065/CON
Alterations and conversion from workshop to retail Builder's Merchants,Peel Commissioners Depot Mill Road Peel Isle Of Man  ,PER,28-Apr-15,15/00067/B
Erection of a polytunnel,The Old Parsonage East Baldwin Isle Of Man IM4 5ES ,PER,26-Feb-15,15/00068/B
Conversion of ground floor shop to residential accommodation alterations to rear garage and installation of replacement windows and door,43 New Road Laxey Isle Of Man IM4 7BQ,PER,26-Mar-15,15/00130/B
Alterations and erection of extension to dwelling,Eairy Kellag Eairy Jora Lane Garth Crosby Isle Of Man IM4 2HF,PER,17-Mar-15,15/00139/B
Erection of a replacement detached garage,62 Bray Hill Douglas Isle Of Man IM2 5BG,PER,26-Feb-15,15/00039/B
Demolition of existing five lock-up garages and erection of a dwelling with off street parking,"Land Adjacent To Mountain Dream, Beaconsfield Cottage & Thrimble Beg   Bowring Road Ramsey Isle Of Man IM8 3EU",REF,10-Mar-15,15/00040/B
Installation of replacement first and second floor windows (in association with PA 15/00060 CON),Former Burtons Building  20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,03-Mar-15,15/00059/GB
Registered Building Consent for the installation of replacement first and second floor windows (RB no 223 in association with 15/00059GB),Former Burtons Building  20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,03-Mar-15,15/00060/CON
Creation of a front porch to dwelling,Croit Vane Perwick Road Port St. Mary Isle Of Man IM9 5PB ,PER,01-Oct-15,15/00960/B
Erection of an extension to dwelling,51 King Orry Road Glen Vine Isle Of Man IM4 4FL ,PER,12-Oct-15,15/00963/B
"Installation of roof lights, replacement garage door and removal and infill garage window",18 Albany Road Douglas Isle Of Man IM2 3NG,PER,10-Dec-15,15/01227/B
Registered Building Consent for the installation of replacement front doors (RB no 184 in association with 14/01427/GB),1 & 2  Church Cottages St Marks Ballasalla Isle Of Man IM9 3AH ,PER,22-Jan-15,14/01428/CON
Installation of replacement windows and doors,Cleveland House Strand Road Port Erin Isle Of Man IM9 6HD,PER,19-Jan-15,14/01430/B
Installation of door to front elevation to access substation,Police Headquarters  Dukes Avenue Douglas Isle Of Man IM2 4RG ,PER,10-Mar-15,15/00109/B
"Alterations to dwelling including replacement windows and doors, installation of self-coloured render system, creation of balcony and erection balustrading to terrace and balcony areas",Silverdale Lodge Silverdale Road Ballasalla Isle Of Man IM9 3DT,PER,08-Dec-15,15/01228/B
"Re-instatement of chimney stack, installation of two dormers and window/door alterations",Ballerghy Farmhouse Lhergy Cripperty Union Mills Isle Of Man IM4 2AH,PER,26-May-15,15/00390/B
Enlargement of rear elevation window,50 Slieau Dhoo Douglas Isle Of Man IM2 5LG,PER,14-May-15,15/00392/B
Installation of dormer window to rear elevation,59 Greenlands Avenue Ramsey Isle Of Man IM8 2PL,PER,14-May-15,15/00393/B
"Alterations to shop front, installation of replacement door and replacement goods entrance lighting",Co-op Supermarket   Bay View Road Port St. Mary Isle Of Man IM9 5AE,PER,24-Aug-15,15/00758/B
Erection of signage,Shops 9 And  10 Clinches Court Douglas Isle Of Man IM1 4LH,PER,11-Aug-15,15/00759/D
Conversion of part of existing double garage to provide family room and installation of flue,2 Manor Drive Douglas Isle Of Man IM2 2PA,PER,25-Aug-15,15/00760/B
Erection of a replacement conservatory,29 Reayrt Carnane Douglas Isle Of Man IM2 5LN,PER,10-Aug-15,15/00761/B
"Alterations and erection of a two storey extension to south elevation of dwelling with associated off street parking, widening of existing vehicular access and erection of trellis fence to west boundary",Orryside Main Road Colby Isle Of Man IM9 4NG,PER,05-Mar-15,15/00110/B
Installation of replacement windows and door to dwelling,Bayr Niar 5 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,24-Apr-15,15/00270/B
Erection of an extension to rear of existing garage,8 Kissack Road Castletown Isle Of Man IM9 1NP,PER,24-Apr-15,15/00271/B
Alterations to rear store to create additional sales display area,Hospice Shop   9 Arbory Street Castletown Isle Of Man IM9 1LH,PER,06-Aug-15,15/00731/B
Erection of replacement kitchen extension to rear elevation,24 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,06-Aug-15,15/00732/B
Additional use of residential apartment as tourist living accommodation,Apartment 19 Queens Apartments  Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NX,PER,16-Dec-15,15/01226/C
"Alterations, installation of a roof light, infill existing opening and erection of a porch to dwelling",17 Kissack Road Castletown Isle Of Man IM9 1NP,PER,16-Sep-15,15/00890/B
"Conversion of existing outbuildings into two holiday cottages and extension of garage to form log store, workshop and implement shed",Close Mooar Farm Glen Roy Laxey Isle Of Man IM4 7QF ,PER,10-Nov-15,15/01014/B
Erection of a first floor extension over garage and extension to driveway,18 Ballanoa Meadow Santon Isle Of Man IM4 1HQ,PER,10-Apr-15,15/00217/B
Additional use of residential dwelling as tourist accommodation,29 McLeods Field Peel Isle Of Man IM5 1UX ,PER,13-Apr-15,15/00218/C
Change of use from existing office accommodation to a kitchen for the baking and distribution of bespoke cakes,Unit 5C The Village Walk Onchan Isle Of Man IM3 4EA ,PER,17-Dec-15,15/01259/C
Enclosure of yard area to form an attached garage with patio area above,The Craig 16 New Road Laxey Isle Of Man IM4 7BF,REF,18-Jun-15,15/00508/B
Erection of an extension and decked area to rear elevation,11 Hawthorn Close Onchan Isle Of Man IM3 3HL,PER,24-Jul-15,15/00510/B
Erection of glazed roof extension to replace existing conservatories to rear elevation,9 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG,PER,08-Jan-15,14/01139/B
Removal of chimney stack,18 Cannan Avenue Kirk Michael Isle Of Man IM6 1HF,PER,12-Feb-15,15/00015/B
Installation of replacement window to side elevation,Sea Bank The Promenade Laxey Isle Of Man IM4 7DD,PER,13-Feb-15,15/00016/B
Erection of a sun room extension to front of dwelling,1 Close Cubbon Peel Isle Of Man IM5 1NS,PER,26-Feb-15,15/00085/B
Replacement of existing glazed conservatory roof with a new pitched roof with light weight roof tiles,5 Greeba Avenue Glen Vine Isle Of Man IM4 4ED,PER,26-Feb-15,15/00087/B
Removal of existing conservatory and installation of bi-folding doors,1 Close Corlett Peel Isle Of Man IM5 1QH ,PER,26-Feb-15,15/00089/B
Erection of signage (retrospective),1 Dale Street Ramsey Isle Of Man IM8 1BJ,PER,22-Apr-15,15/00062/D
Alterations and re-siting of detached store / hobby room,Glen Drink Lands Glen Drink Ballaragh Road Lonan Isle Of Man IM4 7PQ,PER,26-Feb-15,15/00063/B
Alterations and roofing works to provide first floor bedroom to dwelling,2 Riversdale Cottages Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA,PER,07-Apr-15,15/00066/B
Erection of an extension to existing barn,Middle Cordeman Farm Cordeman Road St Marks Ballasalla Isle Of Man  ,PER,17-Mar-15,15/00113/B
Erection of extension to existing detached garden room,Ballavale Farmhouse Ballavale Road Santon Isle Of Man IM4 1EH ,PER,05-Mar-15,15/00115/B
Installation of flue and chimney stack,Ballakew Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE,PER,29-Jun-15,15/00524/B
Erection of stables,Field 130577 & Meadow Field St Judes Road Sulby Isle Of Man IM7 2ES,PER,02-Jul-15,15/00583/B
Widening of existing driveway and vehicular access,1 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,07-Apr-15,15/00203/B
Installation of three roof lights,Holiday Cottage Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH ,PER,07-Apr-15,15/00204/B
Installation of replacement windows to front and rear elevations,Hollywood Cottage Glen Road Laxey Isle Of Man IM4 7AP,PER,22-Jul-15,15/00207/B
Erection of a two storey extension and creation of a patio to rear elevation of dwelling,Cliftonville  Fistard Port St. Mary Isle Of Man IM9 5PQ ,PER,16-Feb-15,15/00055/B
Removal of roof ventilator,Marown Church Hall Main Road Crosby Isle Of Man IM4 4BH,PER,16-Feb-15,15/00057/B
Replacement of existing glazed conservatory roof with tiles,8 Close Oard Ramsey Isle Of Man IM8 3PY ,PER,03-Aug-15,15/00721/B
Window and door alterations and erection of raised terrace to dwelling,58 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,06-Aug-15,15/00722/B
"Erection of four small office units with associated car parking, drainage, hard and soft landscaping works (resubmission of PA 11/00178/B)",Site Of Former Isle Of Man Holiday Camp Victoria Road Douglas Isle Of Man  ,PER,25-Aug-15,15/00723/B
Erection of an extension to dwelling,23 Copse Hill Douglas Isle Of Man IM2 1NE,PER,17-Sep-15,15/00938/B
Alterations and erection of a first floor extension to dwelling,Renscault House East Baldwin Isle Of Man IM4 5EP ,PER,09-Oct-15,15/00939/B
Erection of a first floor extension over existing garage,1 Queens Court Queens Road Port St. Mary Isle Of Man IM9 5EU ,PER,22-Jan-15,14/01362/B
Alterations and erection of a porch (comprising amendments to PA 12/01563/B),52 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,05-Jan-15,14/01364/B
Alterations and installation of a replacement bridge,Bridge Within Tholt Y Will Glen Tholt Y Will Sulby Isle Of Man  ,PER,16-Feb-15,14/01365/B
"Removal of chimney stacks, remedial works including new roof and wall finishes and replacement front door canopies",Willaston Estate Refurbishment Douglas Isle Of Man  ,PER,28-May-15,15/00426/B
Demolition of existing conservatory and erection of a replacement conservatory (in association with 15/00429/CON),Holly Bank Little Switzerland Douglas Isle Of Man IM2 6AG,PER,28-May-15,15/00428/GB
Registered Building Consent for demolition of existing conservatory and erection of a replacement conservatory (RB no 163 in association with 15/00428/GB),Holly Bank Little Switzerland Douglas Isle Of Man IM2 6AG,PER,28-May-15,15/00429/CON
Alterations and extension to dwelling,107 Wybourn View Onchan Isle Of Man IM3 4AZ,PER,28-May-15,15/00430/B
Installation of replacement windows to dwelling,23 Factory Lane Peel Isle Of Man IM5 1NA,PER,14-Jul-15,15/00587/B
Erection of a rear extension to dwelling,14 Ballakermeen Avenue Douglas Isle Of Man IM1 4HW,PER,27-Jul-15,15/00676/B
Removal of five redundant chimney stacks to rear elevation,Woodbourne Hotel Alexander Drive Douglas Isle Of Man IM2 3QF,PER,20-Aug-15,15/00805/B
Erection of a three storey extension to rear elevation to provide additional office accommodation,48 Athol Street Douglas Isle Of Man IM1 1JB ,PER,17-Sep-15,15/00862/B
Erection of extension to existing detached garage with roof terrace over (comprising amendments to PA 14/01052/B) (retrospective),Thie Ny Cronk Ballajora Ramsey Isle Of Man IM7 1BL ,PER,17-Sep-15,15/00863/B
"Reserved matters application relating to PA 14/00376/A, for erection of a replacement dwelling with integral garage, addressing siting, design, external appearance, internal layout and means of access",Willow Cottage Bride Road Andreas Isle Of Man IM7 4HW,PER,12-Oct-15,15/00864/REM
Erection of a detached garden room in rear garden (retrospective),Headlands Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,17-Sep-15,15/00865/B
Creation of additional car parking spaces,Clerical Medical House Victoria Road Douglas Isle Of Man IM2 4DF ,PER,18-Sep-15,15/00866/B
Installation of replacement windows and roof lights to front and rear elevations,44 Douglas Street Peel Isle Of Man IM5 1BD,PER,12-Oct-15,15/01012/B
Creation of a driveway and vehicular access to dwelling,10 Park Road Ramsey Isle Of Man IM8 3AR,PER,21-Oct-15,15/01049/B
Erection of a replacement conservatory to front elevation of dwelling,7 Manor Park Onchan Isle Of Man IM3 2EW,PER,21-Oct-15,15/01050/B
"Alterations, creation of an additional window and erection of a porch to dwelling",3 Park View Agneash Laxey Isle Of Man IM4 7NS ,PER,21-Oct-15,15/01066/B
"Alterations, erection of a rear extension and installation of front and rear dormer windows to dwelling",Duncraggan Highfield Drive Baldrine Isle Of Man IM4 6ED,PER,21-Oct-15,15/01067/B
Installation of replacement windows and doors to front and rear elevations,18 Parliament Street Ramsey Isle Of Man IM8 1AP ,PER,08-Dec-15,15/01103/B
Erection of a two storey extension to replace existing single storey extension to west elevation,Surby Mount Surby Road Surby Port Erin Isle Of Man IM9 6TA,PER,10-Nov-15,15/01104/B
Installation of additional door to rear elevation (retrospective),2 Kermode Road Crosby Isle Of Man IM4 4BZ ,PER,24-Nov-15,15/01189/B
Erection of extension to rear elevation,Windrift Brookfield Avenue Ramsey Isle Of Man IM8 2AJ,PER,07-Dec-15,15/01203/B
Installation of additional window to rear elevation,Ballnalargy Bungalow Dalby Isle Of Man IM5 3BP ,PER,07-Dec-15,15/01220/B
Blocking up of an external window and door and alterations to two existing windows to form doorways to dwelling,Orchard House Cronk Liauyr Douglas Isle Of Man IM2 5LR,PER,17-Dec-15,15/01221/B
"Erection of an extension, installation of porch pitched roof and flue to dwelling and widening of driveway and vehicular access",19 Ballasteen Road Andreas Isle Of Man IM7 4HG ,PER,10-Dec-15,15/01224/B
"Alterations and extension to dwelling, erection of decking and alterations to vehicular access",19 Ballacriy Park Colby Isle Of Man IM9 4LT,PER,31-Dec-15,15/01256/B
Alterations and extension to Civic Centre (comprising amendments to PA 15/00569/B),Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR,PER,17-Dec-15,15/01258/B
Alterations and erection of extension to dwelling (comprising amendments to PA 12/00007/B),Cherry Forge (formerly Glenn's Home) Tosaby Road Eairy Isle Of Man IM4 3HP ,PER,30-Mar-15,14/01371/B
Alteration and extension to existing attached garage to form additional living accommodation,1 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,12-Feb-15,15/00008/B
Erection of a single storey extension to rear elevation,1 Ash Grove Ramsey Isle Of Man IM8 3HT,PER,12-Feb-15,15/00010/B
"Change of use of part of first floor office suite into a self contained apartment, external alterations including replacement of air handling plant serving kitchen",Ports Of Call Bay View Road Port St. Mary Isle Of Man IM9 5AE ,PER,18-Mar-15,15/00137/B
Installation of replacement windows and doors,38 Woodburn Square Douglas Isle Of Man IM1 4DD ,PER,17-Mar-15,15/00138/B
Demolition of existing conservatory and erection of an extension to dwelling,Stanley House Baldhoon Road Laxey Isle Of Man IM4 7QG,PER,07-Apr-15,15/00208/B
"Alterations, installation of a roof, roof lights, flue and creation of gable window to dwelling",2 Victoria Avenue Douglas Isle Of Man IM2 4AN,PER,28-Apr-15,15/00293/B
Installation of a flue to dwelling,Sonnish Ny Marrey 55 Queen Street Castletown Isle Of Man IM9 1PA,PER,28-Apr-15,15/00294/B
Alterations and erection of extension to dwelling,Nekia Bay View Road Port Erin Isle Of Man IM9 6NA,PER,28-Apr-15,15/00295/B
Installation of first floor windows to dwelling,8 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,29-Apr-15,15/00299/B
Erection of a replacement garage with hobby room / storage above to dwelling,6 Stanley Terrace Douglas Isle Of Man IM2 4EP,PER,29-Apr-15,15/00300/B
Installation of two replacement windows to rear elevation of dwelling,1 Church Street Peel Isle Of Man IM5 1HN,PER,18-Jun-15,15/00490/B
Erection of an agricultural building,Rhendhoo Farm Rhendhoo Road Jurby Isle Of Man IM7 3HB,PER,14-Jul-15,15/00559/B
Erection of a two storey extension to side elevation,12 Croit Ny Glionney Colby Isle Of Man IM9 4PP ,PER,14-Jul-15,15/00560/B
Alterations and installation of two additional roof lights to dwelling,Dreemlang Marine Drive Port Soderick Isle Of Man IM4 1BJ,PER,15-Jul-15,15/00634/B
Erection of a garden shed,30 Hillcroft Douglas Isle Of Man IM2 7DR,PER,16-Jul-15,15/00638/B
Erection of a rear extension to replace existing conservatory to dwelling,Cronk Moar Curragh Road St Johns Isle Of Man IM4 3LN,PER,16-Jul-15,15/00643/B
Erection of raised decking to rear elevation of dwelling (retrospective),140 Woodbourne Road Douglas Isle Of Man IM2 3BD,PER,20-Aug-15,15/00803/B
Removal of existing shop front and installation of bi-fold doors and two entrance doors,68 Bucks Road Douglas Isle Of Man IM1 3AF ,PER,24-Dec-15,15/01261/B
Removal of chimney stacks and re-roofing of dwellings,1-12 & 55-68 Station Park Colby Isle Of Man IM9 4NH,PER,24-Dec-15,15/01262/B
Conversion of outbuilding to ancillary living accommodation,Farmhill Lodge Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,30-Mar-15,14/00612/B
Application for a certificate of lawfulness to confirm the lawfulness of the use of buildings as residential,Field Number 224502 The Curragh Ballaugh Isle Of Man  ,CLAWR,10-Mar-15,14/00095/LAW
