"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","MinCompletionDate","CompletionDate","Issue"
"306d7eed36f05bbd7c69f02eee894c78","","","Parcel Of Land","Part Of The Estate Of Cronk Y Chule","","Lonan","","Lonan","","250000.0","05/04/2006","23/02/2007","","Part Of The Estate Of Cronk Y Chule is an invalid street name"
"da899c619618ebb854e307611a7b5966","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","","0.0","24/03/2006","07/03/2007","","1 2 & 3 Harbourside is an invalid street name"
"479ccf83c637e672c47b3c44d96741f3","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","","0.0","10/05/2007","05/12/2007","","1 2 & 3 Harbourside is an invalid street name"
"ebdc57bbbf229f507d6bab01abb0cf56","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","","0.0","06/07/2007","31/01/2008","","1 2 & 3 Harbourside is an invalid street name"
"f8e7f5da1caa86964f138eba6449cebc","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","","0.0","18/11/2011","06/03/2012","","1 2 & 3 Harbourside is an invalid street name"
"12173b7329a7fe66890c3e13292f0faa","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","","0.0","01/11/2012","28/01/2014","","1 2 & 3 Harbourside is an invalid street name"
"864f570928ad6d831c534d6ad4f50c64","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","0.0","0.0","28/05/2021","09/09/2021","","1 2 & 3 Harbourside is an invalid street name"
"1b97ba0dbde6a1b13c25b2c2f89613be","","","Access And Parking Area At The Rear Of","1 2 & 3 Harbourside","Tent Road","Laxey","","Lonan","0.0","0.0","20/12/2022","17/01/2023","","1 2 & 3 Harbourside is an invalid street name"
"fa21a4f559493be3fe5ae490060309e5","","","Lane To The Side And Rear Of","31 All Saints Park","","Lonan","","Lonan","","0.25","28/04/2006","13/02/2007","","31 All Saints Park is an invalid street name"
"07d63a8265040186e2fc5bf15549b066","","","Croit-E-Vey","Off Old Ramsey Road","","Old Laxey","","Lonan","50000.0","0.25","24/07/2007","16/01/2008","","Off Old Ramsey Road is an invalid street name"
"bc230cc9afb4ef58566f96cfcc32ac17","","","Croit-E-Vey","Off Old Ramsey Road","","Old Laxey","","Lonan","50000.0","0.25","30/12/2021","24/02/2022","","Off Old Ramsey Road is an invalid street name"
"817e725d1670d73ab0c13d766e26c2ed","","","The Old Manse","Off Minorca Hill","","Laxey","IM4 7ED","Lonan","380000.0","380000.0","25/09/2007","13/02/2008","","Off Minorca Hill is an invalid street name"
"65880d8881872bc8f832827c9239ce44","","","A Plot Of Land","Part Of Ballachrink And Skinscoe Estates","Laxey","Lonan","","Lonan","1250.0","0.25","06/12/2007","25/04/2008","","Part Of Ballachrink And Skinscoe Estates is an invalid street name"
"f8514a0f17e7984b6b7cfca74bb0553d","","","Approximately 12 Acres Of Land","Off Clay Head Road","","Baldrine","IM4 6DL","Lonan","120000.0","120000.0","01/05/2009","13/07/2009","","Off Clay Head Road is an invalid street name"
"603af4fd8456761310af1e8566b91838","","","Workshop/Store","Lane Off Tent Road","","Laxey","","Lonan","120000.0","120000.0","03/09/2009","24/11/2009","","Lane Off Tent Road is an invalid street name"
"4644f0a1fce8d39f40f29bbf85eae608","","","Workshop/Store","Lane Off Tent Road","","Laxey","","Lonan","130000.0","130000.0","06/05/2015","14/07/2015","","Lane Off Tent Road is an invalid street name"
"971c96101e95a2f001d177a335c0026c","","","Storehouse","Off Tent Road","","Laxey","IM4 7DD","Lonan","87500.0","87500.0","23/07/2009","15/12/2009","","Off Tent Road is an invalid street name"
"a925095583d025837a6056221d92cb97","","","Storehouse","Off Tent Road","","Laxey","IM4 7DD","Lonan","190000.0","190000.0","18/12/2025","19/01/2026","","Off Tent Road is an invalid street name"
"911bfb16d560f8079230da90ae58cdec",""," Parcel","","Of Land Abutting Breeze Hill","","Laxey","IM4 7DL","Lonan","50000.0","50000.0","30/11/2009","08/01/2010","","Of Land Abutting Breeze Hill is an invalid street name"
"85495d37dea5f3525c3eb5167a6a458c","","","3 Plots Of Land","Part Of Ard Reayrt","Off Ramsey Road","Laxey","","Lonan","650000.0","5.0","29/12/2009","21/02/2012","","Part Of Ard Reayrt is an invalid street name"
"e6bf0a2f87193be88bb3acd88280851b","Land","","","Part Of The Estate Known As Ard Reayrt","","Laxey","","Lonan","12000.0","5.0","29/12/2009","08/09/2010","","Part Of The Estate Known As Ard Reayrt is an invalid street name"
"ec69bfe3c2de3a7c81b61ecd616e99d0","","","","Land Adjoining Church Hill","","Laxey","IM4 7AS","Lonan","14500.0","14500.0","28/06/2010","09/10/2010","","Land Adjoining Church Hill is an invalid street name"
"1ac069d8e355865b43613a9ca74bdc8c","","","","Land Adjoining Church Hill","","Laxey","IM4 7AS","Lonan","15000.0","15000.0","26/10/2012","13/12/2012","","Land Adjoining Church Hill is an invalid street name"
"77d2e918b23a545ee3fcf70bec17db45","","","","Land At Glen Roy","Laxey","Lonan","IM4 7QA","Lonan","1000.0","1.0","10/08/2012","14/08/2012","","Land At Glen Roy is an invalid street name"
"e352f3998cccd8f09052810fdf823a25","","","","Land At Glen Roy","Laxey","Lonan","IM4 7QA","Lonan","1000.0","1000.0","28/09/2012","07/11/2012","","Land At Glen Roy is an invalid street name"
"d422a00fef98317b5959509f7e959d2a","","","","Land At Glen Roy","Laxey","Lonan","IM4 7QA","Lonan","1000.0","0.0","06/12/2017","08/01/2018","","Land At Glen Roy is an invalid street name"
"2841188aa2192b9294d34266f6ca5b24","Plot of Land","","","Off Ballamoar","Ballaragh Road","Lonan","","Lonan","7500.0","7500.0","22/02/2011","07/09/2011","","Off Ballamoar is an invalid street name"
"0ce421422411009f05352c4f47b28afd","","","","Land At Baldromma Moar","","Lonan","","Lonan","15000.0","15000.0","27/04/2011","05/10/2011","","Land At Baldromma Moar is an invalid street name"
"d0226803fb78e71dfa225aa6f47c9ca9","","","","Land At Balladromma Moar","","Lonan","","Lonan","15000.0","0.0","13/01/2013","28/01/2013","","Land At Balladromma Moar is an invalid street name"
"99f25e7f75fb4d3fa5504887238ff311","","","","A Section Of Private Road","Off Minorca Hill","Laxey","IM4 7EE","Lonan","2000.0","0.25","10/02/2017","16/02/2017","","A Section Of Private Road is an invalid street name"
"cac979c7bf28f978a5b13952bd97e1f6","","","","A Section Of Private Road","Off Minorca Hill","Laxey","IM4 7EE","Lonan","0.0","0.0","22/10/2020","02/09/2021","","A Section Of Private Road is an invalid street name"
"c072b4d2220418ed6dd039ee6e508fff","","","","A Section Of Private Road","Off Minorca Hill","Laxey","IM4 7EE","Lonan","0.0","0.0","07/10/2022","18/11/2022","","A Section Of Private Road is an invalid street name"
"7e8a2f4acdebddcd53554fe458bb6888","","","","Land At Riverside House","Off Glen Road","Laxey","IM4 7AT","Lonan","","0.0","12/02/2014","12/02/2014","","Land At Riverside House is an invalid street name"
"e3459511b203cca0ade4a67b356799ac","","","","Land At Riverside House","Off Glen Road","Laxey","IM4 7AT","Lonan","13000.0","13000.0","23/11/2018","18/01/2019","","Land At Riverside House is an invalid street name"
"58ea5ba87860dbbb2a56abcb95144ff3","","","Steps Leading To Ravenscliffe","Abutting New Road","","Laxey","IM4 7HU","Lonan","","0.0","06/12/2013","08/10/2014","","Abutting New Road is an invalid street name"
"2444cdeb1e5dc4957cdaac86b8e45446","","","Steps Leading To Ravenscliffe","Abutting New Road","","Laxey","IM4 7HU","Lonan","0.0","0.0","16/08/2019","02/07/2020","","Abutting New Road is an invalid street name"
"9ec66da54063067e0310777187b266d8","","","","Land At Clay Head","Baldrin","Lonan","","Lonan","43000.0","0.25","12/02/2014","19/06/2014","","Land At Clay Head is an invalid street name"
"c57000a528ba0df2c4c56c4c61c3e8bb","","","","Land Below St Nicholas Field","Breeze Hill","Laxey","IM4 7DL","Lonan","10000.0","0.25","12/02/2014","07/10/2014","","Land Below St Nicholas Field is an invalid street name"
"9fc898ed3bdc76310fe7202c50c5fbc8","","","","Land Parcel At Clay Head","Baldrine","Lonan","","Lonan","17000.0","0.25","12/02/2014","19/06/2014","","Land Parcel At Clay Head is an invalid street name"
"f3ebcf5997a082425c77140283581afe","","","","Land Adjoining Drumain House","Ballaragh Road","Lonan","IM4 4PN","Lonan","25000.0","25000.0","24/01/2014","13/06/2014","","Land Adjoining Drumain House is an invalid street name"
"ff83193782ca8d48f3106adc6a79a664","","","Land At Thie Ny Garee","(Field 614193 And Part Of Field 614194)","Ballaragh","Lonan","IM4 7PL","Lonan","60000.0","60000.0","01/11/2012","13/01/2015","","(Field 614193 And Part Of Field 614194) is an invalid street name"
"40ae2fdd66bd0419d039a480e15e2fcf","","","Land Near Keeill Cottage","(Part Of Field 614237)","Ballaragh","Lonan","IM4 7PL","Lonan","20000.0","20000.0","07/05/2013","14/01/2015","","(Part Of Field 614237) is an invalid street name"
"2c4a0b93c77ca65a725b31570cc133e0","","","Land Near Keeill Cottage","(Part Of Field 614237)","Ballaragh","Lonan","IM4 7PL","Lonan","20000.0","20000.0","13/03/2017","23/10/2017","","(Part Of Field 614237) is an invalid street name"
"1468dc02dedd3993d14159842ae6f104","","","","Land At Baldromma Christian","","Lonan","","Lonan","80000.0","80000.0","18/12/2014","18/06/2015","","Land At Baldromma Christian is an invalid street name"
"c5d8c72f4585f9d32087d3bdcd14cbfe","","","","Land Adjoining Reayrt Ny Glionney Estate","","Lonan","","Lonan","80000.0","80000.0","13/04/2015","27/07/2015","","Land Adjoining Reayrt Ny Glionney Estate is an invalid street name"
"7fd2c22e50d0651073ae0bae6c416573","","","","Land At Lhergy Grawe","Laxey","Lonan","","Lonan","12000.0","12000.0","26/08/2016","26/10/2016","","Land At Lhergy Grawe is an invalid street name"
"f386454faf059c047620b2f53d77add7","","","Parcel Of Land","Situate At Ballamenagh Road Tram Stop","Of The Main Road","Baldrine","","Lonan","175.0","50.0","15/11/2016","17/02/2017","","Situate At Ballamenagh Road Tram Stop is an invalid street name"
"4f39ca9a47b8b7eb0f44fcd7074abf94","","","","1 Lower Cronk Orry","","Laxey","IM4 7EG","Lonan","352000.0","352000.0","10/05/2017","09/10/2017","","1 Lower Cronk Orry is an invalid street name"
"1ccb822ff18cb2acb62c2fea7650a974","","","Parcel Of Land","Off Clay Head Road","Baldrine","Lonan","IM4 6DL","Lonan","75000.0","75000.0","21/07/2017","14/03/2018","","Off Clay Head Road is an invalid street name"
"115ff293c7b5cc320bebfa389f8688b1","","","","Land At Baldromma","","Lonan","","Lonan","62500.0","62500.0","04/09/2017","23/01/2018","","Land At Baldromma is an invalid street name"
"f7ef99dce1dbb7e82a5a94cb57ad6093","","","","Land At Baldromma","","Lonan","","Lonan","150000.0","150000.0","02/06/2023","08/06/2023","","Land At Baldromma is an invalid street name"
"6ce353b2cd7aafa4af22e07fc46d0dad","","","","Land At Ballacreggan","Baldrine","Lonan","","Lonan","200000.0","0.25","27/03/2014","31/08/2018","","Land At Ballacreggan is an invalid street name"
"86ec2b92b34ecc1d766ce3e72ea98bd4","","","","39 Ard Reayrt","","Laxey","IM4 7QP","Lonan","445000.0","445000.0","31/08/2018","09/02/2019","","39 Ard Reayrt is an invalid street name"
"f52bf801faf49dd911819cd0747a94c5","","","","39 Ard Reayrt","","Laxey","IM4 7QP","Lonan","530000.0","530000.0","20/02/2020","02/06/2020","","39 Ard Reayrt is an invalid street name"
"3c07ac0d4bf0c9a83a59901acecd9b7c","","","","Land At Clay Head Close","","Baldrine","IM4 6DW","Lonan","750000.0","0.25","03/10/2018","23/02/2019","","Land At Clay Head Close is an invalid street name"
"17023b82ea4f5d052018c76635f0747d","","","Fields 611294, 614473, 614474 And 611688","At Ballagare Farm","Baldhoon Road","Lonan","IM4 7QS","Lonan","40000.0","40000.0","03/10/2018","01/02/2019","","At Ballagare Farm is an invalid street name"
"3852ba8e61436c31359bd3380b016dd0","","","Parecl Of Land","Abutting Dreeym Upper Balladhoo","","Baldrine","","Lonan","60000.0","60000.0","17/08/2018","18/02/2019","","Abutting Dreeym Upper Balladhoo is an invalid street name"
"169719668a11959bc63f52a3cc1f7727","","","Plot Of Land","Off Douglas Road","","Laxey","","Lonan","12000.0","12000.0","12/10/2018","26/07/2019","","Off Douglas Road is an invalid street name"
"e03f732eadf4154be114da5cafb0e5b3","","","Riverside House","Off Glen Road","","Laxey","IM4 7AT","Lonan","359500.0","359500.0","23/11/2018","17/09/2019","","Off Glen Road is an invalid street name"
"68eb111b44dfc05160c1f61e62990b50","","","","3 And 4 Cliff Cottages","Pinfold Hill","Laxey","IM4 7HL","Lonan","80000.0","20000.0","09/10/2015","23/10/2019","","3 And 4 Cliff Cottages is an invalid street name"
"538dc8480f7a187a6ae47aab486fbe94","Fields 612727 and 612728 and","","","Land At Baldrine","Formerly Part Of Baldrine Farm","Lonan","","Lonan","200000.0","200000.0","08/02/2019","25/10/2019","","Land At Baldrine is an invalid street name"
"979769285471260a3f01da4b3f438d48","","","Fields 612984 And 613044","At Ballamenagh Beg","","Lonan","","Lonan","30000.0","0.25","12/02/2014","31/10/2019","","At Ballamenagh Beg is an invalid street name"
"1bc903de031864ea6df99e7d7beb20ce","","","Portion Of Lane To Rear Of Land","Off Douglas Road","","Laxey","","Lonan","15000.0","15000.0","02/05/2019","16/11/2019","","Off Douglas Road is an invalid street name"
"37c3b6a9a7c61cd0108b12be1f2b0568","A Parcel of Land","","","Off Baldhoon Road","","Laxey","","Lonan","12375.0","12375.0","12/12/2019","13/10/2020","","Off Baldhoon Road is an invalid street name"
"a2de3f1b08b2ea27d8373148e68e0ec9","","","","Plot Of Land Off Douglas Road","","Laxey","","Lonan","20000.0","20000.0","24/03/2023","02/05/2023","","Plot Of Land Off Douglas Road is an invalid street name"
"685e14b8da8fded13c511c8b79b237c4","","","Arqiva Transmitter Site","Land Off Ballacollister Road","Ballacollister Estate","Lonan","","Lonan","160000.0","160000.0","08/07/2020","01/12/2020","","Land Off Ballacollister Road is an invalid street name"
"56c1579bd11705a7bfb68cb2f3c475de","","","","Land At Glen Roy","","Lonan","IM4 7QD","Lonan","30000.0","30000.0","17/12/2020","01/04/2021","","Land At Glen Roy is an invalid street name"
"2163a695aab55230549c4d430c3484c9","","","","Land Adjoining Cleckheaton","Ballaragh","Lonan","","Lonan","0.0","0.0","26/04/2021","06/06/2021","","Land Adjoining Cleckheaton is an invalid street name"
"2c42033e811c0b112ec66c3f5337a973","","","","Land At Minorca Hill","","Laxey","","Lonan","10000.0","0.25","02/02/2021","17/06/2021","","Land At Minorca Hill is an invalid street name"
"e2e81be219fe27084633ff814c662c35","","","","Plot Of Land At Lonan Church Hall","","Lonan","","Lonan","10000.0","0.0","30/01/2008","19/04/2022","","Plot Of Land At Lonan Church Hall is an invalid street name"
"7208dfa6f0fbaaef16dba13b323f874e","","","","Land Abutting Bay View","Beach Road","Baldrine","IM4 6ES","Lonan","1500.0","1500.0","20/04/2022","12/07/2022","","Land Abutting Bay View is an invalid street name"
"fbbf239e8c1fd0a0f9336dc5be3543e0","","","Part Of Ard Reayrt","Off Ramsey Road","","Laxey","","Lonan","5500.0","5500.0","25/11/2022","31/03/2023","","Off Ramsey Road is an invalid street name"
"910fe954a363e5c252d78b73f68cd06f","","","","Land At Ballacowle","","Lonan","IM4 6AJ","Lonan","60000.0","60000.0","28/07/2020","16/05/2023","","Land At Ballacowle is an invalid street name"
"dc39dae27d0bc3487f0330b3196ad43c","","","","Land At Ballaragh Road","","Lonan","","Lonan","1320000.0","0.0","23/08/2019","30/01/2024","","Land At Ballaragh Road is an invalid street name"
"81883e5ac5e8fef13a096f009cd1e8c5","","","","Land At Ballamoar","","Lonan","","Lonan","25000.0","25000.0","12/12/2024","07/04/2025","","Land At Ballamoar is an invalid street name"
"60159c4135385d828d90417c7cda8cfd","","","Garage 9","Off Westbourne Close","","Ramsey","","Maughold","","6500.0","14/11/2003","19/03/2004","","Off Westbourne Close is an invalid street name"
"55ff422bae586e54005803e921b79f4e","","","Garage 9","Off Westbourne Close","","Ramsey","","Maughold","9000.0","9000.0","10/09/2019","17/10/2019","","Off Westbourne Close is an invalid street name"
"99a8e9a4d7e8253e798f1260a1a9dd8a","","","Garage 9","Off Westbourne Close","","Ramsey","","Maughold","25000.0","25000.0","28/07/2025","03/09/2025","","Off Westbourne Close is an invalid street name"
"75ac0f8d1367eea78c517f78504d628a","","","Garage 4","Off Westbourne Close","","Ramsey","","Maughold","","6500.0","15/10/2003","19/03/2004","","Off Westbourne Close is an invalid street name"
"c9826c9b1e3dadd6c8783de2aa157cba","","","Garage 4","Off Westbourne Close","","Ramsey","","Maughold","12500.0","12500.0","19/07/2018","06/08/2018","","Off Westbourne Close is an invalid street name"
"1940599260e1ce16f3f1592824186f77","","","","Premises At East Quay","","Ramsey","","Maughold","","725000.0","29/10/2003","31/03/2004","","Premises At East Quay is an invalid street name"
"1adc6832fac340eda9aeb3d775a6ab2c","","","Garage Number 6","Off Westbourne Close","","Ramsey","IM8 2ES","Maughold","","6500.0","20/10/2003","17/08/2004","","Off Westbourne Close is an invalid street name"
"96f491e2e8013d587b39d8e7c1667929","","","Garage Number 6","Off Westbourne Close","","Ramsey","IM8 2ES","Maughold","","10500.0","17/03/2006","29/06/2006","","Off Westbourne Close is an invalid street name"
"3ce494d889acda4ba96050f34d3a5a1e","","","Garage 1","Off Westbourne Close","","Ramsey","IM8 2ES","Maughold","","6750.0","10/09/2004","05/11/2004","","Off Westbourne Close is an invalid street name"
"f450222f8723f3d71a64537e7056f4b9","","","Garage 1","Off Westbourne Close","","Ramsey","IM8 2ES","Maughold","7500.0","7500.0","18/10/2018","18/12/2018","","Off Westbourne Close is an invalid street name"
"93c83250b7e420cbd2c45d281c5e0749","","","Garage 1","Off Westbourne Close","","Ramsey","IM8 2ES","Maughold","28875.0","28875.0","22/07/2022","16/09/2022","","Off Westbourne Close is an invalid street name"
"5218f8308a888f883dc3023bd23d0675","","","Plot Of Land","Adjoining Rockside","Dreemskerry","Maughold","","Maughold","","57000.0","06/10/2004","29/11/2004","","Adjoining Rockside is an invalid street name"
"01c63a8d02dd348581c149a9727035fc","","","","3 The Quay & 1 Old Post Office Lane","","Ramsey","IM8 1DW","Maughold","","285000.0","01/10/2004","14/01/2005","","3 The Quay & 1 Old Post Office Lane is an invalid street name"
"4389f30363f8c744224a6e57fcd14a4f","","","","3 The Quay & 1 Old Post Office Lane","","Ramsey","IM8 1DW","Maughold","270000.0","270000.0","06/09/2013","16/01/2014","","3 The Quay & 1 Old Post Office Lane is an invalid street name"
"e5d52ba6530d1cf348b6da6dc08afc83","","","","Land Situate Off Approach Road","","Ramsey","IM8 1EB","Maughold","1000.0","1000.0","20/08/2019","24/09/2019","","Land Situate Off Approach Road is an invalid street name"
"55a65f866fdae8a3b625a3373da20371","","","Windmill Farm Cottage","Part Of Baldromma Beg And Ballajora","","Maughold","IM7 1AT","Maughold","","335000.0","28/02/2006","28/03/2006","","Part Of Baldromma Beg And Ballajora is an invalid street name"
"c0266b635c157d68182de6e1effb98e5","","","Windmill Farm Cottage","Part Of Baldromma Beg And Ballajora","","Maughold","IM7 1AT","Maughold","538000.0","538000.0","25/09/2008","26/11/2008","","Part Of Baldromma Beg And Ballajora is an invalid street name"
"4dd8ed0dbaceebaef3ee9554a940754b","","","Windmill Farm Cottage","Part Of Baldromma Beg And Ballajora","","Maughold","IM7 1AT","Maughold","630000.0","630000.0","30/03/2010","30/07/2010","","Part Of Baldromma Beg And Ballajora is an invalid street name"
"3014a969d0654f08d3759b51d0c260ec","","","Ramsey Golf Club Clubhouse","Off Brookfield Avenue","","Ramsey","IM8 2AH","Maughold","","100.0","01/01/2006","07/06/2006","","Off Brookfield Avenue is an invalid street name"
"b19e69af51f03fb9d5f385792ea66989","Ramsey Golf Club Course","","","Off Brookfield Avenue","","Ramsey","IM8 2AH","Maughold","","100.0","01/01/2006","12/06/2006","","Off Brookfield Avenue is an invalid street name"
"1c77d7fd304ad0bde14e6fd3fdfcb2d0","","","Plot Of Land","At The Gooseneck","Part Of The Estate Of Ballure","Maughold","","Maughold","","5.0","06/03/2006","30/03/2006","","At The Gooseneck is an invalid street name"
"fe4af4d0db2bb13d1b934735e5ec3cc8","","","Land ","Abutting Water Street","","Ramsey","","Maughold","","98500.0","16/06/2006","27/10/2006","","Abutting Water Street is an invalid street name"
"f34c882e71f43c8245166d8aa77a23dd","","","Land ","Abutting Water Street","","Ramsey","","Maughold","98500.0","98500.0","20/03/2007","13/09/2007","","Abutting Water Street is an invalid street name"
"e391a26f7bba113169dd708571a62147","","","Land ","Abutting Water Street","","Ramsey","","Maughold","100000.0","100000.0","31/10/2007","21/04/2008","","Abutting Water Street is an invalid street name"
"74e3c84a433d766aa3bbc77b1e93a7ac","","","Garage And Land","Off Seamount Road","","Ramsey","","Maughold","","5000.0","28/06/2006","05/02/2007","","Off Seamount Road is an invalid street name"
"c4471607ff470e9f8fcfebe5f9c2b71d","","","Hazeldene","71 Stanley Mount West","","Ramsey","IM8 1LR","Maughold","228000.0","228000.0","16/07/2007","05/12/2007","","71 Stanley Mount West is an invalid street name"
"3a0d5034c3eb861a739409a5a90fb59d","","","Hazeldene","71 Stanley Mount West","","Ramsey","IM8 1LR","Maughold","125000.0","125000.0","22/12/2020","12/03/2021","","71 Stanley Mount West is an invalid street name"
"55c8ea491947427532363379a4c8a9da","","","Hazeldene","71 Stanley Mount West","","Ramsey","IM8 1LR","Maughold","300000.0","75000.0","10/08/2023","16/08/2023","","71 Stanley Mount West is an invalid street name"
"f2a63a30c3fe181629245271f330d8a8","","","Garage","To Rear Of 18 Waterloo Road","","Ramsey","IM8 1DS","Maughold","","0.0","31/10/2007","12/09/2008","","To Rear Of 18 Waterloo Road is an invalid street name"
"2188b97ebf91c6faeefd16742333d27d","","","Garage","To Rear Of 18 Waterloo Road","","Ramsey","IM8 1DS","Maughold","","0.0","06/12/2013","19/05/2014","","To Rear Of 18 Waterloo Road is an invalid street name"
"a5ad0f6fa930bfdcb5138751e903c56c","","","Garage","To Rear Of 18 Waterloo Road","","Ramsey","IM8 1DS","Maughold","","0.0","26/05/2017","30/08/2017","","To Rear Of 18 Waterloo Road is an invalid street name"
"63f629b7c11713db7dfe9efa648a09dc","","","Garage","To Rear Of 18 Waterloo Road","","Ramsey","IM8 1DS","Maughold","0.0","0.0","14/01/2022","14/02/2022","","To Rear Of 18 Waterloo Road is an invalid street name"
"3fd997186be7a8740edd175e15e41412","","","Plot Of Land","Abutting Lower Road","Glen Mona","Maughold","IM7 1HG","Maughold","20000.0","20000.0","07/02/2008","15/08/2008","","Abutting Lower Road is an invalid street name"
"9a3fdf0997b194d3ec239208e018aa82","","","Baldromma Mill","Part Of Baldromma Beg And Ballajora","","Maughold","IM7 1AT","Maughold","315000.0","315000.0","20/11/2000","04/07/2008","","Part Of Baldromma Beg And Ballajora is an invalid street name"
"8e1db89b653be5458cb11537b9551e24","","","Baldromma Mill","Part Of Baldromma Beg And Ballajora","","Maughold","IM7 1AT","Maughold","1000000.0","0.0","15/11/2016","16/11/2016","","Part Of Baldromma Beg And Ballajora is an invalid street name"
"2cbbc58894131a6caa1eaea1468d422b","","","Sycamore Cottage","Off Jack's Lane","Lewaigue","Maughold","IM7 1AW","Maughold","500000.0","34500.0","12/09/1978","27/05/2009","","Off Jack's Lane is an invalid street name"
"4eaeb1ef099e4f72783341f06708bdbf","","","","Land Abutting Jack's Lane","Lewaigue","Maughold","IM7 1AW","Maughold","95000.0","95000.0","18/12/2014","17/03/2015","","Land Abutting Jack's Lane is an invalid street name"
"28607b4d17e178e8ec98b8bd96dc14e5","","","The Old Nursery","Land Off Queens Grove","","Ramsey","IM8 2JE","Maughold","450000.0","450000.0","30/07/2009","02/09/2009","","Land Off Queens Grove is an invalid street name"
"ab8548d258d39fc0fe8772c99645a707","","","The Old Nursery","Land Off Queens Grove","","Ramsey","IM8 2JE","Maughold","700000.0","700000.0","11/12/2013","31/03/2014","","Land Off Queens Grove is an invalid street name"
"3376e894571b4a4ddc80ac5f1043facc","","","Plot Of Land","Rear Of 18 Killeaba Mount","","Ramsey","","Maughold","240000.0","240000.0","20/11/2009","22/10/2015","","Rear Of 18 Killeaba Mount is an invalid street name"
"1833dee8001d544a34e18119c75f6cba","","","Plot Of Land","Rear Of 18 Killeaba Mount","","Ramsey","","Maughold","10000.0","10000.0","17/06/2015","02/11/2015","","Rear Of 18 Killeaba Mount is an invalid street name"
"e9b2fd650faa6fcd51f10b61a8153c1f","","","","Land At Upper Claughbane","","Maughold","","Maughold","230000.0","230000.0","16/02/2010","25/06/2010","","Land At Upper Claughbane is an invalid street name"
"ab84857cdcd86430e257d1ab2050d1c0","","","","Land At Upper Claughbane","","Maughold","","Maughold","230000.0","230000.0","20/06/2013","07/10/2013","","Land At Upper Claughbane is an invalid street name"
"ed7223d747b5dafaa8b97ba3868663d3","","","","Parcel Of Land","Ballajora","Maughold","","Maughold","20000.0","20000.0","12/04/2010","30/07/2010","","Parcel Of Land is an invalid street name"
"4b586a3e5befd7b7b1ab38b8a6b37348","","","","Parcel Of Land","Ballajora","Maughold","","Maughold","20000.0","20000.0","19/11/2025","07/01/2026","","Parcel Of Land is an invalid street name"
"65060119377742e92c69b42c808e1298","","","Sycamore Cottage","Off Jacks Lane","Lewaigue","Maughold","IM7 1AW","Maughold","365000.0","365000.0","24/09/2010","15/07/2011","","Off Jacks Lane is an invalid street name"
"e9d36c123248459671b3efd93bf2aee3","","","","Land At Jacks Lane","Port-E-Vullen","Maughold","IM7 1AW","Maughold","77000.0","77000.0","03/09/2010","14/01/2011","","Land At Jacks Lane is an invalid street name"
"ecdba886a313f01de49cf71d5c7e4999","","","","Land At Jacks Lane","Port-E-Vullen","Maughold","IM7 1AW","Maughold","50000.0","0.0","31/08/2018","14/09/2018","","Land At Jacks Lane is an invalid street name"
"3321b530ad0d658d7e8ea699529d21b4","","","Parcel Of Land Abutting The Rowan Road","Part Of Ballagilley","","Maughold","","Maughold","30000.0","30000.0","30/08/2011","22/11/2011","","Part Of Ballagilley is an invalid street name"
"9a1fdb24467dbfe741d1659d3f955abc","","","","Land Part Of Ballagilley","Hibernia","Maughold","","Maughold","50000.0","50000.0","13/10/2011","14/12/2011","","Land Part Of Ballagilley is an invalid street name"
"46e5a50ec18bfcb40c43a96991038ceb","","","","Land At Baldromma Beg","","Maughold","","Maughold","6107.0","6107.5","10/10/2011","16/12/2011","","Land At Baldromma Beg is an invalid street name"
"37627386234974b711130ef7ae8ee292","","","","Land At Ballagilley","Hibernia","Maughold","","Maughold","65000.0","65000.0","27/07/2012","07/09/2012","","Land At Ballagilley is an invalid street name"
"875ffb2868f8bd9fecab0eeb616b1fe8","","","A Parcel Of Land","Part Of Quilleash Lands","Port E Vullen","Maughold","","Maughold","1000.0","1000.0","18/07/2012","20/09/2012","","Part Of Quilleash Lands is an invalid street name"
"1b562a38ad954691c59131ede7d426e6","","","","Land At Ballagilley","Hibernia","Maughold","","Maughold","35000.0","35000.0","24/09/2012","28/01/2013","","Land At Ballagilley is an invalid street name"
"d5bf8db27d32684322ff2e4f72f02493","","","Barn And Farm Outbuildings","Rowan Road (Off Main High Road)","Hibernia","Maughold","IM7 1EW","Maughold","420000.0","420000.0","01/10/2012","07/01/2013","","Rowan Road (Off Main High Road) is an invalid street name"
"58caa751b265a89561769a71be6769a4","","","","Parcel Of Land At Ballajora","","Maughold","","Maughold","10000.0","10000.0","13/02/2018","27/02/2018","","Parcel Of Land At Ballajora is an invalid street name"
